"month","year","air_temp_min","rain_min","air_pressure_min","shortwave_min","longwave_min","windspeed_min","air_temp_mean","rain_mean","air_pressure_mean","shortwave_mean","longwave_mean","windspeed_mean","air_temp_max","rain_max","air_pressure_max","shortwave_max","longwave_max","windspeed_max"
2,2001,15.1372,0.235264,96609.4,87.9926,324.063,0.453053459358827,17.9777035714286,17.13743525,97808.0642857143,220.431953571429,370.014107142857,2.00512939155482,20.0593,89.0071,98394.3,341.591,410.386,4.22806817509179
2,2002,13.9037,0.0201385,96243.3,103.846,315.734,0.48755152408848,16.1671214285714,3.68488141071429,97711.6464285714,237.983964285714,346.147214285714,2.67396034973633,18.9616,21.5655,98554.7,331.729,409.19,4.95926403328347
2,2003,13.3244,0.00343572,97141.1,104.122,300.875,0.534279826144503,17.1185178571429,4.85527532214286,97972.4928571429,242.999928571429,347.783428571429,2.28612501593529,19.1043,36.2022,98895.9,354.361,382.947,5.38986675183163
2,2004,13.2399,0.00178549,95152.1,61.316,296.77,1.132687408114,16.1766724137931,14.8790015686207,97108.8137931034,209.827293103448,355.620620689655,3.43316010923897,19.5075,103.548,98511.6,288.797,398.38,5.92550936375937
2,2005,15.6342,0.00287725,96541.4,132.198,304.831,0.121788567422234,18.2039,3.87339009107143,97721.8392857143,243.422714285714,359.444142857143,2.13841782200004,20.7139,19.9854,98747.1,319.953,407.327,3.98066224726489
2,2006,14.1151,0,96704.2,213.921,286.89,0.672609216904586,17.38765,7.93295850071429,97744.3642857143,256.015678571429,347.513821428571,2.13828705447445,20.1049,50.6548,98407.2,312.97,389.035,4.17550917533419
2,2007,15.0922,0.0278193,97532.6,131.351,317.509,0.551419515297754,17.1981678571429,2.38734458214286,98171.2464285714,250.022714285714,350.634785714286,1.93054380943869,19.5771,11.7369,99054.6,317.51,383.999,3.39725044035614
2,2008,14.3164,6.93889e-15,96073.4,137.342,286.741,0.529885093611813,17.1704620689655,4.26994848344828,97662.9379310345,246.093068965517,352.511724137931,2.65675601520854,19.0815,25.5429,98838.8,350.836,399.053,6.60980628963512
2,2009,14.6057,0.00209781,96725.3,108.975,317.423,0.0573679256466538,18.5598285714286,10.8570295289286,97728.3928571429,233.394,364.826214285714,2.14600133697712,22.763,46.5432,98414.7,337.37,407.016,4.47936332713702
2,2010,16.4449,0.180217,96721.4,90.5936,325.563,0.374359388824429,18.0793392857143,2.32553514285714,98298.5357142857,226.546914285714,361.814,1.7596573140081,20.1808,7.22845,99127.7,291.579,398.292,3.78563405052575
2,2011,16.0857,0.0561432,96711,144.456,329.932,0.335194862099645,19.0470392857143,2.04605564285714,97854.0857142857,237.507714285714,366.150678571429,1.86662978151055,21.9792,9.06913,98814.7,345.244,403.139,3.86526196913081
2,2012,12.759,0.082018,96730,98.615,307.673,0.405123092347252,16.2172482758621,7.71383028275862,97816.5137931035,217.904310344828,352.589896551724,2.01012595683454,18.9077,36.385,98306.1,321.131,395.778,4.56741116023374
2,2013,12.7313,0.00214423,96879.5,160.385,302.846,0.511976857430099,17.5264678571429,2.26876614428571,98132.1714285714,281.935535714286,335.863178571429,1.96974666129315,19.1237,26.7804,99055.7,336.535,398.671,4.50876212200478
2,2014,15.4642,0,96813.7,166.599,291.365,0.429257751893894,17.2357821428571,3.68989014285714,97666.3392857143,258.07625,346.571035714286,2.3325144946246,19.6778,41.5697,98503.5,352.386,399.061,4.39742698508582
2,2015,14.645,0.00120747,96577.1,169.307,304.809,0.600401493713165,17.30775,2.16304258464286,98056.6214285714,257.386321428571,348.361107142857,2.17787558488373,20.3633,9.92903,99143.3,344.03,389.971,5.66361792960118
2,2016,17.1821,0.00440883,97128,95.2879,333.576,0.615642714841977,18.7576275862069,10.5342412037931,97911.3310344828,218.306651724138,374.510896551724,2.33844655319,21.8492,69.3046,98459.2,296.481,403.986,5.77100659220729
2,2017,14.6736,0.00364205,96410.5,121.937,308.31,0.253790685257064,18.511275,6.55741526892857,97935.3785714286,236.117,364.562428571429,2.0495813098554,22.1373,56.7067,99323.1,349.079,398.819,4.40573747798255
2,2018,15.3563,0.305348,96252.5,85.032,339.013,0.947231093349453,18.2514392857143,12.2895906428571,97562.0464285714,207.268842857143,372.24725,2.38005035712766,20.9473,61.3098,98374.3,325.891,420.506,4.10842188798814
2,2019,14.0233,0.00154307,96398.9,137.062,300.139,1.03322840984412,18.4827428571429,2.17144593357143,97777.4821428571,276.502571428571,344.570642857143,2.30529889181221,21.8325,24.0149,98661,344.473,397.909,4.16684604670007
2,2020,15.7773,0,97482.6,156.55,316.3,0.376638440589911,19.4741931034483,1.71571130482759,98091.275862069,264.371655172414,352.024344827586,1.89104364839103,22.932,13.5865,98628.8,352.598,388.465,4.59648995377995
2,2021,13.7142,0,96975.7,107.541,293.835,0.14411931671504,17.3593714285714,5.17102120214286,98205.7464285714,258.558071428571,348.500178571429,1.83220452957384,18.809,52.5345,99346,348.998,398.289,5.63400337512323
3,1999,15.8032,0.00184683,97356.8,75.2572,297.19,0.370686076027951,17.0916258064516,3.80864746064516,98249.9580645161,184.66755483871,353.113483870968,2.27292783913887,18.1788,17.6538,99082.1,298.488,392.834,4.22671656437949
3,2000,10.2836,0.00182396,96819,105.375,296.702,0.287470241172989,15.6190419354839,3.32412456064516,97932.7967741935,194.691935483871,340.482129032258,2.19902723971944,19.9057,39.5162,98802.1,294.398,388.801,4.89374435703378
3,2001,11.975,0.00707209,96991.8,104.091,289.247,0.189894752547299,14.9454935483871,3.63929808677419,98420.6064516129,198.669225806452,336.964451612903,1.95863291166472,17.54,28.055,99169.6,250.924,382.998,3.88587803743247
3,2002,12.5179,0.00446613,96436.4,121.334,297.846,0.138922111260807,16.0878290322581,2.29976735774194,97604.6096774194,206.031258064516,341.382838709677,2.42093593922302,17.9224,23.599,98573.2,261.933,377.816,4.39286264771618
3,2003,14.2345,0.00156875,96650.2,83.8463,302.108,0.271432375897368,15.883264516129,7.86873378709677,98062.3516129032,190.117558064516,345.870129032258,2.05609328807308,18.6802,46.1008,99299.3,266.432,391.793,5.04901636540227
3,2004,10.9005,0,96772.1,116.425,282.636,0.0508612125415822,14.4481838709677,1.76418436258065,97738.6032258065,217.539419354839,324.890387096774,2.17629945014093,17.0812,9.37903,98589.6,286.081,368.317,4.24144979464569
3,2005,14.2165,-1.38778e-14,96726.2,99.0785,302.362,0.162050578589402,16.5124193548387,7.80007976806452,97762.4838709677,201.010209677419,343.780612903226,2.06777468451827,18.424,50.4959,98603.4,293.221,400.478,3.74928312685239
3,2006,11.9095,0.00104016,96536.1,78.9448,291.345,0.299070659109181,14.9436129032258,6.82339094258065,97686.5774193548,182.396587096774,345.097967741935,2.70583051200838,17.3321,31.236,98850.2,257.217,387.993,5.13370012670598
3,2007,12.0312,0.0242541,95961.4,56.2647,303.624,0.348047491473506,16.3477903225806,8.51133891290323,98067.2483870968,184.894629032258,350.67564516129,2.65843405234342,18.4272,44.5062,99144.2,278.254,396.359,5.7725627025265
3,2008,15.0893,0,96780.2,118.256,297.149,0.0788129021092359,16.4364903225806,4.17574844645161,98119.8483870968,200.866774193548,346.815483870968,2.11209601623445,18.9343,25.7244,98814.4,276.567,406.264,4.71822506355939
3,2009,11.3988,0.00159531,96998.3,56.2819,278.023,0.169276571434561,14.8528193548387,2.97083645483871,98021.4451612903,201.630190322581,333.866935483871,2.56955588431239,18.4928,20.0547,98902.8,262.587,398.057,5.66188016333797
3,2010,11.2231,-1.38778e-14,97064.1,143.92,288.052,0.914075363917002,16.0334612903226,1.05608493709677,97996.2741935484,216.8,330.203483870968,2.87786611949757,18.5033,9.48689,99689.7,294.01,370.989,4.34477982020953
3,2011,12.1384,0.00158287,97004.4,101.044,291.265,0.749758745645558,15.9304483870968,10.9393732906452,98044.6612903226,196.011516129032,346.015741935484,2.3488466684058,19.2808,88.7087,99141.6,266.458,402.844,4.43349495654388
3,2012,11.8255,0.0103425,96112.2,72.4643,294.198,0.92415840354779,14.6116741935484,7.94455546451613,97927.1451612903,187.681429032258,342.237903225806,2.7805345042631,17.5019,29.0003,98988.4,267.744,393.521,7.38879100676153
3,2013,13.4803,0,96432.6,132.75,302.958,0.234061618301677,17.0222838709677,2.62548689548387,98021.0096774194,213.180806451613,344.207838709677,1.72866939076021,20.4102,20.6327,99204.6,283.973,399.451,3.45468991275628
3,2014,12.6312,0.00113664,96739,106.787,287.98,0.529841945992387,15.7322612903226,4.77002877129032,98193.2967741935,219.063967741935,330.457225806452,2.12549627779384,17.7108,54.7805,98948.1,279.202,392.568,6.14640867943224
3,2015,12.4707,0.00155622,95417.3,111.98,297.33,0.356010316542934,16.1409290322581,4.44033583548387,97631.2967741935,188.225193548387,346.423129032258,1.98971832596687,19.5887,32.9326,98728.8,266.958,386.246,5.08831932679151
3,2016,13.4874,0.00204027,97541.4,85.0329,303.995,0.294500885166751,16.8936838709677,8.51012524,98351.7225806452,189.092351612903,352.999548387097,2.57073596747894,19.7182,68.5205,99114.2,262.38,402.453,6.94436213978649
3,2017,13.1648,0.00161209,96706.6,84.1794,304.919,0.577819869758734,16.8054967741935,15.5355182029032,97906.6903225806,184.588148387097,356.102161290323,2.54201862986363,18.742,73.5098,98964.9,280.31,397.736,4.81439347567271
3,2018,14.7387,0.00872248,96610.9,123.788,310.707,0.498158804875473,16.6220193548387,5.92574880903226,98015.8419354839,194.557967741935,350.529612903226,2.29506205838598,20.2471,41.1178,99070.4,264.916,383.153,4.34262775769015
3,2019,14.6538,0,97963.4,104.058,303.541,0.33265326005467,17.4058419354839,3.81070988387097,98560.2064516129,188.920290322581,357.938483870968,1.76306699784857,20.2192,10.2052,98995.5,292.454,383.197,3.73050450744936
3,2020,12.4442,0.00145814,96816.1,116.03,291.117,0.502117458924702,15.6479322580645,2.80379167870968,98014.9129032258,197.878,335.724580645161,1.95001431074443,19.5964,13.8465,98799.7,270.963,385.307,4.72596271962962
3,2021,12.598,0.00150259,96346.2,88.5574,285.632,0.116755964589609,15.3379806451613,4.29512390612903,98104.9290322581,197.295419354839,338.211483870968,2.02227618919545,17.5103,15.7531,99496,278.554,386.021,4.4547590025163
4,1999,7.63365,0.0015136,95976.2,62.2112,288.946,0.314228399050754,13.606825,8.47258033566667,97819.3866666667,135.0523,330.6727,2.67879919891598,18.7771,73.6037,98878.8,191.026,401.785,5.72456858842655
4,2000,9.68954,0.00148759,96429,76.8312,277.401,0.647067920800437,13.66492,7.142101822,98031.6733333333,128.912163333333,336.8998,2.34201109000897,16.7289,38.9003,99349,191.569,383.641,4.38639583006368
4,2001,9.9633,0,96456,54.6074,278.154,0.334366606742973,13.11103,11.846734649,98416.4466666667,144.30969,326.4947,2.39554049177475,17.0236,94.8448,99443.3,209.156,392.748,4.53976235405555
4,2002,9.35415,0,96306.7,39.8167,267.323,0.278531464223776,12.8189093333333,6.67058349333333,98205.5733333333,145.446403333333,321.406366666667,2.01100916312057,16.6013,60.4204,99315,216.697,394.889,4.30542078989964
4,2003,8.87793,0.000992617,96719.5,58.5692,270.366,0.116806411110435,13.4354966666667,4.5389451079,97975.3966666667,145.92216,329.782833333333,1.94113166929045,16.7661,38.9245,99302.6,203.811,377.532,3.51804840829415
4,2004,8.79188,-6.93889e-15,97225.8,53.5539,275.778,0.350269375833001,12.3567796666667,4.80220118933333,98262.0966666667,143.738953333333,322.495466666667,2.08334314229164,15.4944,36.9878,99637.7,217.479,374.991,4.74093097258334
4,2005,7.64243,6.93889e-15,96978.8,111.203,257.165,0.346307648612632,12.9435373333333,1.133637111,98215.5233333333,157.183166666667,318.832366666667,2.26570032490689,16.1426,7.87773,99106.8,194.189,353.643,4.53912126897927
4,2006,11.4799,0.0206671,96084.5,72.9044,298.177,0.394504514909133,14.1461433333333,8.75741241,97649.26,131.879626666667,340.8548,2.49524341748518,17.2319,55.0965,98977.5,175.257,389.451,5.75337023381948
4,2007,9.62216,0.0032726,95692.7,71.6294,290.017,0.100133989906974,12.7776453333333,4.74751788,97905.9233333333,142.605066666667,325.360733333333,1.79723517189776,15.6859,36.5308,98961.8,184.61,380.296,4.20801770862481
4,2008,9.33432,6.93889e-15,96671.5,28.5653,274.626,0.47013994852968,13.713462,10.4862160043333,97986.5733333333,135.361996666667,332.908466666667,2.66500504311656,16.7974,45.3876,99026,200.985,394.191,4.77166574797523
4,2009,8.31919,1.38778e-14,96845.9,44.051,271.571,0.279711059548957,12.547845,3.30909462166667,98425.5466666667,152.519876666667,320.827166666667,2.24356758354254,15.4043,19.1766,99491.5,229.491,377.857,6.05611176827178
4,2010,10.8212,1.38778e-14,96907.6,99.9483,284.671,0.161168995895489,13.8178433333333,2.89614292766667,98104.2833333333,156.82671,323.7543,2.23561665116802,16.134,14.9227,99035.5,201.487,365.892,4.02700386442576
4,2011,9.05342,0.00180947,96365.7,52.0978,273.144,0.518536412285579,13.0082736666667,12.1741047873333,97986.4866666667,128.548056666667,335.056,2.66882272912156,15.1088,109.593,99010.6,183.282,377.952,4.89548549103151
4,2012,10.8004,0.00211159,96833.7,71.0806,278.845,0.34002290974874,13.5300433333333,4.35342526866667,98220.67,145.762386666667,328.267666666667,2.44934489863196,16.9228,40.7865,99684.6,187.903,374.358,6.09059683146077
4,2013,11.0316,0.00104565,96734.9,58.2888,276.303,0.101095511903002,14.42061,8.65488924833333,97826.9533333333,141.974293333333,335.796733333333,2.54104294854932,17.6176,43.2438,98837.1,206.092,392.898,5.69993409065403
4,2014,10.1822,0.00192852,96739.4,45.7432,279.468,0.437092808126604,14.61285,8.45788133033333,97768.6766666667,128.401863333333,344.837,2.43551016533108,19.2263,50.4404,98738.5,185.209,381.52,4.56666693442822
4,2015,8.02299,0.00426057,95575.8,63.9343,263.096,0.226388527377802,13.592941,6.32661858566667,98051.61,133.3279,337.415966666667,2.39401077860024,17.6881,35.1746,99091.1,213.719,388.066,5.31779042314569
4,2016,12.1543,0,97593.7,81.4773,292.137,0.252074041702036,14.0868466666667,2.87828349333333,98299.6733333333,139.302716666667,335.577633333333,1.75591227076702,17.427,14.5585,99151.8,195.197,383.344,3.21409228820907
4,2017,11.6492,0.00523799,96360.8,52.2125,294.495,0.20384587777262,14.3692766666667,17.4624683583333,97902.8,134.495583333333,342.196066666667,2.10358178243436,19.0625,94.221,99037.2,194.957,395.289,4.1384829429756
4,2018,7.93746,0.0227612,95652.5,47.5113,296.425,0.364195621754298,13.7061953333333,9.40248497,97585.64,133.204723333333,336.053833333333,2.61079544131509,17.5642,60.6544,98427.9,215.255,380.54,6.12827392090954
4,2019,10.2234,0.00140586,96829.2,71.5233,277.183,0.178487639418224,13.0734633333333,3.11982612433333,98111.0166666667,154.821786666667,316.642966666667,2.27828485406393,16.6754,15.5713,99583,197.332,363.088,4.0410840215076
4,2020,10.7463,6.93889e-15,96704.6,90.6002,289.796,0.398015434135095,13.48198,2.34906471533333,97953.1166666667,152.989306666667,321.245566666667,2.08763601064968,16.1424,14.3931,99575.1,215.778,375.56,4.84105054084968
4,2021,9.94791,0.00436244,96850.1,100.227,288.26,0.0713091444360988,13.9077336666667,8.67951111466667,97751.34,149.6479,329.366333333333,2.01324684651146,18.3668,73.369,98844.2,220.68,390.381,4.04271339188174
5,1999,7.84966,-6.93889e-15,96732.4,38.5559,267.462,0.215732991728201,11.5672829032258,2.40154416290323,98466.0064516129,101.835093548387,321.167677419355,2.44831837977825,15.8293,11.1515,99569.1,149.23,381.191,5.82547355453615
5,2000,8.61385,0.00148759,96594.9,44.2764,274.688,0.688806071706689,11.5166777419355,9.50249004,98217.7709677419,95.2548870967742,327.605870967742,2.52905051901943,16.168,58.6496,99319.4,160.045,390.048,4.92998992960432
5,2001,5.34941,0.001072,95756.9,47.9337,272.396,0.16581214346374,11.4618332258065,9.94458948967742,97280.9161290323,89.2357903225806,328.174903225806,3.08162552639841,15.588,42.4844,98808.5,136.287,378.805,5.23678589206204
5,2002,6.86216,0.00198873,96045.6,56.211,276.97,0.49854341017111,10.9625993548387,2.36084797193548,97399.7580645161,101.096841935484,312.146129032258,3.28110356198987,15.0167,16.399,98490.6,136.581,362.927,6.25863259295511
5,2003,7.61961,-1.38778e-14,96973.2,28.7756,275.649,0.577430652946308,11.4259048387097,6.22248882612903,98039.0838709677,101.261629032258,321.622290322581,2.41018272742466,16.0166,49.6836,99237.2,140.141,394.508,5.52408796347415
5,2004,7.79706,0,95853.4,41.7026,267.194,0.0746275325402763,11.32958,9.19306865580645,97520.2612903226,99.2254387096774,320.114774193548,2.70371404254592,16.8671,38.6234,98917.3,135.424,386.96,4.35475568917477
5,2005,7.26567,0.00106442,95801.9,34.8868,272.579,1.09365829445399,11.7272877419355,9.22958480258064,97632.3322580645,91.3258161290323,330.656612903226,2.53396765503065,14.7541,43.4094,98733.4,140.911,377.878,4.57833748608597
5,2006,7.36203,-1.38778e-14,96041.2,32.677,254.616,0.53850523761334,10.6106838709677,7.49301633129032,97650.0806451613,95.9599064516129,317.373677419355,2.53012252056643,14.3831,33.6918,99206.8,140.034,375.04,5.74144127913018
5,2007,8.02614,0,96983.4,62.0194,261.366,0.365224180914955,11.7947096774194,1.88569265129032,98293.435483871,108.081264516129,315.577419354839,2.12038683115028,14.37,15.8688,99332.6,149.755,363.447,3.99224342546656
5,2008,7.01552,-6.93889e-15,95722,50.2825,262.744,0.254742606901182,9.45001064516129,4.53936319516129,97570.8225806452,106.161170967742,303.449548387097,2.37012840951882,12.3548,38.1885,98958.7,139.775,357.977,4.06771916907989
5,2009,4.68693,0.00221186,95434.4,63.264,249.608,0.850197689371125,8.89819483870968,3.88502394451613,97136.1129032258,103.925687096774,301.668225806452,2.96022658204588,13.2741,14.1028,98038.9,148.404,345.15,5.16047623505128
5,2010,7.28449,0,95735.9,33.5686,268.526,0.355431243428318,11.1791358064516,16.7180724516129,97659.4032258065,100.288661290323,324.237806451613,2.27413683139892,14.7956,96.2202,99402.9,157.106,377.504,5.52774403373564
5,2011,7.18458,6.93889e-15,96557.4,38.8247,276.18,0.038904293667666,12.2752467741935,12.839929256129,97752.3903225806,92.3446709677419,331.745483870968,2.79135828069103,16.4698,59.4177,99011.5,124.562,386.313,5.67581309950821
5,2012,5.6245,0,95585.3,56.6386,253.253,0.293898797779099,9.80811483870968,5.41295749387097,97877.5967741935,110.960112903226,303.762290322581,2.75826390518821,14.3349,34.5214,99468.1,146.882,372.892,4.60909308989307
5,2013,5.2439,0,95417.6,44.0197,249.622,0.196619457244724,11.0851019354839,7.91675512935484,97569.9580645161,101.460987096774,321.976096774194,2.24537398190986,14.1426,39.0734,99234.9,139.492,374.399,4.58015255313619
5,2014,6.08711,0,97035.2,50.6603,249.336,0.696320988981375,10.84051,3.29496391419355,97931.264516129,107.002132258065,315.409806451613,2.27413350408648,14.809,14.8212,98923.1,142.162,365.592,4.95165698282908
5,2015,6.07096,0,95525.8,49.1471,256.809,0.613640149470355,10.608925483871,8.75821464741935,97761.7741935484,104.359074193548,313.152161290323,2.5906518118636,15.796,41.5342,99307.7,148.103,382.553,5.70643118463721
5,2016,6.95943,0.00954706,95841,60.2122,272.243,0.452815833442251,12.8763174193548,3.49003047612903,97337.2,95.1450483870968,334.299903225806,2.6568694860635,16.7501,16.23,98806.2,127.441,386.564,5.39283229030803
5,2017,5.60693,6.93889e-15,96766.5,37.8025,252.873,0.60563800578646,10.4337390322581,8.23548740419355,98115.3322580645,101.621225806452,318.830483870968,2.44426622324093,15.4288,48.6997,98963.1,157.991,384.853,5.48561121413503
5,2018,6.65643,0,96089.3,40.3768,265.176,0.472957072894613,11.33486,3.67995790406452,97689.8806451613,101.516938709677,317.351548387097,2.6153710920877,15.4704,26.5863,98953.4,156.644,376.686,4.48531609242872
5,2019,9.77767,0.00179229,95971.3,43.6109,287.038,0.340699014476121,11.7210996774194,3.28707633032258,98190.3548387097,100.283706451613,322.797483870968,2.21829178961236,14.8687,14.9674,99069.6,155.863,366.587,5.21913948098726
5,2020,6.99561,0,96582.8,32.291,257.549,0.551944991328846,10.8067864516129,5.9874544516129,98378.2064516129,104.116929032258,313.979,2.31940154295263,15.7539,40.9475,99208.2,132.925,381.824,5.76617428622661
5,2021,7.40161,0,95410.8,60.2884,263.603,0.225243476915537,11.0928303225806,5.41679644322581,98031.2419354839,103.263325806452,318.442064516129,2.40297418023981,15.7281,28.4708,99639.3,162.478,384.073,5.24833485297956
6,1999,4.98345,0.00115258,95576.5,36.9924,251.005,0.883552537889197,8.722963,3.56212932066667,97726.2733333333,86.5104133333333,300.392166666667,2.39794540057585,13.7709,15.1299,99346.5,111.016,369.74,4.49467302843043
6,2000,4.79415,0,95825.5,32.7958,247.19,0.796621247884464,8.92498566666667,4.84694403166667,97861.2066666667,84.2850333333333,305.562666666667,2.89304617670023,11.3861,35.1584,99167.9,110.995,354.009,6.03878055223279
6,2001,4.40635,0.00119424,96092.3,35.8688,249.372,0.681373265648132,7.968477,2.63881805066667,97981.7766666667,85.7309066666667,302.937033333333,2.03027553528565,13.0409,12.0912,99280.4,118.47,371.879,4.27390458308325
6,2002,7.49985,0.00150161,94885.4,19.1093,276.738,0.779158728718353,10.6948936666667,9.858161808,97205.76,69.20658,326.907966666667,3.3198485627298,13.3695,70.0244,98258.3,99.224,366.515,6.14039197293626
6,2003,5.12013,0,96022.9,29.432,251.262,0.925657599548019,10.4503713333333,8.342599028,97845.02,81.98777,321.005433333333,2.83648434834006,13.6052,40.0994,99518.7,111.059,373.33,4.9912580507323
6,2004,4.83141,0.00178592,95742.5,36.6264,254.359,0.206421473375252,8.92168466666667,12.444204761,97844.9733333333,76.8170466666667,311.770933333333,2.8940052583354,12.8127,69.5418,99201.4,112.423,362.765,7.02258706450123
6,2005,4.25753,0,96192.7,46.2118,245.444,0.843802795009592,8.40060066666667,6.29980763366667,97854.87,88.1926833333333,298.725266666667,2.97841798285117,11.7985,38.5276,99172.5,113.591,362.505,5.07335356435957
