"month","year","air_temp_min","rain_min","air_pressure_min","shortwave_min","longwave_min","windspeed_min","air_temp_mean","rain_mean","air_pressure_mean","shortwave_mean","longwave_mean","windspeed_mean","air_temp_max","rain_max","air_pressure_max","shortwave_max","longwave_max","windspeed_max"
1,1999,16.4651,0.00316549,96684.2,103.539,296.832,0.233718589320576,18.6278193548387,4.59167014483871,97688.9903225806,277.132258064516,362.061806451613,2.24279585840853,21.1578,19.5849,98614.6,382.799,404.905,5.16112963670745
1,2000,13.0436,0.0671436,96448.9,158.782,301.584,0.392377948865835,16.1251064516129,4.28123661935484,97506.2387096774,263.177774193548,346.730290322581,2.23357951665951,19.1532,22.114,98557.2,344.17,375.202,4.72978229226716
1,2001,13.9476,0.0117791,96544.8,164.443,309.788,1.075428622041,16.4616677419355,3.39965060322581,97636.4612903226,285.990290322581,342.956129032258,2.76762217167516,20.1408,27.1344,98741.5,370.466,384.066,5.1699897426522
1,2002,13.0403,0,95948.7,180.216,307.69,0.661696982524667,16.8539129032258,6.2065124516129,97460.1548387097,286.010741935484,346.429903225806,1.95681722819803,18.7952,21.4931,98671.5,382.399,377.137,5.1045747390148
1,2003,11.9004,0.00171786,96713.9,126.999,289.564,0.866883334649479,16.3972451612903,5.59930005967742,97738.6193548387,288.866322580645,341.842129032258,2.83059642539632,18.432,44.7502,98484.5,370.009,387.775,5.56716430090005
1,2004,11.303,0,96933,166.65,316.976,0.668203130289735,18.2574258064516,6.45493493709677,97814.2774193548,286.052612903226,355.40535483871,1.84571504881113,21.3461,30.6194,98573.9,377.411,398.498,3.49710621681698
1,2005,13.6009,0.00446438,96748.4,101.334,316.915,0.634720896990953,16.7671129032258,2.05232300451613,97914.8580645161,291.131129032258,346.626903225806,2.23993252490803,19.9529,10.4779,98870.1,377.032,393.077,4.16767092617687
1,2006,13.3212,0,96335.4,167.167,289.978,0.638380687140518,17.5178387096774,9.77559303225807,97711.3096774194,269.341193548387,354.648129032258,2.7062555648741,20.3426,104.289,98698.8,381.29,409.512,6.46764501648011
1,2007,11.2667,0.00133743,96833.1,106.077,296.322,0.49935108778694,17.0000322580645,6.06748678870968,97764.6096774194,262.078935483871,355.881741935484,2.49969564370039,19.8218,37.7288,98738.7,384.302,404.138,4.46197494297088
1,2008,16.0311,-1.38778e-14,96969.5,134.097,306.947,0.413202621300979,18.3170516129032,2.68895325677419,98003.4064516129,292.605548387097,352.911709677419,2.20649441285186,20.8036,26.7556,98767.9,372.832,415.717,5.29614595241672
1,2009,15.4299,0.00198262,96794.9,223.823,309.494,0.208391660065848,18.3723387096774,1.12037973290323,97759.6516129032,310.686516129032,342.408903225806,2.1670136380416,21.7968,6.18578,98799.9,377.309,386.419,4.66758824647603
1,2010,13.743,0.0123276,96230.1,139.938,296.359,0.342140415263967,16.8160935483871,11.2970982354839,97452.1387096774,269.606838709677,351.05764516129,2.45888250370231,19.0408,48.9882,98319,385.859,393.842,4.67677795154955
1,2011,15.4981,0.0026507,96062,77.2714,309.73,0.329215119595076,17.8953806451613,19.6427861258065,97667.2225806452,278.026964516129,360.88164516129,2.61007132435675,20.5505,120.164,98380.2,382.427,408.532,6.30615638601676
1,2012,12.7219,0.0757834,96428,158.528,309.925,1.0425329113582,16.3846838709677,6.42717998064516,97571.4451612903,260.251,349.443129032258,2.74704324233116,18.7348,50.3743,99062,344.32,383.753,5.17905557264063
1,2013,13.8666,0.00279999,96267.3,217.377,301.967,0.852253031584517,17.5891,1.32638844806452,97777.2,311.430548387097,336.923225806452,2.72725010970968,20.6209,9.90918,99377.2,374.29,383.779,5.48077650689207
1,2014,13.5022,0.00175021,96477.4,173.73,300.343,0.594002806794715,16.4736709677419,4.78659522741935,97462.1,300.677193548387,339.502935483871,2.87269815950698,19.3357,29.2932,98255.8,381.611,385.906,5.48310204651527
1,2015,16.8059,0.00119122,96889.3,181.542,330.097,0.682293415141902,18.8937258064516,1.58918231129032,97844.064516129,303.244483870968,356.189419354839,1.77827522777985,20.8538,9.87107,98578.6,384.94,389.905,3.42537021714442
1,2016,13.1666,0.00522678,96798.8,91.3382,303.082,0.41011693008191,18.1026161290323,8.93888110580645,97852.6516129032,260.871458064516,367.351806451613,2.25123687778683,20.5947,40.1599,98619.8,367.951,404.889,4.77028871693318
1,2017,14.3368,1.38778e-14,96145.2,156.972,292.415,0.751852454039355,17.1159,2.95175624935484,97371.2935483871,311.785225806452,338.351774193548,3.28690820191136,19.7775,28.2587,98297.3,385.1,396.436,5.82395933876603
1,2018,15.7378,0.404082,95812.8,129.789,343.003,0.193543845295814,19.0225516129032,14.6148698709677,97829.5032258064,243.743419354839,376.161419354839,2.3742297547992,21.6633,94.1322,98367,329.306,401.788,6.92397037308797
1,2019,14.6509,0.00142585,96873.3,177.105,310.743,0.427171109062879,19.3937741935484,1.75156614354839,97700.5709677419,302.299419354839,354.144161290323,2.54679372805647,23.13,8.2899,98628.5,385.161,379.561,5.07702494101615
1,2020,14.0002,0,96770.7,170.11,305.255,0.614217005171625,18.2278935483871,1.22906796903226,97854.1612903226,320.134451612903,342.675096774194,2.48078000867936,22.3878,9.05376,98329.1,380.992,389.01,5.85924180828885
1,2021,13.3595,0.00153233,96624.2,157.3,305.843,0.14402488588435,17.8056258064516,2.76629638,97682.0806451613,293.873903225806,345.539322580645,2.08445394597801,21.6062,12.1378,98549.1,367.876,380.641,4.48918733870619
2,1999,14.2246,0,97281.1,107.835,299.689,0.751845810171873,17.2065607142857,1.08715812392857,98403.1357142857,281.5135,337.388107142857,2.20890171411364,19.5027,10.1912,99104.6,357.694,400.443,4.62986641086976
2,2000,14.067,0.00200806,97204.9,146.798,309.953,0.407576993303363,17.4120965517241,2.60327835862069,98090.2206896552,260.415172413793,345.693,2.0561220548515,20.0768,39.3812,98795.6,347.842,382.974,3.72046109692065
