"date","discharge_m3s"
"2015-12-15T12:00:00Z",0.195246333
"2015-12-16T12:00:00Z",0.194686757
"2015-12-17T12:00:00Z",0.201296576
"2015-12-18T12:00:00Z",0.199683781
"2015-12-19T12:00:00Z",0.194709161
"2015-12-20T12:00:00Z",0.195363541
"2015-12-21T12:00:00Z",0.195100155
"2015-12-22T12:00:00Z",0.193257398
"2015-12-23T12:00:00Z",0.194183018
"2015-12-24T12:00:00Z",0.215930691
"2015-12-25T12:00:00Z",0.204661759
"2015-12-26T12:00:00Z",0.179539229
"2015-12-27T12:00:00Z",0.188440534
"2015-12-28T12:00:00Z",0.189833627
"2015-12-29T12:00:00Z",0.185256711
"2015-12-30T12:00:00Z",0.184432418
"2015-12-31T12:00:00Z",0.182867107
"2016-01-01T12:00:00Z",0.185310089
"2016-01-02T12:00:00Z",0.201144969
"2016-01-03T12:00:00Z",0.216729375
"2016-01-04T12:00:00Z",0.188104507
"2016-01-05T12:00:00Z",0.175709824
"2016-01-06T12:00:00Z",0.175285093
"2016-01-07T12:00:00Z",0.172272917
"2016-01-08T12:00:00Z",0.196097299
"2016-01-09T12:00:00Z",0.178962927
"2016-01-10T12:00:00Z",0.167955269
"2016-01-11T12:00:00Z",0.165428504
"2016-01-12T12:00:00Z",0.175903643
"2016-01-13T12:00:00Z",0.168555604
"2016-01-14T12:00:00Z",0.166133349
"2016-01-15T12:00:00Z",0.165466466
"2016-01-16T12:00:00Z",0.161579988
"2016-01-17T12:00:00Z",0.161558974
"2016-01-18T12:00:00Z",0.196663984
"2016-01-19T12:00:00Z",0.221102925
"2016-01-20T12:00:00Z",0.167519365
"2016-01-21T12:00:00Z",0.16661211
"2016-01-22T12:00:00Z",0.168931045
"2016-01-23T12:00:00Z",0.168835997
"2016-01-24T12:00:00Z",0.167677224
"2016-01-25T12:00:00Z",0.167755972
"2016-01-26T12:00:00Z",0.167662627
"2016-01-27T12:00:00Z",0.171100006
"2016-01-28T12:00:00Z",0.170918261
"2016-01-29T12:00:00Z",0.168243151
"2016-01-30T12:00:00Z",0.169210235
"2016-01-31T12:00:00Z",0.17110761
"2016-02-01T12:00:00Z",0.173624038
"2016-02-02T12:00:00Z",0.173290376
"2016-02-03T12:00:00Z",0.172830116
"2016-02-04T12:00:00Z",0.168670962
"2016-02-05T12:00:00Z",0.176502993
"2016-02-06T12:00:00Z",0.230085586
"2016-02-07T12:00:00Z",0.18211162
"2016-02-08T12:00:00Z",0.179617421
"2016-02-09T12:00:00Z",0.177652485
"2016-02-10T12:00:00Z",0.176746709
"2016-02-11T12:00:00Z",0.174531362
"2016-02-12T12:00:00Z",0.171756195
"2016-02-13T12:00:00Z",0.176258442
"2016-02-14T12:00:00Z",0.196841921
"2016-02-15T12:00:00Z",0.163484245
"2016-02-16T12:00:00Z",0.167739234
"2016-02-17T12:00:00Z",0.169400848
"2016-02-18T12:00:00Z",0.286024746
"2016-02-19T12:00:00Z",0.383827471
"2016-02-20T12:00:00Z",0.220312385
"2016-02-21T12:00:00Z",0.202960419
"2016-02-22T12:00:00Z",0.193857295
"2016-02-23T12:00:00Z",0.190281762
"2016-02-24T12:00:00Z",0.185489876
"2016-02-25T12:00:00Z",0.182942506
"2016-02-26T12:00:00Z",0.181420396
"2016-02-27T12:00:00Z",0.180283214
"2016-02-28T12:00:00Z",0.17849772
"2016-02-29T12:00:00Z",0.192599821
"2016-03-01T12:00:00Z",0.193025126
"2016-03-02T12:00:00Z",0.184648398
"2016-03-03T12:00:00Z",0.182697441
"2016-03-04T12:00:00Z",0.181556651
"2016-03-05T12:00:00Z",0.181783747
"2016-03-06T12:00:00Z",0.18213815
"2016-03-07T12:00:00Z",0.177717981
"2016-03-08T12:00:00Z",0.172259445
"2016-03-09T12:00:00Z",0.172442672
"2016-03-10T12:00:00Z",0.170923523
"2016-03-11T12:00:00Z",0.17277178
"2016-03-12T12:00:00Z",0.171291816
"2016-03-13T12:00:00Z",0.174154345
"2016-03-14T12:00:00Z",0.175281879
"2016-03-15T12:00:00Z",0.170205871
"2016-03-16T12:00:00Z",0.17023114
"2016-03-17T12:00:00Z",0.1860547
"2016-03-18T12:00:00Z",0.209985311
"2016-03-19T12:00:00Z",0.205271979
"2016-03-20T12:00:00Z",0.211054165
"2016-03-21T12:00:00Z",0.214213438
"2016-03-22T12:00:00Z",0.222358876
"2016-03-23T12:00:00Z",0.224143139
"2016-03-24T12:00:00Z",0.433411605
"2016-03-25T12:00:00Z",0.276000804
"2016-03-26T12:00:00Z",0.239396088
"2016-03-27T12:00:00Z",0.234134762
"2016-03-28T12:00:00Z",0.226262972
"2016-03-29T12:00:00Z",0.224529057
"2016-03-30T12:00:00Z",0.219746997
"2016-03-31T12:00:00Z",0.21909894
"2016-04-01T12:00:00Z",0.215506344
"2016-04-02T12:00:00Z",0.31091105
"2016-04-03T12:00:00Z",0.227610721
"2016-04-04T12:00:00Z",0.203054775
"2016-04-05T12:00:00Z",0.202734373
"2016-04-06T12:00:00Z",0.214790328
"2016-04-07T12:00:00Z",0.223896046
"2016-04-08T12:00:00Z",0.263113446
"2016-04-09T12:00:00Z",0.285660533
"2016-04-10T12:00:00Z",0.309026178
"2016-04-11T12:00:00Z",0.32208563
"2016-04-12T12:00:00Z",0.299515494
"2016-04-13T12:00:00Z",0.209217666
"2016-04-14T12:00:00Z",0.213792936
"2016-04-15T12:00:00Z",0.215202594
"2016-04-16T12:00:00Z",0.217627115
"2016-04-17T12:00:00Z",0.226613397
"2016-04-18T12:00:00Z",0.249503746
"2016-04-19T12:00:00Z",0.220301271
"2016-04-20T12:00:00Z",0.216593125
"2016-04-21T12:00:00Z",0.213748594
"2016-04-22T12:00:00Z",0.212013824
"2016-04-23T12:00:00Z",0.209963934
"2016-04-24T12:00:00Z",0.213210786
"2016-04-25T12:00:00Z",0.212666725
"2016-04-26T12:00:00Z",0.214045235
"2016-04-27T12:00:00Z",0.215895331
"2016-04-28T12:00:00Z",0.215046994
"2016-04-29T12:00:00Z",0.213296815
"2016-04-30T12:00:00Z",0.214083923
"2016-05-01T12:00:00Z",0.211031899
"2016-05-02T12:00:00Z",0.21147765
"2016-05-03T12:00:00Z",0.210935805
"2016-05-04T12:00:00Z",0.213306296
"2016-05-05T12:00:00Z",0.215202509
"2016-05-06T12:00:00Z",0.216733116
"2016-05-07T12:00:00Z",0.215133708
"2016-05-08T12:00:00Z",0.213495552
"2016-05-09T12:00:00Z",0.215002453
"2016-05-10T12:00:00Z",0.214957248
"2016-05-11T12:00:00Z",0.221481833
"2016-05-12T12:00:00Z",0.221063278
"2016-05-13T12:00:00Z",0.208950999
"2016-05-14T12:00:00Z",0.208873633
"2016-05-15T12:00:00Z",0.190256137
"2016-05-16T12:00:00Z",0.19131238
"2016-05-17T12:00:00Z",0.19171635
"2016-05-18T12:00:00Z",0.202255415
"2016-05-19T12:00:00Z",0.194569132
"2016-05-20T12:00:00Z",0.198177898
"2016-05-21T12:00:00Z",0.215815446
"2016-05-22T12:00:00Z",0.205859907
"2016-05-23T12:00:00Z",0.205734354
"2016-05-24T12:00:00Z",0.209951783
"2016-05-25T12:00:00Z",0.207731519
"2016-05-26T12:00:00Z",0.201584413
"2016-05-27T12:00:00Z",0.201223761
"2016-05-28T12:00:00Z",0.234424318
"2016-05-29T12:00:00Z",0.210615991
"2016-05-30T12:00:00Z",0.201256447
"2016-05-31T12:00:00Z",0.202131302
"2016-06-01T12:00:00Z",0.201683999
"2016-06-02T12:00:00Z",0.207832525
"2016-06-03T12:00:00Z",0.205184002
"2016-06-04T12:00:00Z",0.202317634
"2016-06-05T12:00:00Z",0.199755962
"2016-06-06T12:00:00Z",0.198394796
"2016-06-07T12:00:00Z",0.196435539
"2016-06-08T12:00:00Z",0.19428784
"2016-06-09T12:00:00Z",0.204606878
"2016-06-10T12:00:00Z",0.2553716
"2016-06-11T12:00:00Z",0.203132357
"2016-06-12T12:00:00Z",0.202368303
"2016-06-13T12:00:00Z",0.201826698
"2016-06-14T12:00:00Z",0.200721928
"2016-06-15T12:00:00Z",0.200266948
"2016-06-16T12:00:00Z",0.203128503
"2016-06-17T12:00:00Z",0.20326216
"2016-06-18T12:00:00Z",0.199386471
"2016-06-19T12:00:00Z",0.193081306
"2016-06-20T12:00:00Z",0.190114438
"2016-06-21T12:00:00Z",0.189864131
"2016-06-22T12:00:00Z",0.289813493
"2016-06-23T12:00:00Z",0.507898826
"2016-06-24T12:00:00Z",0.259761807
"2016-06-25T12:00:00Z",0.265942258
"2016-06-26T12:00:00Z",0.256339166
"2016-06-27T12:00:00Z",0.256795623
"2016-06-28T12:00:00Z",0.236628112
"2016-06-29T12:00:00Z",0.286766824
"2016-06-30T12:00:00Z",0.250274658
"2016-07-01T12:00:00Z",0.236239197
"2016-07-02T12:00:00Z",0.233135209
"2016-07-03T12:00:00Z",0.231279992
"2016-07-04T12:00:00Z",0.217959679
"2016-07-05T12:00:00Z",0.22466439
"2016-07-06T12:00:00Z",0.242437783
"2016-07-07T12:00:00Z",0.25276612
"2016-07-08T12:00:00Z",0.243006511
"2016-07-09T12:00:00Z",0.217584366
"2016-07-10T12:00:00Z",0.20314212
"2016-07-11T12:00:00Z",0.201405638
"2016-07-12T12:00:00Z",0.202757485
"2016-07-13T12:00:00Z",0.205811108
"2016-07-14T12:00:00Z",0.278280493
"2016-07-15T12:00:00Z",0.210112061
"2016-07-16T12:00:00Z",0.208322892
"2016-07-17T12:00:00Z",0.210136598
"2016-07-18T12:00:00Z",0.207470957
"2016-07-19T12:00:00Z",0.210457844
"2016-07-20T12:00:00Z",0.213072668
"2016-07-21T12:00:00Z",0.206596869
"2016-07-22T12:00:00Z",0.21034236
"2016-07-23T12:00:00Z",0.264519007
"2016-07-24T12:00:00Z",0.244291312
"2016-07-25T12:00:00Z",0.232772533
"2016-07-26T12:00:00Z",0.248528589
"2016-07-27T12:00:00Z",0.235767632
"2016-07-28T12:00:00Z",0.245645248
"2016-07-29T12:00:00Z",0.246309086
"2016-07-30T12:00:00Z",0.247300435
"2016-07-31T12:00:00Z",0.253353737
"2016-08-01T12:00:00Z",0.253602804
"2016-08-02T12:00:00Z",0.245952104
"2016-08-03T12:00:00Z",0.250169863
"2016-08-04T12:00:00Z",0.253169376
"2016-08-05T12:00:00Z",0.278660857
"2016-08-06T12:00:00Z",0.276946079
"2016-08-07T12:00:00Z",0.273111734
"2016-08-08T12:00:00Z",0.245648971
"2016-08-09T12:00:00Z",0.232545056
"2016-08-10T12:00:00Z",0.23370557
"2016-08-11T12:00:00Z",0.241643526
"2016-08-12T12:00:00Z",0.248500787
"2016-08-13T12:00:00Z",0.261493592
"2016-08-14T12:00:00Z",0.262554184
"2016-08-15T12:00:00Z",0.260759833
"2016-08-16T12:00:00Z",0.255501362
"2016-08-17T12:00:00Z",0.253190544
"2016-08-18T12:00:00Z",0.252877012
"2016-08-19T12:00:00Z",0.250083627
"2016-08-20T12:00:00Z",0.247028405
"2016-08-21T12:00:00Z",0.248043383
"2016-08-22T12:00:00Z",0.246790622
"2016-08-23T12:00:00Z",0.245020735
"2016-08-24T12:00:00Z",0.249039494
"2016-08-25T12:00:00Z",0.272627585
"2016-08-26T12:00:00Z",0.265292302
"2016-08-27T12:00:00Z",0.216010864
"2016-08-28T12:00:00Z",0.20237823
"2016-08-29T12:00:00Z",0.204051265
"2016-08-30T12:00:00Z",0.2021722
"2016-08-31T12:00:00Z",0.201068858
"2016-09-01T12:00:00Z",0.20208339
"2016-09-02T12:00:00Z",0.206154314
"2016-09-03T12:00:00Z",0.206883492
"2016-09-04T12:00:00Z",0.226856919
"2016-09-05T12:00:00Z",0.205673946
"2016-09-06T12:00:00Z",0.201270156
"2016-09-07T12:00:00Z",0.205465701
"2016-09-08T12:00:00Z",0.208888555
"2016-09-09T12:00:00Z",0.212722664
"2016-09-10T12:00:00Z",0.22086764
"2016-09-11T12:00:00Z",0.221409667
"2016-09-12T12:00:00Z",0.220984054
"2016-09-13T12:00:00Z",0.218717073
"2016-09-14T12:00:00Z",0.217587577
"2016-09-15T12:00:00Z",0.222732522
"2016-09-16T12:00:00Z",0.226986739
"2016-09-17T12:00:00Z",0.24292944
"2016-10-10T12:00:00Z",0.242640108
"2016-10-11T12:00:00Z",0.241784572
"2016-10-12T12:00:00Z",0.247348981
"2016-10-13T12:00:00Z",0.224259366
"2016-10-14T12:00:00Z",0.225948705
"2016-10-15T12:00:00Z",0.222529017
"2016-10-16T12:00:00Z",0.235113082
"2016-10-17T12:00:00Z",0.201736597
"2016-10-18T12:00:00Z",0.209016241
"2016-10-19T12:00:00Z",0.208671514
"2016-10-20T12:00:00Z",0.213222749
"2016-10-21T12:00:00Z",0.209795397
"2016-10-22T12:00:00Z",0.21005044
"2016-10-23T12:00:00Z",0.210456188
"2016-10-24T12:00:00Z",0.209150018
"2016-10-25T12:00:00Z",0.211341712
"2016-10-26T12:00:00Z",0.211257566
"2016-10-27T12:00:00Z",0.207045013
"2016-10-28T12:00:00Z",0.205248448
"2016-10-29T12:00:00Z",0.202552294
"2016-10-30T12:00:00Z",0.202274827
"2016-10-31T12:00:00Z",0.203225477
"2016-11-01T12:00:00Z",0.20428187
"2016-11-02T12:00:00Z",0.218456615
"2016-11-03T12:00:00Z",0.203043073
"2016-11-04T12:00:00Z",0.203540484
"2016-11-05T12:00:00Z",0.201752732
"2016-11-06T12:00:00Z",0.202992806
"2016-11-07T12:00:00Z",0.265851152
"2016-11-08T12:00:00Z",0.206033243
"2016-11-09T12:00:00Z",0.203834607
"2016-11-10T12:00:00Z",0.204969361
"2016-11-11T12:00:00Z",0.206601824
"2016-11-12T12:00:00Z",0.276088847
"2016-11-13T12:00:00Z",0.21342599
"2016-11-14T12:00:00Z",0.21514155
"2016-11-15T12:00:00Z",0.250861664
"2016-11-16T12:00:00Z",0.238343665
"2016-11-17T12:00:00Z",0.233850894
"2016-11-18T12:00:00Z",0.225246438
"2016-11-19T12:00:00Z",0.22753893
"2016-11-20T12:00:00Z",0.222760436
"2016-11-21T12:00:00Z",0.222036374
"2016-11-22T12:00:00Z",0.220500214
"2016-11-23T12:00:00Z",0.220264287
"2016-11-24T12:00:00Z",0.220551235
"2016-11-25T12:00:00Z",0.226997131
"2016-11-26T12:00:00Z",0.222337718
"2016-11-27T12:00:00Z",0.224528795
"2016-11-28T12:00:00Z",0.217098843
"2016-11-29T12:00:00Z",0.215004786
"2016-11-30T12:00:00Z",0.214897735
"2016-12-01T12:00:00Z",0.216607407
"2016-12-02T12:00:00Z",0.214357501
"2016-12-03T12:00:00Z",0.213949688
"2016-12-04T12:00:00Z",0.233174513
"2016-12-05T12:00:00Z",0.194576398
"2016-12-06T12:00:00Z",0.201649182
"2016-12-07T12:00:00Z",0.219972116
"2016-12-08T12:00:00Z",0.248431346
"2016-12-09T12:00:00Z",0.227943134
"2016-12-10T12:00:00Z",0.229558217
"2016-12-11T12:00:00Z",0.221715876
"2016-12-12T12:00:00Z",0.223552846
"2016-12-13T12:00:00Z",0.226679472
"2016-12-14T12:00:00Z",0.229315279
"2016-12-15T12:00:00Z",0.229491459
"2016-12-16T12:00:00Z",0.22631041
"2016-12-17T12:00:00Z",0.22771586
"2016-12-18T12:00:00Z",0.227314413
"2016-12-19T12:00:00Z",0.229983608
"2016-12-20T12:00:00Z",0.22698495
"2016-12-21T12:00:00Z",0.226011174
"2016-12-22T12:00:00Z",0.230053298
"2016-12-23T12:00:00Z",0.256028646
"2016-12-24T12:00:00Z",0.224997537
"2016-12-25T12:00:00Z",0.225118716
"2016-12-26T12:00:00Z",0.225283131
"2016-12-27T12:00:00Z",0.223485704
"2016-12-28T12:00:00Z",0.225313546
"2016-12-29T12:00:00Z",0.228567732
"2016-12-30T12:00:00Z",0.225222028
"2016-12-31T12:00:00Z",0.221758591
"2017-01-01T12:00:00Z",0.223379194
"2017-01-02T12:00:00Z",0.227887334
"2017-01-03T12:00:00Z",0.257949914
"2017-01-04T12:00:00Z",0.228820592
"2017-01-05T12:00:00Z",0.224435148
"2017-01-06T12:00:00Z",0.223970525
"2017-01-07T12:00:00Z",0.222921005
"2017-01-08T12:00:00Z",0.22294175
"2017-01-09T12:00:00Z",0.220614508
"2017-01-10T12:00:00Z",0.217404379
"2017-01-11T12:00:00Z",0.21391645
"2017-01-12T12:00:00Z",0.214533241
"2017-01-13T12:00:00Z",0.21516747
"2017-01-14T12:00:00Z",0.216691207
"2017-01-15T12:00:00Z",0.226729733
"2017-01-16T12:00:00Z",0.220830153
"2017-01-17T12:00:00Z",0.220083206
"2017-01-18T12:00:00Z",0.226257098
"2017-01-19T12:00:00Z",0.224816023
"2017-01-20T12:00:00Z",0.222349791
"2017-01-21T12:00:00Z",0.224320197
"2017-01-22T12:00:00Z",0.28383193
"2017-01-23T12:00:00Z",0.222555679
"2017-01-24T12:00:00Z",0.22214461
"2017-01-25T12:00:00Z",0.224265822
"2017-01-26T12:00:00Z",0.222432239
"2017-01-27T12:00:00Z",0.219347704
"2017-01-28T12:00:00Z",0.219529223
"2017-01-29T12:00:00Z",0.219955569
"2017-01-30T12:00:00Z",0.217439165
"2017-01-31T12:00:00Z",0.218850788
"2017-02-01T12:00:00Z",0.218002047
"2017-02-02T12:00:00Z",0.218625123
"2017-02-03T12:00:00Z",0.217444154
"2017-02-04T12:00:00Z",0.216503631
"2017-02-05T12:00:00Z",0.218282979
"2017-02-06T12:00:00Z",0.217235558
"2017-02-07T12:00:00Z",0.239521886
"2017-02-08T12:00:00Z",0.203212497
"2017-02-09T12:00:00Z",0.217966485
"2017-02-10T12:00:00Z",0.216341951
"2017-02-11T12:00:00Z",0.213681984
"2017-02-12T12:00:00Z",0.215075047
"2017-02-13T12:00:00Z",0.214482982
"2017-02-14T12:00:00Z",0.214009541
"2017-02-15T12:00:00Z",0.208533893
"2017-02-16T12:00:00Z",0.23950232
"2017-02-17T12:00:00Z",0.269214109
"2017-02-18T12:00:00Z",0.519257995
"2017-02-19T12:00:00Z",0.244178292
"2017-02-20T12:00:00Z",0.233695641
"2017-02-21T12:00:00Z",0.233164775
"2017-02-22T12:00:00Z",0.231211744
"2017-02-23T12:00:00Z",0.227628313
"2017-02-24T12:00:00Z",0.22321618
"2017-02-25T12:00:00Z",0.222783254
"2017-02-26T12:00:00Z",0.218757652
"2017-02-27T12:00:00Z",0.220746571
"2017-02-28T12:00:00Z",0.214033699
"2017-03-01T12:00:00Z",0.215667304
"2017-03-02T12:00:00Z",0.224060218
"2017-03-04T12:00:00Z",0.207913692
"2017-03-05T12:00:00Z",0.201280467
"2017-03-06T12:00:00Z",0.209799969
"2017-03-07T12:00:00Z",0.218437816
"2017-03-08T12:00:00Z",0.30929727
"2017-03-09T12:00:00Z",0.223757209
"2017-03-10T12:00:00Z",0.258581283
"2017-03-11T12:00:00Z",0.413853834
"2017-03-12T12:00:00Z",0.365308662
"2017-03-13T12:00:00Z",0.30968614
"2017-03-14T12:00:00Z",0.284186345
"2017-03-15T12:00:00Z",0.272252239
"2017-03-16T12:00:00Z",0.26688077
"2017-03-17T12:00:00Z",0.262803172
"2017-03-18T12:00:00Z",0.252328321
"2017-03-19T12:00:00Z",0.249394088
"2017-03-20T12:00:00Z",0.250109451
"2017-03-21T12:00:00Z",0.246946219
"2017-03-22T12:00:00Z",0.242927427
"2017-03-23T12:00:00Z",0.242444992
"2017-03-24T12:00:00Z",0.257042727
"2017-03-25T12:00:00Z",0.245982066
"2017-03-26T12:00:00Z",0.241548677
"2017-03-27T12:00:00Z",0.328694872
"2017-03-28T12:00:00Z",0.264822383
"2017-03-29T12:00:00Z",0.334105295
"2017-03-30T12:00:00Z",0.292993654
"2017-03-31T12:00:00Z",0.271730253
"2017-04-01T12:00:00Z",0.27679567
"2017-04-02T12:00:00Z",0.276577967
"2017-04-03T12:00:00Z",0.283419099
"2017-04-04T12:00:00Z",0.32681113
"2021-03-24T12:00:00Z",0.162354617
"2021-03-25T12:00:00Z",0.160897533
"2021-03-26T12:00:00Z",0.160631384
"2021-03-27T12:00:00Z",0.160608055
"2021-03-28T12:00:00Z",0.158956452
"2021-03-29T12:00:00Z",0.170390593
"2021-03-30T12:00:00Z",0.174453938
"2021-03-31T12:00:00Z",0.185601755
"2021-04-01T12:00:00Z",0.17358442
"2021-04-02T12:00:00Z",0.167540018
"2021-04-03T12:00:00Z",0.162310839
"2021-04-04T12:00:00Z",0.160978401
"2021-04-05T12:00:00Z",0.158107219
"2021-04-06T12:00:00Z",0.155425803
"2021-04-07T12:00:00Z",0.154609913
"2021-04-08T12:00:00Z",0.153926241
"2021-04-09T12:00:00Z",0.154475457
"2021-04-10T12:00:00Z",0.167156466
"2021-04-11T12:00:00Z",0.18138824
"2021-04-12T12:00:00Z",0.175622277
"2021-04-13T12:00:00Z",0.17338115
"2021-04-14T12:00:00Z",0.170851906
"2021-04-15T12:00:00Z",0.166833706
"2021-04-16T12:00:00Z",0.162364435
"2021-04-17T12:00:00Z",0.161930682
"2021-04-18T12:00:00Z",0.158903629
"2021-04-19T12:00:00Z",0.156732166
"2021-04-20T12:00:00Z",0.163948428
"2021-04-21T12:00:00Z",0.203047183
"2021-04-22T12:00:00Z",0.170713733
"2021-04-23T12:00:00Z",0.169540015
"2021-04-24T12:00:00Z",0.16837154
"2021-04-25T12:00:00Z",0.164984957
"2021-04-26T12:00:00Z",0.162502531
"2021-04-27T12:00:00Z",0.159549448
"2021-04-28T12:00:00Z",0.156725327
"2021-04-29T12:00:00Z",0.155879488
"2021-04-30T12:00:00Z",0.154455666
"2021-05-01T12:00:00Z",0.151425167
"2021-05-02T12:00:00Z",0.150865078
"2021-05-03T12:00:00Z",0.149632174
"2021-05-04T12:00:00Z",0.14851951
"2021-05-05T12:00:00Z",0.146444208
"2021-05-06T12:00:00Z",0.145095518
"2021-05-07T12:00:00Z",0.143470139
"2021-05-08T12:00:00Z",0.143361264
"2021-05-09T12:00:00Z",0.149347956
"2021-05-10T12:00:00Z",0.145600213
"2021-05-11T12:00:00Z",0.148482155
"2021-05-12T12:00:00Z",0.1459504
"2021-05-13T12:00:00Z",0.145578024
"2021-05-14T12:00:00Z",0.14162769
"2021-05-15T12:00:00Z",0.159947117
"2021-05-16T12:00:00Z",0.145626856
"2021-05-17T12:00:00Z",0.148432096
"2021-05-18T12:00:00Z",0.147663475
"2021-05-19T12:00:00Z",0.144633551
"2021-05-20T12:00:00Z",0.143020201
"2021-05-21T12:00:00Z",0.142724945
"2021-05-22T12:00:00Z",0.141423105
"2021-05-23T12:00:00Z",0.139458041
"2021-05-24T12:00:00Z",0.138537062
"2021-05-25T12:00:00Z",0.138611677
"2021-05-26T12:00:00Z",0.138243596
"2021-05-27T12:00:00Z",0.138489414
"2021-05-28T12:00:00Z",0.139352698
"2021-05-29T12:00:00Z",0.155771864
"2021-05-30T12:00:00Z",0.148344521
"2021-05-31T12:00:00Z",0.142793014
"2021-06-01T12:00:00Z",0.141787668
"2021-06-02T12:00:00Z",0.141184678
"2021-06-03T12:00:00Z",0.141039491
"2021-06-04T12:00:00Z",0.140011634
"2021-06-05T12:00:00Z",0.141525562
"2021-06-06T12:00:00Z",0.179982988
"2022-01-22T12:00:00Z",0.173147943
"2022-01-23T12:00:00Z",0.163888985
"2022-01-24T12:00:00Z",0.163567084
"2022-01-25T12:00:00Z",0.169532477
"2022-01-26T12:00:00Z",0.168029402
"2022-01-27T12:00:00Z",0.160315359
"2022-01-28T12:00:00Z",0.168232902
"2022-01-29T12:00:00Z",0.160817489
"2022-01-30T12:00:00Z",0.156251353
"2022-01-31T12:00:00Z",0.160567762
"2022-02-01T12:00:00Z",0.159602274
"2022-02-02T12:00:00Z",0.164943223
"2022-02-03T12:00:00Z",0.166046476
"2022-02-04T12:00:00Z",0.164960198
"2022-02-05T12:00:00Z",0.165567376
"2022-02-06T12:00:00Z",0.172802338
"2022-02-07T12:00:00Z",0.208563727
"2022-02-08T12:00:00Z",0.179253538
"2022-02-09T12:00:00Z",0.184594637
"2022-02-10T12:00:00Z",0.176139338
"2022-02-11T12:00:00Z",0.178071557
"2022-02-12T12:00:00Z",0.16962432
"2022-02-13T12:00:00Z",0.187218229
"2022-02-14T12:00:00Z",0.169094685
"2022-02-15T12:00:00Z",0.163825622
"2022-02-16T12:00:00Z",0.152626664
"2022-02-17T12:00:00Z",0.16596779
"2022-02-18T12:00:00Z",0.158150337
"2022-02-19T12:00:00Z",0.151050604
"2022-02-20T12:00:00Z",0.144971587
"2022-02-21T12:00:00Z",0.158450006
"2022-02-22T12:00:00Z",0.142981581
"2022-02-23T12:00:00Z",0.133757567
"2022-02-24T12:00:00Z",0.134673799
"2022-02-25T12:00:00Z",0.154037591
"2022-02-26T12:00:00Z",0.149683415
"2022-02-27T12:00:00Z",0.153079119
"2022-02-28T12:00:00Z",0.141393951
"2022-03-01T12:00:00Z",0.15092485
"2022-03-02T12:00:00Z",0.17521629
"2022-03-03T12:00:00Z",0.164969946
"2022-03-04T12:00:00Z",0.150616035
"2022-03-05T12:00:00Z",0.144234627
"2022-03-06T12:00:00Z",0.140238742
"2022-03-07T12:00:00Z",0.141436655
"2022-03-08T12:00:00Z",0.14030589
"2022-03-09T12:00:00Z",0.137393519
"2022-03-10T12:00:00Z",0.144377652
"2022-03-11T12:00:00Z",0.1468024
"2022-03-12T12:00:00Z",0.149844095
"2022-03-13T12:00:00Z",0.147697586
"2022-03-14T12:00:00Z",0.148505331
"2022-03-15T12:00:00Z",0.148309633
"2022-03-16T12:00:00Z",0.147037847
