"lake","date","depth_m","temp_C","windspeed","thermo_depth","schmidt_stability","epi_temp","epi_dens","hypo_temp","hypo_dens","meta_top","meta_bot","uStar","lake_num","strat"
NA,1993-02-25,0,19.2000007629395,NA,0,31.909502700716,18.7832460376503,998.476771804732,NA,NA,NA,NA,NA,NA,0
NA,1993-03-22,0,17.2999992370605,NA,0,-2.80795834825501,17.4564886608182,998.72364223685,NA,NA,NA,NA,NA,NA,0
NA,1993-04-26,0,14.8999996185303,NA,0,16.6391336990775,14.3294914417045,999.226885566478,NA,NA,NA,NA,NA,NA,0
NA,1993-06-09,0,11.1000003814697,NA,0,-1.93970430323196,11.1514797799507,999.618158801679,NA,NA,NA,NA,NA,NA,0
NA,1993-08-11,0,9.39999961853027,NA,0,1.23565949580532,9.24351094096952,999.790709809885,NA,NA,NA,NA,NA,NA,0
NA,1993-10-12,0,13.3999996185303,NA,9,55.6135490008877,13.7555869495595,999.306780202827,12.878482131497,999.421133171434,9,9,NA,NA,1
NA,1993-12-01,0,16.7000007629395,NA,0,4.0812316920439,16.7712636224843,998.843507577695,NA,NA,NA,NA,NA,NA,0
NA,1994-02-18,0,21.3999996185303,NA,7.18969167477461,85.8322211972113,21.1986072577105,997.978890518292,20.1880161994237,998.194666174366,7.18969167477461,7.18969167477461,NA,NA,1
NA,1994-04-27,0,14.5,NA,0,9.37102962365404,14.3897952791256,999.21826049164,NA,NA,NA,NA,NA,NA,0
NA,1994-06-02,0,10.5,NA,0,2.98160248872688,10.493019506918,999.683173976256,NA,NA,NA,NA,NA,NA,0
NA,1994-09-06,0,11,NA,0,1.85511419549307,11.0532649577406,999.628216028841,NA,NA,NA,NA,NA,NA,0
NA,1994-10-20,0,14,NA,0,11.2608070161212,13.6894431590413,999.315732141381,NA,NA,NA,NA,NA,NA,0
NA,1994-12-19,0,21.8999996185303,NA,5.31064420414828,145.444543560949,21.4995173968532,997.912607104225,19.6315289691803,998.308928577244,5.01102275005229,5.76343592220057,NA,NA,1
NA,1995-02-21,0,22,NA,3.25011626226953,77.5759105595665,21.943727990797,997.813071970542,20.4809155135743,998.133219543702,2.83632290899975,3.81726779590745,NA,NA,1
NA,1995-05-11,0,14.1000003814697,NA,0,5.48564818706309,14.0147751765089,999.271190108516,NA,NA,NA,NA,NA,NA,0
NA,1995-07-25,0,8.30000019073486,NA,0,-1.68321472198078e-10,8.30000019073486,999.857803113906,NA,NA,NA,NA,NA,NA,0
NA,1995-10-31,0,15.6000003814697,NA,4.91869904808113,38.7428747149549,15.4986687282442,999.051973314491,14.8885378991805,999.145265252232,4.91869904808113,4.91869904808113,NA,NA,1
NA,1995-12-07,0,23.3999996185303,NA,2.63250855045035,269.484250766995,23.3206102183872,997.491960937525,17.2937679173616,998.752582859986,1.59994426304944,4.7925491952095,NA,NA,1
NA,1995-12-14,0,19.5,NA,4.46124818024764,119.166551801031,19.4635079201135,998.342784218089,17.3724859467009,998.738619363226,3.64125774217766,5.21550554426945,NA,NA,1
NA,1995-12-20,0,19.5,NA,8.53523272206372,84.9359913773304,19.341412746472,998.36719749163,18.201846801903,998.587327241658,8.13880786762795,8.96273222256766,NA,NA,1
NA,1996-01-19,0,23.2000007629395,NA,7.63677282417131,170.474056565547,22.2461404670337,997.74416788234,19.8999996185303,998.254211692801,6.9004497423657,9,NA,NA,1
NA,1996-01-24,0,22.5,NA,7.96260748276458,143.319213726196,22.0511876476342,997.788693056143,20.1000003814697,998.212955356611,7.38733713823269,9,NA,NA,1
NA,1996-01-31,0,22.7000007629395,NA,2.48568983539647,91.5175921019522,21.7208657334582,997.863259532841,20.1369975587948,998.205277456684,2.30743941920547,2.65876877958766,NA,NA,1
NA,1996-02-09,0,22,NA,7.57868669502459,102.761647009325,21.4412752386017,997.925508721063,20.123208672728,998.208140697347,7.10016434241316,8.1530997568148,NA,NA,1
NA,1996-03-28,0,17.6000003814697,NA,0,1.16139922436784e-09,17.6000003814697,998.69787345431,NA,NA,NA,NA,NA,NA,0
NA,1996-06-18,0,8.80000019073486,NA,0,1.5045661220503,8.63826082637665,999.835169200846,NA,NA,NA,NA,NA,NA,0
NA,1996-07-25,0,9.80000019073486,NA,0,7.81038730089942,9.52304199871784,999.76848059479,NA,NA,NA,NA,NA,NA,0
NA,1996-09-09,0,10.8000001907349,NA,0,17.5368115038778,10.7482550377171,999.658647032635,NA,NA,NA,NA,NA,NA,0
NA,1996-09-25,0,13.8000001907349,NA,4.32073046650126,45.9875335560522,13.7440310425676,999.308348020314,12.9046227063348,999.417862169451,4.32073046650126,4.32073046650126,NA,NA,1
NA,1996-10-31,0,16.5,NA,7.61648137331987,65.6302045082959,16.4834464641228,998.892276859464,15.5638413696231,999.041750713561,7.61648137331987,7.61648137331987,NA,NA,1
NA,1996-12-03,0,17.7000007629395,NA,2.9674139643484,43.7380517332219,17.6143462568392,998.695284955025,16.7307838144752,998.850423425893,2.9674139643484,2.9674139643484,NA,NA,1
NA,1996-12-16,0,18.5,NA,0,29.3816476872722,18.219077309754,998.584103746192,NA,NA,NA,NA,NA,NA,0
NA,1997-01-14,0,19.1000003814697,NA,0,29.9550099873324,18.9637985779434,998.441693656763,NA,NA,NA,NA,NA,NA,0
NA,1997-02-27,0,22.5,NA,8.5,157.109617749585,22.3621505107758,997.717491153288,20.2999992370605,998.171279393173,7.61346311097768,9,NA,NA,1
NA,1997-05-07,0,15,NA,0.5,17.1521044149782,14.8774626903283,999.146918247881,14.2317419240029,999.240773820901,0.5,0.5,NA,NA,1
NA,1997-06-26,0,10.3000001907349,NA,0,5.92540325023295,10.1569779874133,999.714152117466,NA,NA,NA,NA,NA,NA,0
NA,1997-08-18,0,9.19999980926514,NA,0,5.6539255567784,9.00311117882327,999.808972995771,NA,NA,NA,NA,NA,NA,0
NA,1997-10-30,0,17,NA,0.5,69.7179445026753,17,998.804081136239,15.4358014172938,999.061787443506,0,0.531288578158912,NA,NA,1
NA,1998-02-02,0,23.3999996185303,NA,7.55844437836251,172.037090746655,22.2862601188925,997.734957566102,20.0118006622136,998.231201151688,6.95205974311788,8.24952198933645,NA,NA,1
NA,1998-05-06,0,16.3999996185303,NA,0,26.7564959417139,16.22099993609,998.935925668285,NA,NA,NA,NA,NA,NA,0
NA,1998-06-23,0,11.3000001907349,NA,0,6.70140868513418,10.9617319410674,999.637475978436,NA,NA,NA,NA,NA,NA,0
NA,1998-09-02,0,11.8000001907349,NA,2.49405964809897,26.1743379019539,11.7582467238711,999.553260555658,11.0114218314988,999.632462645375,2.49405964809897,2.49405964809897,NA,NA,1
NA,1998-12-21,0,20.3999996185303,NA,6.39500954981775,114.681051975641,20.0468773263616,998.223954667404,18.733490125501,998.486376651648,6.39500954981775,6.39500954981775,NA,NA,1
"Rotoehu",1999-04-01,0,19.7999992370605,3.40502867095124,0,3.36484216768705,19.8379641676274,998.266922794239,NA,NA,NA,NA,0.0037332584394635,NA,0
"Rotoehu",1999-06-10,0,12.8999996185303,0.829737078838833,0,16.2586370616604,12.5150246386906,999.465731248298,NA,NA,NA,NA,0.000909174333923536,NA,0
"Rotoehu",1999-09-01,0,11.6999998092651,1.76782146157354,1.5,30.6406153676849,11.6335303153325,999.56698656306,10.5617662296384,999.676652207215,1.5,1.5,0.00193697079688991,0.0347060767525219,1
"Rotoehu",2000-02-29,0,22,1.00782600184754,6.65933836590643,124.813823512044,21.3948409905091,997.935769876711,19.9427498527452,998.245428520938,6.65933836590643,6.65933836590643,0.00110515931132518,1.93076377234737,1
"Rotoehu",2000-04-13,0,17.2000007629395,1.54525753517011,0,16.809213864842,17.155638556956,998.776917753093,NA,NA,NA,NA,0.00169378095195734,NA,0
"Rotoehu",2000-05-23,0,14.1000003814697,0.744749729775043,0,3.49361461928736,13.9650216432005,999.278085004416,NA,NA,NA,NA,0.00081612709376691,NA,0
"Rotoehu",2000-06-20,0,10.8000001907349,0.71333011292108,0,19.697117548574,10.4492230048002,999.687296239891,NA,NA,NA,NA,0.000781536191796259,NA,0
"Rotoehu",2000-07-11,0,10.3000001907349,1.78858904167503,0,2.56850607479073,10.1699219037849,999.712986675042,NA,NA,NA,NA,0.00195958236176939,NA,0
"Rotoehu",2000-08-23,0,10.6000003814697,0.409089293431153,0,3.862002145895,10.5001531633649,999.682500132715,NA,NA,NA,NA,0.000448206026417775,NA,0
"Rotoehu",2000-09-28,0,14.3999996185303,2.9668308815974,0.5,20.9146162906653,14.3999996185303,999.216796691223,12.5508553661367,999.461407958888,0,1.10472042293869,0.00325127384991828,0.00309686042967668,1
"Rotoehu",2000-10-25,0,17.6000003814697,0.152965943922169,7.54447380363266,124.090029225014,16.3667919908802,998.911775307776,14.229435207439,999.241100174665,7.54447380363266,7.54447380363266,0.000167657045132292,94.4005258297491,1
"Rotoehu",2000-11-28,0,16.8999996185303,1.39865601918413,0,16.2555693098758,16.8440704960415,998.83102214489,NA,NA,NA,NA,0.00153304721493617,NA,0
"Rotoehu",2000-12-15,0,18.2999992370605,1.37281614209624,4.59230350191615,113.32132087796,18.346678561309,998.560131013805,16.5446198863646,998.881989981508,4.08247380056526,5.22731388136283,0.00150492857694639,0.660386100698647,1
"Rotoehu",2001-01-18,0,21.8999996185303,1.72601128907085,0.5,46.0446701559789,21.8999996185303,997.822959050435,20.0112006718579,998.231324991062,0,1.35895211210453,0.00189281212241242,0.0247759198770958,1
"Rotoehu",2001-02-14,0,16.7000007629395,2.41829216597168,3.48325767128744,28.284876040593,16.2198817439491,998.936109956737,15.1170126038678,999.110842151993,3.48325767128744,3.48325767128744,0.00265051664421708,0.03975462072704,1
"Rotoehu",2001-03-21,0,19.7000007629395,0.136174373506912,0.5,27.5316318002943,19.601970541248,998.314906230127,18.8910418521029,998.455871271813,0.5,0.5,0.000149297395339817,1.75182651680617,1
"Rotoehu",2001-04-18,0,17.1000003814697,2.6765744712225,0,19.1343324286661,16.5896825592047,998.874385071886,NA,NA,NA,NA,0.00293369199810427,NA,0
"Rotoehu",2001-05-22,0,14.1999998092651,5.14369232458552,0,-6.45737211396562e-10,14.1999998092651,999.245259077368,NA,NA,NA,NA,0.00690359311974126,NA,0
"Rotoehu",2001-06-21,0,10.3000001907349,1.26447771431528,0,5.26731321793883,10.1539788565068,999.714421833977,NA,NA,NA,NA,0.00138536376413254,NA,0
"Rotoehu",2001-07-19,0,8.60000038146973,2.55162593065676,0,-0.30625600726002,8.68955076992184,999.831597970364,NA,NA,NA,NA,0.00279540154662896,NA,0
"Rotoehu",2001-08-22,0,9.60000038146973,1.48162489854889,0,9.1597903637661,9.41132541771206,999.777492298853,NA,NA,NA,NA,0.00162321935684359,NA,0
"Rotoehu",2001-09-18,0,12.6000003814697,2.83723126480729,9.5,37.48347436334,12.3348825117548,999.487222834211,11.5961600879257,999.571060640271,9.5,9.5,0.00310882829947568,0.10439477748957,1
"Rotoehu",2001-10-16,0,16.1000003814697,3.19452344646271,0,2.73738711847913,16.0430859276888,998.965067231195,NA,NA,NA,NA,0.00350123734585228,NA,0
"Rotoehu",2001-11-20,0,18.2000007629395,1.95764865080535,6.4402704886933,56.6231556693072,18.0094806003855,998.623094339274,17.1322486100243,998.781017321928,6.40226444631773,6.47351254542193,0.00214597456260411,0.224460836280072,1
"Rotoehu",2001-12-10,0,19,3.64236025126565,0,57.5247962262874,18.9153606997952,998.451138764747,NA,NA,NA,NA,0.00399309932107469,NA,0
"Rotoehu",2002-01-22,0,22,1.7092567536798,0.5,56.4509655740895,22,997.800320317239,20.8259578171329,998.059687985211,0,1.00039584203582,0.00187445970154431,0.0228048385640768,1
"Rotoehu",2002-02-12,0,20.7999992370605,3.9716544965543,0,8.98171260636356,20.7108931720639,998.084346539886,NA,NA,NA,NA,0.0043549027586076,NA,0
"Rotoehu",2002-03-19,0,19.5,3.00952376631254,0,35.1570399095513,19.2727003633321,998.380866786941,NA,NA,NA,NA,0.00329944030710709,NA,0
"Rotoehu",2002-04-16,0,16.5,0.486364770516944,0,8.94481228863279,16.4422653394974,998.899177867989,NA,NA,NA,NA,0.000533079405573097,NA,0
"Rotoehu",2002-05-22,0,13.8000001907349,4.32646444339948,0,7.05320763476976,13.7374391156061,999.309241635901,NA,NA,NA,NA,0.004741042079893,NA,0
"Rotoehu",2002-06-10,0,11.1000003814697,5.08980043714879,0,-5.59825098899512e-10,11.1000003814697,999.623445949736,NA,NA,NA,NA,0.00682996990911793,NA,0
"Rotoehu",2002-07-24,0,12.1999998092651,3.15211966936536,0,13.2604053268497,12.1055157945284,999.513995449696,NA,NA,NA,NA,0.00345381348026674,NA,0
"Rotoehu",2002-08-20,0,10,2.77113509053601,0,2.63929510867447,9.98114263896015,999.729762297566,NA,NA,NA,NA,0.00303603665146435,NA,0
"Rotoehu",2002-09-24,0,12.5,3.57873198214116,0,9.43181386720498,12.4125390934214,999.47800813137,NA,NA,NA,NA,0.00392132805203958,NA,0
"Rotoehu",2002-10-23,0,15.1000003814697,1.39830453406974,0,20.985530779949,14.7769933712596,999.16184719938,NA,NA,NA,NA,0.00153240820187758,NA,0
"Rotoehu",2002-11-21,0,16.3999996185303,2.13017317840592,2.39226906745452,32.3259920291055,16.2953958764123,998.923632383536,15.3170606743801,999.080198085127,2.31344717051,2.45283864838628,0.00233474466248643,0.0400631681704853,1
"Rotoehu",2002-12-17,0,19.7000007629395,1.74110590430335,1.43538431662569,36.1755946251194,19.6128841848446,998.312700224258,18.4734138375483,998.536145165624,0.937687104008869,1.86539065926097,0.00190889707828863,0.0394652163719287,1
"Rotoehu",2003-01-21,0,21.5,3.64618210187039,7.5,136.156437234399,21.2869030865266,997.959537085007,19.2999992370605,998.375442124478,6.80148283392082,8.19851716607918,0.00399827361942588,0.181210352591458,1
"Rotoehu",2003-02-20,0,21.6000003814697,4.20299595169922,8.5,81.4675200141312,21.5791810668648,997.894904255236,20.5,998.129184786878,8.01809417219385,9,0.00460900513799903,0.092594834528467,1
"Rotoehu",2003-03-21,0,19.78000069,0.770938804315881,4.56972830401452,51.0434866198316,19.3550039512633,998.364487754015,18.4938611676097,998.532258934108,4.56972830401452,4.56972830401452,0.000845212607783757,0.926102708310789,1
"Rotoehu",2003-04-15,0,17.59000015,3.05847423562795,0,19.7424712982979,17.5095656471919,998.714138469079,NA,NA,NA,NA,0.00335254680964033,NA,0
"Rotoehu",2003-05-28,0,13.92000008,3.10920992697502,0,3.82434530987358,13.9108612442343,999.285556595565,NA,NA,NA,NA,0.0034071861643565,NA,0
"Rotoehu",2003-06-17,0,11.82999992,0.761428184400867,0,0.4083046217533,11.8102414377531,999.547479379852,NA,NA,NA,NA,0.000834291573463301,NA,0
"Rotoehu",2003-07-31,0,9.170000076,1.84253476765026,0,3.94572022707553,8.93793557889584,999.813787549193,NA,NA,NA,NA,0.00201858366191473,NA,0
"Rotoehu",2003-08-19,0,9.949999809,4.90504132602367,0,4.59211721335053,9.53373434965992,999.767609200784,NA,NA,NA,NA,0.0053738280098907,NA,0
"Rotoehu",2003-09-17,0,12.56999969,5.82224946906262,0,28.7667201360154,12.4127490909898,999.477983110315,NA,NA,NA,NA,0.00781340698829384,NA,0
"Rotoehu",2003-10-21,0,17.06999969,1.64106427966731,2.85461896589071,107.413262949137,16.8703260548212,998.826504976434,13.9011897055345,999.286887079197,1.54406788614276,3.91783515227726,0.00179875157140063,0.256957805571948,1
"Rotoehu",2003-11-18,0,16.54000092,0.919424129550666,8.5,65.4417144222602,16.4281126424538,998.901545075077,15.4119867591486,999.065493082272,8.5,8.5,0.00100773229766676,1.55278653059378,1
"Rotoehu",2003-12-16,0,21.46999931,2.98203390993463,5.79833213276263,221.592795414664,21.3584557542821,997.943794979954,17.6837984325624,998.68272109102,4.79474617699613,7.29488819710856,0.00327001812324846,0.355249461244666,1
"Rotoehu",2004-01-19,0,23.7700004577637,1.90875561557786,5.64648127524663,280.429224935429,23.7166128032563,997.396133345941,19.4699993133545,998.341481799386,4.6991398252378,8,0.00209366460328244,1.15238267085028,1
"Rotoehu",2004-02-18,0,20.17000008,4.31601128937356,0,18.6410390513035,20.1444327692304,998.203732718937,NA,NA,NA,NA,0.00473220554658781,NA,0
"Rotoehu",2004-03-30,0,17.64999962,0.931373185141166,0,23.1856053888091,17.5059523901114,998.714786439146,NA,NA,NA,NA,0.00102092446982873,NA,0
"Rotoehu",2004-04-21,0,15.97999954,1.58115870487437,0,25.566406873832,15.6554075252086,999.02730475545,NA,NA,NA,NA,0.00173291558373091,NA,0
"Rotoehu",2004-05-18,0,13.72000027,2.88392466094383,0,19.9290674338773,13.6505718150574,999.320968179189,NA,NA,NA,NA,0.00316025432071635,NA,0
"Rotoehu",2004-06-15,0,10.64000034,2.45005007703924,0,4.53727906721211,10.4755765044034,999.684818805303,NA,NA,NA,NA,0.00268431844510807,NA,0
"Rotoehu",2004-07-28,0,8.85999965667725,3.12182890146145,0,0.426795753199888,8.85565614983254,999.819781909661,NA,NA,NA,NA,0.00342010041587312,NA,0
"Rotoehu",2004-08-25,0,9.609999657,2.67043548882949,0,7.01562865275266,9.45225273620938,999.774210552532,NA,NA,NA,NA,0.00292564581981117,NA,0
"Rotoehu",2004-10-06,0,12.27000046,2.17633303058149,0,7.48101682947889,12.1707915729586,999.506443862514,NA,NA,NA,NA,0.00238464193694754,NA,0
"Rotoehu",2004-10-19,0,14.56000042,2.01290443141248,0,1.97859832170309,14.5258472654555,999.198641718262,NA,NA,NA,NA,0.00220591036578722,NA,0
"Rotoehu",2004-11-17,0,17.64999962,2.92722086799066,8.5,62.1939316018825,17.4737634974265,998.720552508356,16.45999908,998.896208468363,8.4325333545983,9,0.00320866311537131,0.149290574119885,1
"Rotoehu",2004-12-15,0,16.95999908,3.89959056825201,0,18.531271109017,16.8301997838146,998.833405407618,NA,NA,NA,NA,0.00427428134283854,NA,0
"Rotoehu",2005-01-18,0,22.15999985,0.841624530298399,5.56078028570278,216.570252206389,22.1023217105367,997.777051588472,18.9770699154756,998.439101414583,4.31748846286133,7.13430569887043,0.000922979919508884,4.12913165131933,1
"Rotoehu",2005-02-22,0,22.67000008,1.85415754724349,7.92628552110201,109.523904806938,21.9406453114387,997.81376960432,20.7019602621799,998.086255141388,7.92628552110201,7.92628552110201,0.0020333517314242,0.595810308354941,1
"Rotoehu",2005-03-22,0,21.22450066,0.967637251246561,1.45416076297777,58.4578590940742,21.0216277532915,998.017441378053,19.9434032301249,998.245294133036,1.35393211409071,1.54483624312203,0.00106104581457166,0.213522356390098,1
"Rotoehu",2005-04-19,0,17.7989006,2.65771247880579,0,25.7248772706883,17.5970597737867,998.698403761214,NA,NA,NA,NA,0.00291327472306424,NA,0
"Rotoehu",2005-05-25,1,13.95540047,1.49431307629961,0,3.75073272139889,13.9134914576601,999.285194569439,NA,NA,NA,NA,0.00163752331963255,NA,0
"Rotoehu",2005-06-21,1,10.62030029,3.16337485922867,0,0.497340781538325,10.61010369709,999.672029260234,NA,NA,NA,NA,0.00346587193538821,NA,0
"Rotoehu",2005-07-20,1,10.19489956,3.43006407666096,0,8.75363432685483,9.81773392685928,999.743897918484,NA,NA,NA,NA,0.00375792817437795,NA,0
"Rotoehu",2005-08-23,1,10.87240028,3.05777209418884,0,22.272123651429,10.7570798246228,999.657783685001,NA,NA,NA,NA,0.00335019479810514,NA,0
"Rotoehu",2005-09-23,1,12.43869972,3.02143856631241,0,0.0101312335217818,12.442000078206,999.474492463166,NA,NA,NA,NA,0.00331069012839235,NA,0
"Rotoehu",2005-10-26,1,16.52840042,1.36797585505008,2.45052372736495,69.7888234381922,16.4580604577641,998.896533252409,14.3209469135499,999.228104142464,1.74179411050572,3.08615751535018,0.00149936994864441,0.212402205553264,1
"Rotoehu",2005-11-15,1,18.34210014,3.04983412171875,6.80867561941526,100.048554009881,18.0009045726986,998.624679443083,16.6886208453735,998.857607123835,6.80867561941526,6.80867561941526,0.00334322568474469,0.172806854554213,1
"Rotoehu",2005-12-13,1,21.05660057,3.12367876229295,4.67890560696666,217.323445241752,20.7098200436506,998.084575867739,16.8142087095824,998.836150295115,3.75394749158035,8.40769219315689,0.00342510047334483,0.319411324861919,1
"Rotoehu",2006-01-31,1,23.14830017,1.61949928064201,2.60229634825338,125.417321222421,23.1202635159508,997.539855784013,20.38282934208,998.153896594778,1.67304198345513,4.12313055495264,0.00177625884767121,0.326874687289547,1
"Rotoehu",2006-02-22,1,22.3465004,4.16795702712972,6.45143356434255,125.689206176295,22.3258212453676,997.725859654127,20.5712287475477,998.114092446039,5.56574508449316,7.24751110443622,0.00457096863537173,0.109358690966043,1
"Rotoehu",2006-03-22,1,19.65049934,2.7391084407157,2.60244704223291,67.6930116700328,19.5290100940006,998.329621445335,18.070646970541,998.611765549972,2.31848736413099,2.96638135155385,0.00300305212605239,0.0562533123520823,1
"Rotoehu",2006-04-18,1,16.79089928,1.88564276574329,0,-0.528643517847961,16.8305988007476,998.833336878954,NA,NA,NA,NA,0.00206682415199627,NA,0
"Rotoehu",2006-05-23,1,12.91479969,3.0057694938235,0,2.91927334080185,12.8625613646572,999.423121198523,NA,NA,NA,NA,0.00329360565154549,NA,0
"Rotoehu",2006-06-22,1,9.789400101,5.60134242838268,0,1.44104909762641,9.71387565058504,999.752695451738,NA,NA,NA,NA,0.0075159188789979,NA,0
"Rotoehu",2006-07-18,1,9.497799873,2.25144775866552,0,3.40635070787513,9.38677405953384,999.779450005422,NA,NA,NA,NA,0.00246660946928299,NA,0
"Rotoehu",2006-08-17,1,10.38319969,2.55604095428849,0,10.5182186474205,9.91409745341729,999.735605395783,NA,NA,NA,NA,0.00280037280334424,NA,0
"Rotoehu",2006-09-19,1,12.32670021,4.00835873768803,0,14.9351672690404,12.2156042726641,999.501228398334,NA,NA,NA,NA,0.00439203244554957,NA,0
"Rotoehu",2006-10-31,1,15.12650013,1.65278287745245,0,10.7485429393152,14.9984590758516,999.128780787895,NA,NA,NA,NA,0.001811322130527,NA,0
"Rotoehu",2006-11-13,1,16.70429993,3.6795180458859,0,37.2979189356159,16.4754571241541,998.893617198335,NA,NA,NA,NA,0.00403294167503623,NA,0
"Rotoehu",2006-12-14,1,19.12140083,1.68989209418827,4.60332319618655,46.7213280691773,18.9345140645399,998.44740698829,18.1912390689232,998.589310128025,4.60332319618655,4.60332319618655,0.00185262278272863,0.177724871533258,1
"Rotoehu",2007-01-17,1,21.45849991,0.2635648307343,2.60738265681435,103.022606399494,21.4185337349215,997.930536946979,19.8224183914161,998.27010176764,2.20883606960483,3.12550370301525,0.000289020019324941,9.33258109489149,1
"Rotoehu",2007-02-26,1,22.21920013,1.17320123167341,4.50621831807418,93.1208733695958,22.1434118781045,997.767677683666,21.1856658374108,997.981720410927,4.50621831807418,4.50621831807418,0.00128661442955058,0.719386565255574,1
"Rotoehu",2007-03-20,1,19.09379959,0.873364127955803,0,14.7708897882575,18.9321467142156,998.447868448762,NA,NA,NA,NA,0.000957465812597245,NA,0
"Rotoehu",2007-04-23,1,16.68260002,0.739867934161226,0,19.8148972283228,16.3271719219912,998.918362380817,NA,NA,NA,NA,0.00081092339551077,NA,0
"Rotoehu",2007-05-22,1,15.2883997,3.6279619692053,0,21.8703818457691,14.7872818512709,999.160323904148,NA,NA,NA,NA,0.00397590280243196,NA,0
"Rotoehu",2007-06-20,1,9.824399948,4.10153905869492,0,-1.25390187442181,9.95797330607029,999.731788359281,NA,NA,NA,NA,0.00449361358602058,NA,0
"Rotoehu",2007-07-24,1,8.556300163,2.8832786771313,0,1.50793056378439,8.52857303682337,999.842683743845,NA,NA,NA,NA,0.00315872201100987,NA,0
"Rotoehu",2007-08-21,1,10.72329998,1.29568686417668,0,13.97408215679,10.265823986448,999.704282331575,NA,NA,NA,NA,0.00141956375650724,NA,0
"Rotoehu",2007-09-18,1,13.25419998,1.7755073753719,6.24573353704746,67.6079697091877,12.9453682213553,999.412746723819,11.3707327888946,999.595255754866,6.24573353704746,6.24573353704746,0.00194554222793327,0.316080943110196,1
"Rotoehu",2007-10-16,1,13.93050003,4.90484316161078,0,7.75455865958297,13.944325702549,999.280944260137,NA,NA,NA,NA,0.00537491926205846,NA,0
"Rotoehu",2007-11-13,1,17.37140083,5.41344022226163,6.43800501042785,55.5110996551585,17.4673171779084,998.721705867183,16.8128471415694,998.836383876541,6.36164743171446,6.50441434145178,0.00726753870888785,0.0191711816475404,1
"Rotoehu",2007-12-11,1,18.10740089,3.46228355280153,0,-3.0028340319829,18.2442084947897,998.57939636383,NA,NA,NA,NA,0.00379543846967695,NA,0
"Rotoehu",2008-01-07,1,23.32309914,1.97362954983958,5.21163383257476,168.841274727646,23.1037968271642,997.543774711011,20.7034192996398,998.085943460627,4.10488390032504,6.10885483590848,0.00216466293357749,0.522164505115484,1
"Rotoehu",2008-02-19,1,21.28210068,1.69490687649794,0,47.464697436234,20.8703949788,998.050128358195,NA,NA,NA,NA,0.00185849025108519,NA,0
"Rotoehu",2008-03-18,1,19.85589981,1.14340698353648,0,38.3549391489475,19.4630727959599,998.34287150439,NA,NA,NA,NA,0.00125357869573235,NA,0
"Rotoehu",2008-04-21,1,16.41040039,4.12465306662269,0,15.9186464003999,16.100462182154,998.955708927346,NA,NA,NA,NA,0.00452069212873394,NA,0
"Rotoehu",2008-05-20,1,12.97669983,3.14570257494252,0,8.80440085051007,12.8716847565704,999.4219823452,NA,NA,NA,NA,0.00344694085932847,NA,0
"Rotoehu",2008-06-20,1,10.29109955,1.85545710001606,0,3.3927201881371,10.4050681810526,999.691426538569,NA,NA,NA,NA,0.00203286508463102,NA,0
