"month","year","air_temp_min","air_pressure_min","shortwave_min","windspeed_min","air_temp_mean","air_pressure_mean","shortwave_mean","windspeed_mean","air_temp_max","air_pressure_max","shortwave_max","windspeed_max","rain_sum"
1,1999,16.4733,96643.1,87.0583,0.156259815691687,18.5402741935484,97705.8193548387,267.077806451613,2.16928917711542,21.2087,98691.3,379.816,5.40813340441968,137.6472
1,2000,12.8232,96649.7,91.8743,0.508622472960053,16.0921870967742,97514.5419354839,254.922912903226,2.26259236702315,18.9968,98520.5,350.476,4.9357913428345,132.1208
1,2001,14.0353,96660.9,88.8202,0.228620755838135,16.525235483871,97642.4483870968,273.864129032258,2.59692593627331,20.1616,98703.1,370.387,5.12253451428099,91.8645
1,2002,13.9896,95962.4,103.052,0.609449604151155,16.8314,97464.9516129032,277.792322580645,1.91961329111555,18.8759,98716.4,378.874,5.40795939703693,186.709
1,2003,12.5632,96709.6,72.1813,0.73813717559814,16.4356193548387,97736.0225806452,277.262158064516,2.91967196473539,18.7396,98457.7,372.791,5.39086335571585,166.3404
1,2004,12.672,96882.1,94.092,0.156879699132807,18.2511774193548,97805.4161290323,271.974709677419,1.76650542255668,20.7287,98517.4,384.76,3.73642848319087,193.7585
1,2005,14.2493,96659.9,90.903,0.240116742440006,16.8663032258065,97921.9,280.073351612903,2.09400933922664,20.2211,98850.1,370.912,4.00034683121351,59.3578
1,2006,13.7614,96154.7,33.858,0.636269439781607,17.519835483871,97715.9838709677,257.599264516129,2.67079102795561,20.0382,98704.4,381.68,6.12146785419968,314.1045
1,2007,11.9106,96851,61.3234,0.232546812491593,17.1141548387097,97770.1032258065,252.320883870968,2.39681515006729,20.0868,98726.5,387.611,4.9202009918295,175.9777
1,2008,15.3997,97140.1,107.247,0.52142614050314,18.3372419354839,98001.1677419355,279.570612903226,2.20551299995466,20.5341,98797.5,384.571,5.52494264676114,78.7766
1,2009,15.8063,96755.3,172.274,0.469512949768161,18.4205387096774,97752.2870967742,306.434870967742,2.09234220881859,21.3023,98850.3,395.699,4.91263030565093,30.9928
1,2010,13.6173,96182.8,117.228,0.373052757663042,16.8043096774194,97457.1,253.396193548387,2.30715747544803,19.1496,98384.5,380.429,4.34212420135583,329.6646
1,2011,15.7487,96300,30.7069,0.166467354156904,17.9001612903226,97670.8225806452,259.807574193548,2.57175199652893,20.6137,98385.3,377.865,4.91013496555848,488.5315
1,2012,13.6406,96097.7,77.122,0.531928801626684,16.4255096774194,97581.6193548387,251.6082,2.69524818003735,18.2154,99085,360.151,5.2279708922296,184.6522
1,2013,14.2662,96120.3,90.4213,0.542396026902853,17.5976193548387,97775.7548387097,305.552267741936,2.7228756505664,20.3222,99431,388.347,5.07963995771354,41.956
1,2014,14.2378,95952.1,60.022,0.516967639219323,16.4951290322581,97449.1516129032,287.268516129032,2.84346526475453,19.1311,98382.2,391.198,5.54541402782515,126.3215
1,2015,16.3349,96916.6,142.39,0.356599060570832,18.8753806451613,97839.735483871,291.258129032258,1.82059610163977,20.4815,98590.3,378.344,3.23215376645357,46.8593
1,2016,13.3938,96873.7,53.8854,0.280570721922299,18.117835483871,97850.4548387097,241.896112903226,2.32533819517464,20.3448,98637.6,371.258,4.73502604955876,275.6087
1,2017,14.4508,96122.7,118.562,0.349078572817067,17.1523032258065,97380.1483870968,294.833483870968,3.1507326719174,19.9495,98241.5,390.685,5.05552296009028,62.1004000000001
1,2018,14.6549,95606.6,56.421,0.480723132374551,19.0404806451613,97811.3838709677,234.18,2.45256269450709,21.4978,98323.2,340.017,6.33119060288031,425.4834
1,2019,15.6958,96888.2,118.514,0.379616279945947,19.408035483871,97703.7096774193,294.261806451613,2.51772070217295,22.5802,98667.1,386.359,5.71465313820533,65.5209
1,2020,14.033,96728.9,73.7338,0.469419769502734,18.2980290322581,97857.8096774194,312.110703225806,2.54581210686842,23.2412,98342.1,384.438,6.04637677456508,28.6736
1,2021,13.6591,96581,117.912,0.26495367519625,17.8352516129032,97688.264516129,288.574806451613,2.01644412126316,21.3134,98550.8,377.716,4.47346586999387,96.984
1,2022,16.6061,96947.1,85.2002,0.340640881281152,19.1663580645161,98035.3967741935,314.103490322581,1.9701507187986,22.0266,99141.9,386.632,3.76635052139336,48.2337
1,2023,15.4169,95552.6,50.3028,0.805986209559444,16.9663290322581,97885.9838709677,192.407925806452,3.09672896050011,19.281,98918.4,316.467,5.97100954445729,630.3498
2,1999,14.4501,97238,50.4807,0.388944996111275,17.2442892857143,98394.5285714286,273.493489285714,2.12875854486679,19.496,99107.6,339.694,4.63811188523951,29.1066
2,2000,14.1125,97216.9,95.8484,0.310160506834768,17.4832655172414,98093.9068965517,252.376462068966,1.92312807478679,19.5895,98775.5,341.983,3.49712680496433,37.43
2,2001,14.2573,96659.4,30.6994,0.400841539763533,17.9482035714286,97818.4714285714,200.766382142857,1.87326489875057,19.982,98387.7,352.143,4.56999211924922,429.8566
2,2002,14.1602,96203.6,67.034,0.260653659095743,16.1399321428571,97703.7571428571,224.399821428571,2.53445485434748,19.0935,98544.2,341.738,4.56514664058012,84.3981
2,2003,12.953,97229,66.1651,0.177612527711308,17.0801,97954.9142857143,232.63805,2.22484694863289,18.7552,98903.6,354.627,5.39557242653641,152.9984
2,2004,13.2821,95342,40.0788,0.562151936757315,16.1275931034483,97104.4448275862,197.461151724138,3.20285417913693,19.0056,98463.6,328.435,6.45421166758575,393.3058
2,2005,15.304,96686.5,94.021,0.020591260281974,18.1333,97739.9392857143,235.382142857143,2.02333816785406,20.8496,98751.6,327.221,4.03454717657385,95.9568
2,2006,14.0683,96780.1,159.333,0.251929672726338,17.352975,97753.4357142857,251.87875,2.01477405409463,19.8524,98377.8,316.209,4.68601390096103,227.9643
2,2007,15.1145,97617.7,102.199,0.383524627631655,17.1471035714286,98187.2642857143,242.533821428571,1.69850777520598,19.6645,99138.6,332.542,3.69478093802596,73.7607
2,2008,14.6628,96083.3,67.4056,0.16746859407065,17.1558517241379,97649.5310344828,231.665989655172,2.66947890440431,19.724,98815,349.161,6.72477535163815,125.2722
2,2009,14.5949,96733.4,23.0968,0.128597239472704,18.4857357142857,97730.9607142857,221.185657142857,2.15002975224117,22.4325,98412.7,337.994,4.99025334927997,314.8911
2,2010,16.1403,96984.8,51.3947,0.566176739190158,18.0622035714286,98291.5035714286,219.171357142857,1.80397682135544,20.0418,99107.5,313.161,4.17964743130327,66.1636
2,2011,16.2602,96697.3,99.4816,0.495035564378965,19.0115107142857,97852.7071428571,230.101771428571,1.91010074121125,22.3283,98779.6,330.719,4.46449571732351,61.9839
2,2012,12.1537,96492.9,53.545,0.602777653865835,16.1187793103448,97805.9896551724,207.351113793103,1.991047979117,18.4697,98369.2,318.963,4.70836771716059,265.1838
2,2013,14.4976,96997.9,128.356,0.193785087145528,17.592075,98116.4107142857,274.341071428571,1.82742934484295,19.589,99042.8,338.579,4.1754291959031,63.6947
2,2014,15.2165,96797,73.0913,0.232477525795506,17.2297642857143,97676.3428571429,247.769867857143,2.15741971666203,19.3454,98496.6,348.643,4.13861886744841,65.2487
2,2015,15.6841,96519.6,161.322,0.200734501269712,17.3468607142857,98066.9714285714,252.842392857143,2.07016969026029,20.2629,99216.4,345.863,5.31599772949538,63.2776
2,2016,16.5216,97143.1,58.4346,0.829706604770626,18.7354,97907.7448275862,204.060317241379,2.38704252771529,21.9411,98424.3,300.465,6.14965134946689,275.4444
2,2017,15.2086,96498.2,39.2067,0.267168448735999,18.4827964285714,97953.6785714286,222.173739285714,1.98024002668203,22.4207,99368.7,353.885,4.47070677745701,176.6208
2,2018,15.5913,96111.3,70.4636,0.292965868319161,18.2433964285714,97584.9785714286,196.885810714286,2.38803813913784,20.6985,98397.1,312.324,4.66084923163151,362.0202
2,2019,14.0065,96307.2,88.9427,0.611437012291536,18.4265821428571,97793.4214285714,267.596775,2.05922518271668,21.8747,98679.8,341.377,5.38945682606327,46.655
2,2020,15.9914,97469.3,141.873,0.248087665957016,19.3643275862069,98101.6827586207,259.631551724138,1.78092045578281,23.7739,98603.6,352.365,4.19011556165221,56.8358
2,2021,14.7678,96951.7,47.5865,0.268307659227239,17.3247107142857,98194.4214285714,244.047921428571,1.85893589971548,18.7441,99283.5,347.569,4.70310402287681,117.6863
2,2022,15.0623,96364.5,46.593,0.188324215118502,18.2172464285714,98125.125,212.859035714286,2.19327478729541,22.024,98877.4,318.967,4.00010745855658,217.5315
2,2023,13.4895,94394.9,33.3455,0.581997130577119,16.9954357142857,97608.2892857143,195.192796428571,2.52337612571057,19.8229,98865.6,325.025,7.18552362740531,498.0006
3,1999,15.74,97360.3,63.4309,0.17226676986581,17.0849290322581,98253.9,178.665603225806,2.19330078432395,18.3778,99099.4,306.563,4.55951623420731,133.5907
3,2000,11.9614,96808.2,52.9293,0.124957152656421,15.5810064516129,97939.4290322581,186.221190322581,2.04584852605619,19.3921,98781.5,295.64,4.82393268609752,112.0766
3,2001,12.1545,96950,46.5197,0.136174373506912,14.9023258064516,98432.5419354839,189.517387096774,1.91955575337617,17.3837,99061.3,265.649,4.12726684380838,96.8525
3,2002,10.6306,96509.6,45.0887,0.140031567869534,15.9633387096774,97592.0741935484,200.407287096774,2.38805225878815,17.7062,98546.7,279.288,4.95900662633153,77.6921
3,2003,14.1433,96546.9,50.267,0.0300466304267217,15.8395032258065,98067.3064516129,182.274006451613,1.98623868996804,18.3836,99350.7,269.152,5.06193229508258,229.9194
