"date","hydroyear","hydroyear_label","month","decade","tli_annual","tli_monthly","chl_mgm3","secchi_m","TN_mgm3","TP_mgm3","air_temp_min","air_pressure_min","shortwave_min","longwave_min","windspeed_min","air_temp_mean","air_pressure_mean","shortwave_mean","longwave_mean","windspeed_mean","air_temp_max","air_pressure_max","shortwave_max","longwave_max","windspeed_max","rain_sum","year","soi_3mth_mean","de_trended_temp_anomaly","soi_phase","thermo_depth","schmidt_stability","temp_0","temp_8","avg_level_m","monthly_avg_level_m","DRP_mgm3","NH4_mgm3"
1990-07-25,1991,"1990-1991",7,90,3.71961703480224,3.33241878656268,2.1,6.7,234,14,5.20324,95515.9,35.1978,264.954,0.404293654712759,8.18637677419355,97491.5225806452,84.0255129032258,310.463774193548,2.55360287833855,10.4983,98729.2,130.318,346.179,4.58126990775931,219.32738501,1990,1.07,0.36,"La Niña",0,3.12338029633386,9.39999961853027,8.89999961853027,294.687078895748,295.033393500886,2,2
1990-09-26,1991,"1990-1991",9,90,3.71961703480224,3.19541534330968,1.3,4.47,236,9,5.94772,96015.4,101.028,266.705,0.389039162883379,8.82798533333333,97912.1866666667,176.020566666667,301.1808,2.36646403493277,11.7359,99041.4,251.832,351.787,4.67571159060308,184.7606533,1990,-0.08,0.36,"Neutral",1,19.5484178296567,13.8999996185303,12.1000003814697,294.918004837441,295.148314438583,7,7
1990-11-19,1991,"1990-1991",11,90,3.71961703480224,3.88555789193638,3.3,3.8,334,21,11.7587,96342.5,112.877,299.992,0.536059540053155,13.97928,97524.0666666667,260.8808,334.513266666667,2.51682060001814,16.0514,98694,341.293,380.613,5.22095228674808,337.14914957,1990,-0.39,0.36,"Neutral",11,10.9701025280091,18,17.7000007629395,295.009802594012,295.084227255645,7,27
1991-01-22,1991,"1990-1991",1,90,3.71961703480224,4.06728328694561,4.3,3.35,336,26,13.5967,96743.6,129.732,307.96,0.515614885318258,17.3555258064516,97664.8806451613,269.322935483871,350.366774193548,3.12363575408516,20.3635,98843.6,385.629,395.632,5.65786958973959,168.85641885,1991,-0.24,-0.47,"Neutral",0,16.4151451697231,20.5,19.7999992370605,294.592912917386,294.95366546633,15,64
1991-03-21,1991,"1990-1991",3,90,3.71961703480224,4.00577845873708,3.5,4.47,302,38,13.0174,97034.3,109.413,302.466,0.522218907839423,14.9611677419355,97902.7290322581,200.695548387097,332.054161290323,2.21129695994394,16.5548,98524.6,277.444,363.148,4.27796418723077,70.64053026,1991,-0.11,-0.47,"Neutral",0,8.01107185694067,18.8999996185303,18.3999996185303,294.573341429844,294.869040670069,9,2
1991-05-21,1991,"1990-1991",5,90,3.71961703480224,3.83124844132201,1.1,4.35,309,57,8.01069,96892,72.0927,277.648,0.719450487481244,9.96837483870968,97758.6548387097,101.071503225806,308.451258064516,2.39924817993599,11.5489,98639.3,145.369,344.52,4.38502815117531,84.47322789,1991,-1.12,-0.47,"El Niño",0,1.27963679056259,12,11.8999996185303,294.454382081788,294.884938226392,8,2
1991-09-18,1992,"1991-1992",9,90,3.54630186042907,3.52887980028192,1.74,3.68,243,16,6.72522,95650,71.7649,264.035,0.71218747568881,9.69771833333333,97102,161.16969,314.5393,2.61964090625839,11.9064,98294.6,219.294,368.826,5.06598144018916,291.3208637,1991,-0.74,-0.47,"Neutral",0,5.30321859236327,12.5,12,294.554383784816,295.148314438583,5,25
1991-11-20,1992,"1991-1992",11,90,3.54630186042907,3.73310769499294,2.6,4.8,294,23,9.62272,96061.7,171.659,281.507,0.492608402560289,11.838314,96944.4066666667,267.9812,310.7377,3.18763723543336,13.8141,97818.3,349.63,349.476,5.81819900720146,101.07000197,1991,-1.21,-0.47,"El Niño",3.15504438583608,31.8724401029753,17.3999996185303,15.5,294.487524714935,295.084227255645,6,20
1992-01-14,1992,"1991-1992",1,90,3.54630186042907,3.42257714727883,0.5,4.41,388,25,11.8189,96108.2,106.059,289.984,0.665268230301884,16.6200935483871,97753.6129032258,261.086258064516,348.945290322581,2.29415624045545,19.504,98777.1,356.059,402.544,4.81071258249752,136.0679156,1992,-1.64,-1.18,"El Niño",0,17.6887775608813,20.8999996185303,20,294.242368253649,294.95366546633,15,51
1992-03-31,1992,"1991-1992",4,90,3.54630186042907,3.90882047520627,2.6,5.47,352,38,8.0578,97370.8,65.1911,262.36,0.490534317651681,11.0842923333333,98241.3033333333,151.728056666667,308.3395,2.05129166182267,15.2874,99007.6,210.246,382.773,4.3617977968379,139.37579876,1992,-1.31,-1.18,"El Niño",0,9.67952644026773,16.8999996185303,16.3999996185303,NA,NA,11,8
1992-06-10,1992,"1991-1992",6,90,3.54630186042907,3.13812418438539,0.5,8.04,278,27,3.4236,95942.9,29.3689,248.753,0.472003038117087,7.42738433333333,97571.45,82.1216833333333,299.631566666667,2.41908734599071,11.8912,99418.8,116.321,369.54,4.60359831374991,149.22533506,1992,-0.55,-1.18,"Neutral",0,1.59609896544227,10.1000003814697,9.80000019073486,293.740991811781,294.948675880897,8,3
1992-08-31,1993,"1992-1993",9,90,4.3021753094422,3.45152449270806,1.83,4.69,334,11,4.96338,95376.6,107.449,253.061,0.652350484825765,8.234526,96766.4633333333,168.137533333333,305.2103,2.61174800529998,10.7011,98328.7,228.062,343.259,5.50589819646168,169.1386806,1992,-0.08,-1.18,"Neutral",1,4.56101818380966,9.80000019073486,8.69999980926514,NA,NA,1,2
1992-09-30,1993,"1992-1993",10,90,4.3021753094422,3.68608225122435,1.59,3.96,307,24,6.18373,95484.2,113.587,269.662,0.65096089285686,10.1053477419355,97541.7258064516,203.574741935484,317.757161290323,2.31009971313319,12.4209,98540.8,269.921,356.983,5.11837042212656,216.06236875,1992,-0.31,-1.18,"Neutral",0,3.69123916341836,11.5,11.1000003814697,NA,NA,7,2
1992-11-25,1993,"1992-1993",11,90,4.3021753094422,4.93735775883656,15.57,1.67,771,29,10.3918,96526.1,152.098,298.113,0.639204495135946,13.55943,97675.6,239.8054,340.963866666667,2.88214687634986,16.5771,98990.3,322.796,374.295,5.65613266133318,196.4812714,1992,-0.79,-1.18,"Neutral",8.5,21.5383374084921,17.3999996185303,16.2999992370605,293.909707944245,295.084227255645,2,39
