"","date","thermo_depth","schmidt_stability","temp_0","temp_8"
"1",1990-07-26,0,3.12338029633386,9.39999961853027,8.89999961853027
"2",1990-09-27,1,19.5484178296567,13.8999996185303,12.1000003814697
"3",1990-11-20,11,10.9701025280091,18,17.7000007629395
"4",1991-01-23,0,16.4151451697231,20.5,19.7999992370605
"5",1991-03-22,0,8.01107185694067,18.8999996185303,18.3999996185303
"6",1991-05-22,0,1.27963679056259,12,11.8999996185303
"7",1991-09-19,0,5.30321859236327,12.5,12
"8",1991-11-21,3.15504438583608,31.8724401029753,17.3999996185303,15.5
"9",1992-01-15,0,17.6887775608813,20.8999996185303,20
"10",1992-04-01,0,9.67952644026773,16.8999996185303,16.3999996185303
"11",1992-06-11,0,1.59609896544227,10.1000003814697,9.80000019073486
"12",1992-09-01,1,4.56101818380966,9.80000019073486,8.69999980926514
"13",1992-10-01,0,3.69123916341836,11.5,11.1000003814697
"14",1992-11-26,8.5,21.5383374084921,17.3999996185303,16.2999992370605
"15",1993-01-19,0,13.2338719121371,21.3999996185303,20.7999992370605
"16",1993-02-25,0,14.0394507911583,19.2000007629395,18.3999996185303
"17",1993-03-22,0,-1.55067728216009,17.2999992370605,17.5
"18",1993-04-26,0,7.92929050484928,14.8999996185303,14
"19",1993-06-09,0,-0.997682259750422,11.1000003814697,11.1999998092651
"20",1993-08-11,0,0.682385160527555,9.39999961853027,9.19999980926514
"21",1993-10-12,9,8.23366622911405,13.3999996185303,13.8000001907349
"22",1993-12-01,0,0.956171670573947,16.7000007629395,16.7000007629395
"23",1994-02-18,7.18969167477461,26.4378744941696,21.3999996185303,20.2999992370605
"24",1994-04-27,0,3.65130812036176,14.5,14.1999998092651
"25",1994-06-02,0,0.933722085104202,10.5,10.3999996185303
"26",1994-09-06,0,0.706090711201334,11,11
"27",1994-10-20,0,5.83321719160162,14,13.5
"28",1994-12-19,5.31064420414828,58.8237962604303,21.8999996185303,19.1000003814697
"29",1995-02-21,3.25011626226953,37.6320044147825,22,20.2999992370605
"30",1995-05-11,0,1.98039749525654,14.1000003814697,13.8999996185303
"31",1995-07-25,0,3.71300576033785e-11,8.30000019073486,8.30000019073486
"32",1995-10-31,4.91869904808113,15.7958277948442,15.6000003814697,14.6000003814697
"33",1995-12-07,2.63250855045035,128.387523125194,23.3999996185303,17
"34",1995-12-14,4.46124818024764,49.6492942586039,19.5,17.2000007629395
"35",1995-12-20,8.53523272206372,20.5056454521678,19.5,19.1000003814697
"36",1996-01-19,7.63677282417131,53.6078942182177,23.2000007629395,20.5
"37",1996-01-24,7.96260748276458,43.2572352408692,22.5,20.7999992370605
