"tli_monthly","air_temp_min","windspeed_min","air_temp_mean","windspeed_mean","air_temp_max","windspeed_max","rain_sum","soi_3mth_mean","thermo_depth","schmidt_stability","temp_8","monthly_avg_level_m","DRP_mgm3","NH4_mgm3"
1,0.351888680590642,-0.0967465704228056,0.37312556602729,-0.158908333950858,0.392128254052021,-0.125239283077101,0.0187942970140774,-0.148448119948037,0.0329356268063192,0.127828751309449,0.356682893845474,-0.0803721368718518,0.478231785691692,0.39197909426759
0.351888680590642,1,-0.171775201503824,0.963370410965185,-0.31116092423445,0.916964956799322,-0.204127625802005,-0.101138526200075,0.0362371679607761,0.481664137019445,0.572427842911511,0.938151691468396,-0.0638556925982312,0.453006257079256,0.389816888550985
-0.0967465704228056,-0.171775201503824,1,-0.162347249386476,0.503004215611395,-0.171982877282267,0.225660180557118,-0.00168729603724205,-0.0626553695330595,-0.0501453898248973,-0.0778720142230587,-0.152225385302387,0.120693613906312,-0.0999830758376924,-0.0454308630795975
0.37312556602729,0.963370410965185,-0.162347249386476,1,-0.289792819934302,0.970272513149479,-0.203905964083088,-0.104296319494824,0.0228819241139241,0.479899030755856,0.605668415936308,0.969503231767218,-0.0697142281508897,0.492037540609358,0.431821245944251
-0.158908333950858,-0.31116092423445,0.503004215611395,-0.289792819934302,1,-0.280148703764891,0.568810858628713,0.113548200191542,-0.00992396800437622,-0.248993747855786,-0.295801941577185,-0.270066388106126,0.0633247690534312,-0.268401475929015,-0.207001042220232
0.392128254052021,0.916964956799322,-0.171982877282267,0.970272513149479,-0.280148703764891,1,-0.198002072441143,-0.094692749640849,0.0327497557713659,0.449249598161643,0.571342755698055,0.943966670430161,-0.0785700840659613,0.48210343120344,0.43491675465127
-0.125239283077101,-0.204127625802005,0.225660180557118,-0.203905964083088,0.568810858628713,-0.198002072441143,1,0.215558976513536,0.13160822574459,-0.140217553267153,-0.190251858117386,-0.194854971485463,0.0509018194166153,-0.203383588411749,-0.105068985687875
0.0187942970140774,-0.101138526200075,-0.00168729603724205,-0.104296319494824,0.113548200191542,-0.094692749640849,0.215558976513536,1,0.195654718665025,-0.120517375276918,-0.112028165861272,-0.132647190655226,0.0320184226516754,-0.0828239144857907,-0.0511760420927296
-0.148448119948037,0.0362371679607761,-0.0626553695330595,0.0228819241139241,-0.00992396800437622,0.0327497557713659,0.13160822574459,0.195654718665025,1,0.0390312095147831,0.0527150845748706,-0.0042138394162954,0.318828193831976,-0.119797609327979,-0.012030324914797
0.0329356268063192,0.481664137019445,-0.0501453898248973,0.479899030755856,-0.248993747855786,0.449249598161643,-0.140217553267153,-0.120517375276918,0.0390312095147831,1,0.644964008301892,0.439335008162766,0.0201703178891813,0.332354597098746,0.321326347653268
0.127828751309449,0.572427842911511,-0.0778720142230587,0.605668415936308,-0.295801941577185,0.571342755698055,-0.190251858117386,-0.112028165861272,0.0527150845748706,0.644964008301892,1,0.50881955216047,0.0271656054764147,0.473996475773503,0.475684062373443
0.356682893845474,0.938151691468396,-0.152225385302387,0.969503231767218,-0.270066388106126,0.943966670430161,-0.194854971485463,-0.132647190655226,-0.0042138394162954,0.439335008162766,0.50881955216047,1,-0.0696511368970691,0.437910992664753,0.366938563578165
-0.0803721368718518,-0.0638556925982312,0.120693613906312,-0.0697142281508897,0.0633247690534312,-0.0785700840659613,0.0509018194166153,0.0320184226516754,0.318828193831976,0.0201703178891813,0.0271656054764147,-0.0696511368970691,1,-0.0368060616860806,0.0619853507995506
0.478231785691692,0.453006257079256,-0.0999830758376924,0.492037540609358,-0.268401475929015,0.48210343120344,-0.203383588411749,-0.0828239144857907,-0.119797609327979,0.332354597098746,0.473996475773503,0.437910992664753,-0.0368060616860806,1,0.685680516629969
0.39197909426759,0.389816888550985,-0.0454308630795975,0.431821245944251,-0.207001042220232,0.43491675465127,-0.105068985687875,-0.0511760420927296,-0.012030324914797,0.321326347653268,0.475684062373443,0.366938563578165,0.0619853507995506,0.685680516629969,1
