"tli_monthly","air_temp_min","windspeed_min","air_temp_mean","windspeed_mean","air_temp_max","windspeed_max","rain_sum","soi_3mth_mean","de_trended_temp_anomaly","thermo_depth","schmidt_stability","temp_8","monthly_avg_level_m","DRP_mgm3","NH4_mgm3"
1,0.295256986472721,0.0150571858516954,0.308778134987524,-0.240409660175818,0.341186066476714,-0.162531794959712,0.0237011059757306,-0.250819267287334,0.317571948783675,0.00263986602473077,0.117213231369239,0.291924023774414,0.011653985682697,0.541223701921202,0.498117627794445
0.295256986472721,1,0.0245672058379442,0.966912567027124,-0.332415191167933,0.919031482801881,-0.249821420138589,-0.0421675873089234,-0.11754618250229,0.118114862179934,0.535275603743197,0.556741301318928,0.938034555166619,-0.146764774299904,0.437418132042567,0.436911141281165
0.0150571858516954,0.0245672058379442,1,0.0348502867257254,0.412261459439451,0.00330344740211348,0.0806467039865078,-0.0714705877307895,0.00928860511490185,0.0553789959245269,0.0986282608386027,0.0242693729669469,0.0381240957925139,0.0784462068872297,0.0474317973079603,0.0794723136050432
0.308778134987524,0.966912567027124,0.0348502867257254,1,-0.314973365423161,0.969625392182725,-0.248024410828083,-0.0638163880913037,-0.106456667873133,0.124852406313388,0.524194782353051,0.587009458571754,0.968246350452763,-0.161832916374709,0.457589640775829,0.456324780186675
-0.240409660175818,-0.332415191167933,0.412261459439451,-0.314973365423161,1,-0.307197733797245,0.549146307504541,0.0588950770897992,0.106524950102746,-0.100948717691231,-0.295571110105156,-0.319008757370365,-0.294486832074935,0.0266171850906848,-0.225494757937272,-0.203244239725141
0.341186066476714,0.919031482801881,0.00330344740211348,0.969625392182725,-0.307197733797245,1,-0.241719846201383,-0.0581940493326421,-0.116895751589405,0.0987935285500213,0.483178348156389,0.540596864390049,0.944676352551254,-0.176781937937504,0.456489336066891,0.470735558781767
-0.162531794959712,-0.249821420138589,0.0806467039865078,-0.248024410828083,0.549146307504541,-0.241719846201383,1,0.226922296626744,0.176079684271244,-0.150423952330314,-0.272234113270423,-0.213209499770062,-0.228089446219832,0.0518755885663943,-0.156124668908517,-0.110438809171715
0.0237011059757306,-0.0421675873089234,-0.0714705877307895,-0.0638163880913037,0.0588950770897992,-0.0581940493326421,0.226922296626744,1,0.278680210359943,0.0230260459548014,-0.0940930626892712,-0.0920430444452935,-0.0618007982154623,-0.0225775249562068,-0.0615321544889151,0.00350759124437571
-0.250819267287334,-0.11754618250229,0.00928860511490185,-0.106456667873133,0.106524950102746,-0.116895751589405,0.176079684271244,0.278680210359943,1,0.0783248995314426,0.026489494261306,0.0445280428510731,-0.13418297516824,0.249000879118765,-0.142142396742093,-0.0739600100653115
0.317571948783675,0.118114862179934,0.0553789959245269,0.124852406313388,-0.100948717691231,0.0987935285500213,-0.150423952330314,0.0230260459548014,0.0783248995314426,1,0.108733447831655,0.116141259881042,0.0947043142535217,-0.00901984160596994,0.276916220724045,0.225080844872002
0.00263986602473077,0.535275603743197,0.0986282608386027,0.524194782353051,-0.295571110105156,0.483178348156389,-0.272234113270423,-0.0940930626892712,0.026489494261306,0.108733447831655,1,0.665009848293364,0.447529277491034,0.106601534695962,0.404297141687245,0.321731324201625
0.117213231369239,0.556741301318928,0.0242693729669469,0.587009458571754,-0.319008757370365,0.540596864390049,-0.213209499770062,-0.0920430444452935,0.0445280428510731,0.116141259881042,0.665009848293364,1,0.457203809859815,0.0705019369567543,0.489116475169111,0.486514221545015
0.291924023774414,0.938034555166619,0.0381240957925139,0.968246350452763,-0.294486832074935,0.944676352551254,-0.228089446219832,-0.0618007982154623,-0.13418297516824,0.0947043142535217,0.447529277491034,0.457203809859815,1,-0.172350664385445,0.372480273815668,0.377833920005788
0.011653985682697,-0.146764774299904,0.0784462068872297,-0.161832916374709,0.0266171850906848,-0.176781937937504,0.0518755885663943,-0.0225775249562068,0.249000879118765,-0.00901984160596994,0.106601534695962,0.0705019369567543,-0.172350664385445,1,0.0701989028231426,0.168232207702381
0.541223701921202,0.437418132042567,0.0474317973079603,0.457589640775829,-0.225494757937272,0.456489336066891,-0.156124668908517,-0.0615321544889151,-0.142142396742093,0.276916220724045,0.404297141687245,0.489116475169111,0.372480273815668,0.0701989028231426,1,0.779806222530386
0.498117627794445,0.436911141281165,0.0794723136050432,0.456324780186675,-0.203244239725141,0.470735558781767,-0.110438809171715,0.00350759124437571,-0.0739600100653115,0.225080844872002,0.321731324201625,0.486514221545015,0.377833920005788,0.168232207702381,0.779806222530386,1
