"month","year","lake","air_temp_min","windspeed_min","air_temp_mean","windspeed_mean","air_temp_max","windspeed_max","rain_sum"
1,1980,"rotorua",12.2569,0.480482273242208,16.6642903225806,2.33655307487634,20.3633,4.82477698224488,266.8762201
1,1981,"rotorua",15.2207,0.109986383644568,17.7855935483871,2.00175269864496,20.5811,5.00015599301662,194.574450822
1,1982,"rotorua",13.2621,0.254195734707017,16.4953193548387,2.6384622258929,19.0057,4.56662591842161,103.63339992
1,1983,"rotorua",11.4532,0.87994431975779,14.7175806451613,3.32738936573189,21.0761,5.24972872200079,113.35837246
1,1984,"rotorua",11.6194,0.403232025500208,15.3359580645161,2.22134279724775,18.2289,3.48603737980891,138.67208869
1,1985,"rotorua",15.3571,0.142719705328872,17.3002967741935,2.14450942402318,19.1585,4.28697065118249,228.56778973
1,1986,"rotorua",13.6957,0.288796956538673,17.5716225806452,2.25643039693002,20.9278,5.68910034196972,417.64882344
1,1987,"rotorua",13.4257,0.796488167611422,17.2477838709677,2.67684694309504,19.8433,4.82109408115005,197.02756112
1,1988,"rotorua",12.3475,0.530596668751322,17.0129225806452,2.50981778184707,19.8916,4.85832501162695,33.6835058
1,1989,"rotorua",14.6073,0.443365538987865,16.8648935483871,2.4727432815347,19.329,4.68029721198344,344.7706291
1,1990,"rotorua",14.0922,0.233933290290202,16.8753129032258,2.24892356959254,19.8824,5.77198131726879,146.0945166
1,1991,"rotorua",13.2162,0.573766994458552,16.6233838709677,2.97191400445039,19.6434,5.01756736537577,179.43997914
1,1992,"rotorua",12.3183,0.417054933045996,16.1927870967742,2.01166725624629,18.7052,5.01392116137659,150.27725453
1,1993,"rotorua",12.3266,0.999914630552029,15.7282838709677,3.03320936590665,18.241,5.04135446253286,73.13898334
1,1994,"rotorua",12.1902,0.661438914949824,17.1150387096774,2.29617243229492,20.9239,4.34994559156723,102.05838579
1,1995,"rotorua",13.3474,0.773357704409809,16.2140419354839,2.00086209129638,18.0347,3.43957894500184,139.9794736
1,1996,"rotorua",13.0442,0.837378151119911,17.0819290322581,2.1686396539131,18.3369,5.09481694230519,143.772051
1,1997,"rotorua",10.8402,0.477193825741375,14.9071870967742,2.62421103813604,18.8227,5.12035099137745,88.144989083
1,1998,"rotorua",12.1714,0.471523073243505,17.2309548387097,2.84055377545675,21.5272,5.60389272433012,42.84678764
1,1999,"rotorua",16.2309,0.273634177561941,18.3758129032258,2.034217859928,20.9651,4.95860127771935,140.43557497
1,2000,"rotorua",12.2559,0.625337460053698,15.6728064516129,1.99874621640513,18.897,4.37259743447759,152.7864988
1,2001,"rotorua",13.322,0.0974897566311969,15.8288322580645,2.3971664100014,18.918,4.73158594908726,91.82626638
1,2002,"rotorua",13.4596,0.528629062289428,16.3431,1.7671458358107,18.189,5.04324451072135,213.3652495
1,2003,"rotorua",12.1067,0.62192487407162,15.8274225806452,2.65732598775098,18.1006,4.79555504608174,155.78035353
1,2004,"rotorua",12.1951,0.289324006596411,17.8101580645161,1.67113197933738,20.1512,3.24826558589349,211.22164888
1,2005,"rotorua",13.9202,0.198283984517257,16.4464161290323,2.02395768463956,19.9132,3.72108285681735,78.00980177
1,2006,"rotorua",12.6889,0.979422292502065,16.9510935483871,2.53062955798061,20.0224,5.52880285965235,305.70422733
1,2007,"rotorua",11.1556,0.0160550355591914,16.5599290322581,2.19202679207632,19.7388,4.73213101899134,164.37477127
1,2008,"rotorua",15.1888,0.714422925365641,18.0573677419355,2.04859249125506,20.3935,4.92473941082165,65.10178324
