"month","year","lake","air_temp_min","windspeed_min","air_temp_mean","windspeed_mean","air_temp_max","windspeed_max","rain_sum"
1,1980,"rotoehu",13.078,0.074167935989213,17.0909903225806,2.60790002350357,20.481,5.45962811006391,225.31909026
1,1981,"rotoehu",15.6977,0.283539821242379,18.2514290322581,1.94454659811374,21.0818,5.76170581397558,192.355670711
1,1982,"rotoehu",14.1729,0.0880441032520634,17.1624,2.79474862988554,19.3953,4.77754237458183,80.47585877
1,1983,"rotoehu",12.3563,1.03616525457911,15.6268580645161,3.47331091053018,22.2341,5.41648927407781,77.42599733
1,1984,"rotoehu",11.9216,0.347934951268193,15.8563,2.3657702590171,18.6573,3.98051405254397,133.5391818
1,1985,"rotoehu",16.2106,0.136189345063995,17.7900290322581,2.29548892786754,19.739,4.48793160403543,213.48326508
1,1986,"rotoehu",14.1298,0.482197525472705,17.9570516129032,2.41536243755203,20.7633,6.27483100727024,455.3906327
1,1987,"rotoehu",14.2268,0.783875041677562,17.8444612903226,2.80608351450574,20.4829,5.95373676446146,147.09220756
1,1988,"rotoehu",12.6302,0.500255440595102,17.6208612903226,2.60522252779646,20.5713,5.48681048636637,35.3253633000001
1,1989,"rotoehu",15.032,0.473597171361707,17.3082064516129,2.75605321272058,19.9455,5.09127822835288,380.2702905
1,1990,"rotoehu",14.6515,0.301391684525303,17.3927096774194,2.38487004356552,20.0162,5.74788607865535,150.06553018
1,1991,"rotoehu",14.045,0.4409205138174,17.3659838709677,3.07542193793657,19.8326,5.36319465137151,150.44611771
1,1992,"rotoehu",12.54,0.473515954909652,16.6864806451613,2.116586844176,19.4711,5.36949319173607,128.76949503
1,1993,"rotoehu",13.2142,0.608223270328421,16.4734032258065,3.1187753954394,19.7544,5.23013300428393,53.00724146
1,1994,"rotoehu",12.5149,0.696113963320662,17.521335483871,2.45487348395596,21.0763,5.03947609424829,94.7264295
1,1995,"rotoehu",13.7961,0.768369766508938,16.6400387096774,2.11136727055583,18.2585,3.76393774937897,132.1157488
1,1996,"rotoehu",13.6313,1.01803958200897,17.3481741935484,2.36487693757827,18.8636,5.76137234335709,155.728763
1,1997,"rotoehu",11.2276,0.408986294759971,15.3610290322581,2.8571038084323,19.268,5.51230098026223,90.807485886
1,1998,"rotoehu",12.9282,0.503159211647784,17.9716,2.92343217367042,22.3953,5.87765917521593,37.72324398
1,1999,"rotoehu",16.4733,0.15628695757804,18.5402741935484,2.16928539913784,21.2087,5.40818982166861,137.64725663
1,2000,"rotoehu",12.8232,0.508628537033659,16.0921870967742,2.26259961915875,18.9968,4.93582716936077,132.1210323
1,2001,"rotoehu",14.0353,0.228659924588897,16.525235483871,2.5969219294786,20.1616,5.12251060033066,91.86444503
1,2002,"rotoehu",13.9896,0.609441480308815,16.8314,1.91960485138663,18.8759,5.40799041709404,186.7090123
1,2003,"rotoehu",12.5632,0.738130015802772,16.4356193548387,2.9196651602212,18.7396,5.39083287462531,166.34041931
1,2004,"rotoehu",12.672,0.15685446856223,18.2511774193548,1.76650291993373,20.7287,3.73644169921063,193.75818759
1,2005,"rotoehu",14.2493,0.240122504409728,16.8663032258065,2.0940086646694,20.2211,4.00034700017386,59.35788437
1,2006,"rotoehu",13.7614,0.636220979225588,17.519835483871,2.67079181686741,20.0382,6.12142274642913,314.10452817
1,2007,"rotoehu",11.9106,0.232557380740754,17.1141548387097,2.39680935047618,20.0868,4.92015117719974,175.97814784
1,2008,"rotoehu",15.3997,0.521466097979687,18.3372419354839,2.2055221051434,20.5341,5.52494294939776,78.7766813
1,2009,"rotoehu",15.8063,0.469550258866929,18.4205387096774,2.09235274235058,21.3023,4.91265596353948,30.99254842
1,2010,"rotoehu",13.6173,0.373044903307109,16.8043096774194,2.30715299549982,19.1496,4.34213918512765,329.66440432
1,2011,"rotoehu",15.7487,0.166434662668688,17.9001612903226,2.57175010134439,20.6137,4.91013474799633,488.5313228
1,2012,"rotoehu",13.6406,0.531942620321027,16.4255096774194,2.69524923248419,18.2154,5.22802821333244,184.6519196
1,2013,"rotoehu",14.2662,0.542400529256748,17.5976193548387,2.72288676054447,20.3222,5.07968655548558,41.95593706
1,2014,"rotoehu",14.2378,0.516998429312895,16.4951290322581,2.84346982966893,19.1311,5.54544896318594,126.32132088
1,2015,"rotoehu",16.3349,0.356626423845738,18.8753806451613,1.82060393691658,20.4815,3.23215926626458,46.85927798
1,2016,"rotoehu",13.3938,0.280569650016694,18.117835483871,2.32533598786336,20.3448,4.73501768347279,275.60884038
1,2017,"rotoehu",14.4508,0.349067743763299,17.1523032258065,3.15072928695544,19.9495,5.05550005053902,62.1002638200001
1,2018,"rotoehu",14.6549,0.48077414984793,19.0404806451613,2.45255649142246,21.4978,6.33119912979437,425.4831851
1,2019,"rotoehu",15.6958,0.37965874745882,19.408035483871,2.51772597973888,22.5802,5.7146653096135,65.520728
1,2020,"rotoehu",14.033,0.46946499583429,18.2980290322581,2.54581546097803,23.2412,6.04641124718622,28.67363509
1,2021,"rotoehu",13.6591,0.264948825824913,17.8352516129032,2.01643924417813,21.3134,4.47349428044789,96.98388321
1,2022,"rotoehu",16.6061,0.340610950488971,19.1663580645161,1.9701471285617,22.0266,3.76627990263602,48.233790065
1,2023,"rotoehu",15.4169,0.806018035313106,16.9663290322581,3.09672961775838,19.281,5.97100234843364,630.349747
2,1980,"rotoehu",14.2439,0.0278264095230484,17.152475862069,2.63365608663313,20.5728,4.82784717370227,105.65440793
2,1981,"rotoehu",15.6897,0.717454171236742,17.5006464285714,2.50664701664953,20.4243,5.22043859296324,110.24050329
