"date","air_temp","windspeed","rain","lake"
1980-01-01,15.3931,4.23499953884578,16.3186,"rotoehu"
1980-01-02,14.0961,3.59069658779463,0.329983,"rotoehu"
1980-01-03,14.1787,3.59026669959823,0.388093,"rotoehu"
1980-01-04,14.8339,3.93696213536529,0.305079,"rotoehu"
1980-01-05,15.1441,2.45984858607192,0.0332059,"rotoehu"
1980-01-06,15.1571,0.074167935989213,0.149426,"rotoehu"
1980-01-07,15.8412,1.77288143579908,5.52462,"rotoehu"
1980-01-08,16.5817,1.78291610266019,4.86881,"rotoehu"
1980-01-09,17.269,1.17342584285331,2.33479,"rotoehu"
1980-01-10,19.2097,1.43167351847445,0.487711,"rotoehu"
1980-01-11,17.4401,1.54286435858762,7.59584,"rotoehu"
1980-01-12,20.3735,3.60329573214578,3.24795,"rotoehu"
1980-01-13,20.2631,3.76540725644651,0.0311305,"rotoehu"
1980-01-14,20.481,2.69109141628987,1.03561,"rotoehu"
1980-01-15,18.1815,4.75140155332087,21.9013,"rotoehu"
1980-01-16,13.7467,5.45962811006391,14.9945,"rotoehu"
1980-01-17,13.078,4.19655886510138,6.21987,"rotoehu"
1980-01-18,15.5336,4.09116051292295,1.68312,"rotoehu"
1980-01-19,17.1117,4.97588208466599,6.09327,"rotoehu"
1980-01-20,15.0517,0.665902216187932,31.2633,"rotoehu"
1980-01-21,17.1601,3.40570140014711,60.1483,"rotoehu"
1980-01-22,16.2343,3.99787946654223,36.1114,"rotoehu"
1980-01-23,15.4655,2.85251224777388,0.691097,"rotoehu"
1980-01-24,17.4174,2.98366084837067,2.29535,"rotoehu"
1980-01-25,16.9022,1.0314179928162,0.608082,"rotoehu"
1980-01-26,18.6661,1.1649591173335,0.00830146,"rotoehu"
1980-01-27,19.9148,1.00289403276719,0.141125,"rotoehu"
1980-01-28,19.3443,1.20738200922492,0.195084,"rotoehu"
1980-01-29,19.6088,0.951073660706677,0.0477334,"rotoehu"
1980-01-30,19.774,1.2217486626129,0.157728,"rotoehu"
1980-01-31,20.3677,1.23464080113043,0.108681,"rotoehu"
1980-02-01,20.5728,1.01064841234229,0.071744,"rotoehu"
1980-02-02,19.2372,1.4879130130972,0.0866906,"rotoehu"
1980-02-03,18.322,2.01141906707677,0.00298933,"rotoehu"
1980-02-04,19.1701,1.63441973474258,0.639717,"rotoehu"
1980-02-05,20.3999,0.0278264095230484,0.591888,"rotoehu"
1980-02-06,20.5602,2.52674310908015,0.167403,"rotoehu"
1980-02-07,18.8089,0.509605011643577,1.36612,"rotoehu"
1980-02-08,18.3627,1.17823880116257,1.21068,"rotoehu"
1980-02-09,18.9393,2.27907310655012,2.04769,"rotoehu"
