"lake","site","laketype","date","year","month","chla_ugL_INT","NH4_mgL","TN_mgm3","TP_mgm3","pH","secchi_m","PAR_umolm2s_1","turbidity_ntu_1","turbidity_ntu_8","DO_sat_1","DO_sat_8","SpC_uScm_1","SpC_uScm_8","temp_C_1","temp_C_8","chla_ugL_8","thermo_depth","schmidt_stability","epi_temp","epi_dens","hypo_temp","hypo_dens","meta_top","meta_bot","uStar","lake_num","depth_m","volume_km2","catchment_km2","ratio_km2"
"Okaro","1","Stratified",2007-01-18,2007,1,34.6,0.967,NA,36,9.8,1.93,304.98,2.8222,1.0112,83.52479,40.12162,103.2772,85.92841,21.5322,14.8272,1.0627,8.43307232651984,509.720449670543,21.5322,997.905352203928,10.8678480884107,999.646860151087,1,10.1207179364468,0.00164799717900995,2.95663578648677,18,0.003,3.6,1084
"Rerewhakaaitu","1","Polymictic",2007-01-18,2007,1,2.5,0.03,NA,9,7.4,5.34,965.43,1.0132,1.0535,69.16873,76.84658,61.24152,59.83786,20.8083,19.1875,1.1628,4.93277888405067,129.407241423073,20.7146972193625,998.08353351772,19.2422874981557,998.386900861735,4.93277888405067,4.93277888405067,0.00164785006937469,0.666865791943733,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2007-01-18,2007,1,3.7,0.016,NA,24,7.7,3.13,383.8299866,1.510699987,1.051300049,78.07684326,91.614151,1299.099976,1276.800049,21.55109978,20.35040092,1.6784,6.73781553587178,579.770182859194,21.5588224740203,997.899434488963,15.6792699541738,999.023524105389,6.35752144739518,7.54244109428015,0.00164800206545581,4.20601452588457,125,0.479,89,185
"Okaro","1","Stratified",2007-02-20,2007,2,1.6,0.067,NA,18,8.6,3.95,644.86,1.0551,1.0807,83.11622,53.73985,98.16451,85.37295,22.4972,14.6922,1.9862,5.94348515342848,588.236528412717,22.3568006924816,997.718724322527,11.431145164411,999.588835889644,2.8892724774136,10.072794198304,0.000975973434152335,11.3402161227918,18,0.003,3.6,1084
"Rerewhakaaitu","1","Polymictic",2007-02-20,2007,2,2.1,0.013,NA,9,7.5,5.53,883.62,0.9801,0.9926,70.3736,77.20937,65.03712,62.56194,22.3704,20.3597,1.1098,1.5,113.694610980004,22.3704,997.715589028274,20.8681007127983,998.050622416052,1,1.72154906714661,0.000975974967636191,0.460912622202354,15.8,0.037,40.6,1107
"Rotorua","5","Polymictic",2007-02-21,2007,2,NA,NA,NA,NA,NA,1.98,284.7900085,1.237699986,1.170400023,67.13742828,73.48935699,187.9004211,187.511673,20.66710091,20.76930046,2.3815,0,33.5434511583162,20.7800530973841,998.069541880501,NA,NA,NA,NA,0.000976612323445424,NA,44.8,0.802,482,601
"Rotorua","2","Polymictic",2007-02-21,2007,2,NA,NA,NA,NA,NA,1.75,58.62799835,1.409700036,1.177800059,87.66517639,84.5192337,193.9224243,188.7081451,22.06629944,20.94519997,2.2784,7.34568357945487,100.537114387856,21.9077402258968,997.821210290565,20.7720106084391,998.071266034217,7.34568357945487,7.34568357945487,0.000976733842511645,2.19668146044878,44.8,0.802,482,601
"Tikitapu","1","Stratified",2007-02-21,2007,2,1.03333333333333,0.022,NA,4.66666666666667,6.73333333333333,4.81,805.9,0.9299,0.8758,74.21459,88.52551,13.85023,13.48363,21.9377,20.9167,1.0339,15.2536290458736,767.103849540622,21.2687087534999,997.963531610796,12.0550527366058,999.519796405413,11.6476277933958,16.5040287597614,0.000976664193169737,32.0751478027848,27.5,0.026,6,227
"Okareka","1","Stratified",2007-02-21,2007,2,2,0.008,NA,9,8,10.35,1221.699951,0.8337,0.8321,75.00260162,90.13948822,71.68734741,69.45996094,22.05949974,20.74349976,1.1131,12.423016167382,818.67247452554,21.5681712639841,997.897354702076,11.6731727993621,999.562645192398,9.73977553952021,14.375946669705,0.000976696577034342,29.320649911986,33.5,0.064,17.5,275
"Tarawera","5","Stratified",2007-02-21,2007,2,1.8,0.019,NA,7,8,9.6,341.0299988,0.952099979,0.853600025,71.85321808,87.17327881,480.0361633,484.610321,21.01810074,21.18320084,0.9568,18.6986399030062,858.559173857756,20.9979299068847,998.022578938731,12.0705871323451,999.518014095691,17.8379674096474,19.5884781057372,0.000976635300905608,47.7293845809736,87.5,2.274,150,66
"Rotomahana","2","Stratified",2007-02-21,2007,2,1.7,0.001,NA,31,7.7,5.24,704.7000122,0.926500022,0.935800016,79.06867981,86.43560791,1343.199951,1326.099976,22.81920052,21.82089996,1.1692,14.6277933648751,695.212154913485,22.1404401311548,997.768356198857,15.5807190616834,999.039095322733,13.6632334974628,16.2277890910241,0.000975949159983447,30.9252868470261,125,0.479,89,185
"Rotoma","1","Stratified",2007-02-25,2007,2,1,0.001,NA,4,7.6,12.57,NA,0.8813,0.843,71.15615,90.82436,156.5023,141.3327,20.9758,21.4326,0.877,22.456647510929,892.333893155241,20.4797761949469,998.133460293367,11.5829027908981,999.572501635386,22.0041958434098,22.8683859999588,0.00344453507154782,4.78107333666119,83,0.429,33.9,79
"Rotoehu","3","Polymictic",2007-02-25,2007,2,19,0.0245,NA,87,8.5,1.37,180.2400055,2.334199905,1.062600017,95.49092102,89.20519257,478.223938,465.2549744,22.21920013,20.75499916,1.657099962,4.50621831807418,93.1208733695958,22.1434118781045,997.767677683666,21.1856658374108,997.981720410927,4.50621831807418,4.50621831807418,0.00344516639866044,0.100331834450984,13.5,0.061,42.3,693
"Rotoiti","Okawa","Stratified",2007-02-25,2007,2,5,0.006,NA,33,8.5,3.12,204.6100006,0.993499994,NA,78.82157135,NA,175.8618011,NA,22.59189987,NA,NA,0,22.0867371581717,22.5471322603651,997.674675432053,NA,NA,NA,NA,0.00344532697242935,NA,124,1.042,578,555
"Rotoiti","3","Stratified",2007-02-25,2007,2,5.6,0.004,NA,18,7.4,6.17142857142857,323.6799927,0.907000005,0.892799973,83.62885284,94.81604004,176.1582947,168.8633118,22.14629936,21.61470032,1.4166,13.9541514543963,638.692921995724,21.7964334026794,997.846298419987,16.0021597225713,998.97171933971,12.3402405647417,15.417897199728,0.00344503067292042,2.11755905440521,124,1.042,578,555
"Okataina","1","Stratified",2007-02-25,2007,2,1.7,0.007,NA,7,7.6,12,614.8,0.9572,0.8464,78.46675,87.7545,94.98449,94.52913,21.3712,21.1849,0.9817,18.4284218299921,851.46504663252,20.8897918802993,998.045949166504,11.7830492173552,999.550507129148,17.3430935576344,19.3672141293238,0.00344468608089691,3.73201417904913,78.5,0.466,63.6,136
"Rotoehu","3","Polymictic",2007-02-26,2007,2,18.9,0.027,NA,100,8.7,1.78,180.2400055,2.334199905,1.062600017,95.49092102,89.20519257,478.223938,465.2549744,22.21920013,20.75499916,1.657099962,4.50621831807418,93.1208733695958,22.1434118781045,997.767677683666,21.1856658374108,997.981720410927,4.50621831807418,4.50621831807418,0.00344516639866044,0.100331834450984,13.5,0.061,42.3,693
"Rotoma","1","Stratified",2007-03-19,2007,3,0.9,0.006,NA,5,7.6,11.43,NA,0.801,0.795,68.33866,79.99233,134.7363,134.6038,19.3316,19.3388,0.9206,20.6406033555589,706.807381405484,19.3330849425345,998.368856868051,11.5703609128991,999.573862791119,19.5023906795833,22.3770231716662,0.0020749954360801,9.73968627417347,83,0.429,33.9,79
"Rotoehu","3","Polymictic",2007-03-19,2007,3,18.65,0.067,NA,109,8.35,2.19,366.1499939,1.682199955,1.514099956,68.70497894,63.98088837,446.67099,444.8333435,19.09379959,18.85689926,1.313899994,0,14.7708897882575,18.9321467142156,998.447868448762,NA,NA,NA,NA,0.00207491333268834,NA,13.5,0.061,42.3,693
"Rotoiti","Okawa","Stratified",2007-03-19,2007,3,7.4,0.028,NA,33,7.8,4.84,793.5900269,1.052299976,NA,80.19573212,NA,156.0938263,NA,17.40200043,NA,NA,0,7.04543863242841,17.3694118012879,998.739165971556,NA,NA,NA,NA,0.00207461072054859,NA,124,1.042,578,555
"Rotoiti","3","Stratified",2007-03-19,2007,3,9.3,0.027,NA,18,7.2,6.24285714285714,1053.5,0.90140003,0.90200001,70.03605652,72.25140381,155.224411,155.5422058,17.93619919,18.03639984,1.7907,20.29662694796,384.857035124878,17.9650987042385,998.631288691351,13.9244319981345,999.283687800351,19.1064203978593,21.0196171068096,0.00207472277257459,5.08404327910736,124,1.042,578,555
"Okataina","1","Stratified",2007-03-19,2007,3,1.3,0.001,NA,7,7.8,9.45,1114.8,0.8639,0.85,72.74538,80.96548,89.27469,89.72537,18.7904,18.9074,1.0659,19.635225727759,643.065128678126,18.8810918158374,998.457805735764,11.6790883197497,999.561995638924,18.7206967887118,21.5483282405466,0.00207490300723418,8.52144448872335,78.5,0.466,63.6,136
"Rotorua","5","Polymictic",2007-03-20,2007,3,NA,NA,NA,NA,NA,2.19,644.3499756,1.225700021,1.161399961,75.2478714,78.73365021,180.274826,181.3842163,18.73060036,18.84049988,3.3548,0,6.33285846816381,18.8168053122343,998.47027844013,NA,NA,NA,NA,0.00172370194930783,NA,44.8,0.802,482,601
"Rotorua","2","Polymictic",2007-03-20,2007,3,NA,NA,NA,NA,NA,2.33,521.0100098,1.110200047,1.082900047,70.61643982,77.95761871,181.8441315,181.0868225,18.49139977,18.78199959,3.6377,0,-6.90156758070663,18.7249559637883,998.488021391004,NA,NA,NA,NA,0.00172368663430444,NA,44.8,0.802,482,601
"Tikitapu","1","Stratified",2007-03-20,2007,3,0.966666666666667,0.02,NA,4.33333333333333,6.76666666666667,7.63,1292.8,0.9456,0.9243,70.72433,76.43428,14.06561,13.32879,18.8892,18.6093,1.0126,14.5375764668962,463.030991013681,18.7299735652891,998.487054473274,12.0700138323564,999.518079926568,13.2494323811374,16.4553855422894,0.00172368746889852,6.55875988222864,27.5,0.026,6,227
"Okareka","1","Stratified",2007-03-20,2007,3,2.15,0.0045,NA,9,7.95,7.44,257.9500122,0.8593,0.9092,66.33396912,79.24101257,66.93966675,66.68087769,18.95000076,18.6508007,1.1675,14.1746901193323,581.737361524437,18.7294082867576,998.487163418979,11.176217564321,999.615605883338,12.6457046857327,15.7976203650442,0.00172368737486208,7.88950530544314,33.5,0.064,17.5,275
"Rotoehu","3","Polymictic",2007-03-20,2007,3,18.4,0.107,NA,118,8,2.34333333333333,366.1499939,1.682199955,1.514099956,68.70497894,63.98088837,446.67099,444.8333435,19.09379959,18.85689926,1.313899994,0,14.7708897882575,18.9321467142156,998.447868448762,NA,NA,NA,NA,0.00207491333268834,NA,13.5,0.061,42.3,693
"Tarawera","5","Stratified",2007-03-20,2007,3,1.5,0.005,NA,9,8,9.38,1343.300049,0.9296,0.855799973,66.45163727,80.21444702,462.0734558,462.3414612,19.10989952,19.03079987,1.0113,22.5830764261513,662.828758805456,18.6652352933523,998.499508952755,11.8079002128767,999.547740437661,22.5779898319426,22.5892543220347,0.00172367671891969,14.2758587880113,87.5,2.274,150,66
"Okaro","1","Stratified",2007-03-21,2007,3,4.6,0.04,NA,23.5,8.75,1.79,901.19,1.5266,1.1992,93.16426,84.09825,91.37246,87.48101,18.4839,16.387,5.0508,8.44693353102778,366.461148071129,18.1405592731812,998.598766615625,11.6141449568177,999.569102178291,6.88245772860958,10.1991865961004,0.00228302640480764,1.70143515049151,18,0.003,3.6,1084
"Tikitapu","1","Stratified",2007-03-21,2007,3,0.9,0.018,NA,4,6.8,7.15333333333333,1292.8,0.9456,0.9243,70.72433,76.43428,14.06561,13.32879,18.8892,18.6093,1.0126,14.5375764668962,463.030991013681,18.7299735652891,998.487054473274,12.0700138323564,999.518079926568,13.2494323811374,16.4553855422894,0.00172368746889852,6.55875988222864,27.5,0.026,6,227
"Okareka","1","Stratified",2007-03-21,2007,3,2.3,0.001,NA,9,7.9,7.69333333333333,257.9500122,0.8593,0.9092,66.33396912,79.24101257,66.93966675,66.68087769,18.95000076,18.6508007,1.1675,14.1746901193323,581.737361524437,18.7294082867576,998.487163418979,11.176217564321,999.615605883338,12.6457046857327,15.7976203650442,0.00172368737486208,7.88950530544314,33.5,0.064,17.5,275
"Rerewhakaaitu","1","Polymictic",2007-03-21,2007,3,2.35,0.0105,NA,10,7.65,4.61,1025.1,0.9948,0.994,75.73457,81.36936,61.58055,59.52959,18.4009,17.4853,1.4371,2.07665433491963,44.3170570621461,18.3369036810233,998.561973730611,17.5603782634965,998.705010812901,2.07665433491963,2.07665433491963,0.00228306846446766,0.0500705661709557,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2007-03-21,2007,3,5.7,0.012,NA,44,7.7,5.38,1269.5,0.940599978,0.943000019,76.11504364,84.40946198,1285.5,1274.800049,20.26409912,19.83379936,1.4365,20.6475544776937,458.157092807119,19.8931221598546,998.255622889419,15.7477385471057,999.012639625083,19.9612250887427,21.5973588387278,0.00228341875865896,5.17637252530217,125,0.479,89,185
"Okaro","1","Stratified",2007-03-22,2007,3,7.6,0.013,NA,29,8.9,2.04,901.19,1.5266,1.1992,93.16426,84.09825,91.37246,87.48101,18.4839,16.387,5.0508,8.44693353102778,366.461148071129,18.1405592731812,998.598766615625,11.6141449568177,999.569102178291,6.88245772860958,10.1991865961004,0.00228302640480764,1.70143515049151,18,0.003,3.6,1084
"Rerewhakaaitu","1","Polymictic",2007-03-22,2007,3,2.6,0.008,NA,11,7.8,5.115,1025.1,0.9948,0.994,75.73457,81.36936,61.58055,59.52959,18.4009,17.4853,1.4371,2.07665433491963,44.3170570621461,18.3369036810233,998.561973730611,17.5603782634965,998.705010812901,2.07665433491963,2.07665433491963,0.00228306846446766,0.0500705661709557,15.8,0.037,40.6,1107
"Rotoma","1","Stratified",2007-04-22,2007,4,0.9,0.001,NA,4,7.5,11.71,NA,0.8108,0.8061,64.72657,80.50667,127.8746,128.8647,17.2097,17.4711,1.011,24.5904085130785,520.186252607625,17.4075064294182,998.732384997935,11.4870171485646,999.582856641942,23.505824549082,26.206019318393,0.000109760879418897,3040.86589330642,83,0.429,33.9,79
"Rotoiti","Okawa","Stratified",2007-04-22,2007,4,5,0.015,NA,28.5,7.85,4.85,270.75,1.01789999,NA,81.23027802,NA,144.661087,NA,15.72319984,NA,NA,0,7.56425297348753,15.6665997950583,999.025532327751,NA,NA,NA,NA,0.000109744774490439,NA,124,1.042,578,555
"Okataina","1","Stratified",2007-04-22,2007,4,1.3,0.004,NA,9,7.7,13.49,328.29,0.8087,0.8002,69.94736,81.21557,85.48681,86.10736,16.9046,17.1693,1.1494,22.5347752570508,484.205791349312,17.1167228708424,998.78373514019,11.4460185198246,999.58724811687,21.5662634476881,23.6702928639796,0.000109758057832492,2575.83750127242,78.5,0.466,63.6,136
"Okareka","1","Stratified",2007-04-23,2007,4,3.4,0.016,NA,7,7.8,7.94666666666667,997.9199829,0.9634,0.9058,72.34693146,76.78514099,63.38261032,63.13579941,16.52009964,16.35400009,1.1755,16.6627004866732,396.392339884798,16.3889554617318,998.908082684912,11.1323874558282,999.620123680096,15.465904982491,18.0927862398555,0.00114614698888716,14.3452170162001,33.5,0.064,17.5,275
"Rotoehu","3","Polymictic",2007-04-23,2007,4,14.7,0.108,NA,66,7.9,2.49666666666667,389.8399963,1.110999942,1.179999948,82.62837982,84.4422226,426.8947449,422.9025269,16.68260002,16.0177002,3.158499956,0,19.8148972283228,16.3271719219912,998.918362380817,NA,NA,NA,NA,0.00010975066137102,NA,13.5,0.061,42.3,693
"Rotoiti","Okawa","Stratified",2007-04-23,2007,4,2.6,0.002,NA,24,7.9,3.74,270.75,1.01789999,NA,81.23027802,NA,144.661087,NA,15.72319984,NA,NA,0,7.56425297348753,15.6665997950583,999.025532327751,NA,NA,NA,NA,0.000109744774490439,NA,124,1.042,578,555
"Rotoiti","3","Stratified",2007-04-23,2007,4,5.7,0.016,NA,14,7.2,6.31428571428571,367.2600098,0.87349999,0.909500003,69.87998962,80.55357361,149.0784607,149.1569214,16.98419952,16.87509918,1.7132,29.5,202.867792456089,16.7551713603143,998.846259109318,14.72019958,999.170233413327,28.8447871073442,30,0.000109754622560671,1404.52169214452,124,1.042,578,555
"Tarawera","5","Stratified",2007-04-23,2007,4,1.8,0.03,NA,9,7.8,7.69,966.7800293,0.860300004,0.856899977,67.89933014,78.62449646,439.7855225,442.0395508,16.97039986,17.05669975,1.2465,24.4005341598643,475.51261421918,17.0440785463676,998.796415773777,11.7191320811227,999.557586853357,23.2948905446488,25.2607600966453,0.00114621105755765,24.8975889692994,87.5,2.274,150,66
"Tikitapu","1","Stratified",2007-04-24,2007,4,1.2,0.001,NA,2,6.8,6.67666666666667,1150.9,0.8536,0.854,71.30688,76.79473,13.03136,12.80113,16.6073,16.3162,1.1054,17.3028767107903,322.134152864962,16.4109141406348,998.904418657349,12.0677055279503,999.518344942323,16.0653413887533,18.69500423363,0.00114614909094529,12.0764792536059,27.5,0.026,6,227
"Okaro","1","Stratified",2007-04-25,2007,4,7.65,0.0075,NA,25.5,8.45,2.29,355.84,1.3892,1.4016,76.89808,79.70218,83.93353,82.55908,15.42,15.0274,4.4668,9.66766840146998,228.629698026257,15.1772609156284,999.101662495003,10.9918745476712,999.634438660324,8.82326095675998,11.0246415368832,0.0016647660352407,2.31948793290614,18,0.003,3.6,1084
"Rerewhakaaitu","1","Polymictic",2007-04-25,2007,4,3,0.031,NA,2,7.5,5.62,282.23,0.9036,0.9072,74.42771,80.25738,56.51335,56.12987,15.286,14.8471,1.4693,0,25.993144450873,15.0443272460109,999.121859979533,NA,NA,NA,NA,0.00166474920833623,NA,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2007-04-25,2007,4,4.4,0.007,NA,58,7.2,5.59,318.5799866,1.190199971,0.977400005,63.38859177,71.95314789,1208.400024,1214,17.69319916,17.73629951,1.935,25.7931184791183,199.856702294643,17.7242266202097,998.675383055695,16.0442791959013,998.964872989443,25.7931184791183,25.7931184791183,0.00166512129573479,5.27112212673929,125,0.479,89,185
"Okaro","1","Stratified",2007-04-26,2007,4,7.7,0.002,NA,22,8,2.565,355.84,1.3892,1.4016,76.89808,79.70218,83.93353,82.55908,15.42,15.0274,4.4668,9.66766840146998,228.629698026257,15.1772609156284,999.101662495003,10.9918745476712,999.634438660324,8.82326095675998,11.0246415368832,0.0016647660352407,2.31948793290614,18,0.003,3.6,1084
"Rotoma","1","Stratified",2007-05-21,2007,5,0.9,0.015,NA,3,7.6,12.11,NA,0.8693,0.8598,59.0863,72.92038,123.9215,123.7944,15.6075,15.7935,1.1036,27.3636741338584,361.06707055355,15.7656180927471,999.009788365856,11.4551711204773,999.586269633981,26.2840349807984,28.2083693278855,0.00243336958484537,4.7073869607835,83,0.429,33.9,79
"Rotoehu","3","Polymictic",2007-05-21,2007,5,11,0.0805,NA,55,7.9,2.65,333.9299927,1.267500043,1.17990005,72.77642059,78.04595184,414.0727234,406.5053711,15.2883997,14.41390038,2.191800117,0,21.8703818457691,14.7872818512709,999.160323904148,NA,NA,NA,NA,0.00243318626972076,NA,13.5,0.061,42.3,693
"Rotoiti","Okawa","Stratified",2007-05-21,2007,5,3.6,0.009,NA,22,7.3,4.85,849.7999878,0.910300016,NA,70.95503998,NA,138.6608734,NA,14.39640045,NA,NA,0,3.85481519804642,14.356283678509,999.223058927941,NA,NA,NA,NA,0.00243310988617798,NA,124,1.042,578,555
"Rotoiti","3","Stratified",2007-05-21,2007,5,6.2,0.014,NA,16,6.9,6.38571428571429,625.8900146,0.886600018,0.891499996,72.47241974,74.77526855,145.1340637,144.4363251,15.6072998,15.40170002,1.746,0,39.6234307359334,15.2777866144926,999.086251221207,NA,NA,NA,NA,0.00243327646678551,NA,124,1.042,578,555
"Okataina","1","Stratified",2007-05-21,2007,5,1.5,0.006,NA,7,7.6,13.04,447.56,0.8054,0.8389,65.54046,78.95253,82.41904,82.26717,15.4769,15.4026,1.1977,25.5085984044385,327.261871377276,15.414375358666,999.06512170693,11.3928302650104,999.592912975676,24.7873176821376,26.2426074836256,0.00243330219767977,3.99574308075017,78.5,0.466,63.6,136
"Tikitapu","1","Stratified",2007-05-22,2007,5,1.4,0.0055,NA,3.5,6.65,6.2,38.97,0.8751,0.8584,68.08915,75.59645,12.72517,12.40843,14.6344,14.5578,1.4765,20.1385825695766,214.722962733982,14.5759952565871,999.191354651527,11.862546464572,999.541628884724,19.244373557317,20.6310961558306,0.00204635687073676,2.89676422762618,27.5,0.026,6,227
"Okareka","1","Stratified",2007-05-22,2007,5,4.2,0.01,NA,9,7.6,8.2,137.7400055,0.9064,0.9093,64.88671875,78.40364075,67.11672974,60.28888702,14.55550003,14.53409958,1.4654,18.5818420113702,251.016018879875,14.5319813978111,999.197751968488,11.140036349429,999.619337065949,18.0995181373867,19.1657079253537,0.0020463503198741,3.16448514721446,33.5,0.064,17.5,275
"Rotoehu","3","Polymictic",2007-05-22,2007,5,7.3,0.053,NA,44,7.9,3.31,333.9299927,1.267500043,1.17990005,72.77642059,78.04595184,414.0727234,406.5053711,15.2883997,14.41390038,2.191800117,0,21.8703818457691,14.7872818512709,999.160323904148,NA,NA,NA,NA,0.00243318626972076,NA,13.5,0.061,42.3,693
"Tarawera","5","Stratified",2007-05-22,2007,5,1.6,0.011,NA,4,7.8,6,289.1099854,0.926400006,0.905499995,77.66699219,84.28588867,425.0131531,425.0245056,15.53110027,15.52960014,1.2369,28.1897352573818,334.263128177524,15.5233220011978,999.048112158307,11.6852345644108,999.561320276037,27.3911166085708,28.5958999927372,0.00204650356775283,6.33043895056294,87.5,2.274,150,66
"Okaro","1","Stratified",2007-05-23,2007,5,8.1,0.089,NA,46,7.4,2.84,155.67,1.1644,1.0013,56.4375,57.92811,87.85255,80.69454,13.7702,13.5053,1.4479,11.540546253637,156.934270948034,13.5789092092305,999.330573000501,10.8563090445178,999.648005585327,11.0222319974176,12.106383477983,0.00186389255534463,1.48003184164375,18,0.003,3.6,1084
"Tikitapu","1","Stratified",2007-05-23,2007,5,1.6,0.01,NA,5,6.5,6.165,38.97,0.8751,0.8584,68.08915,75.59645,12.72517,12.40843,14.6344,14.5578,1.4765,20.1385825695766,214.722962733982,14.5759952565871,999.191354651527,11.862546464572,999.541628884724,19.244373557317,20.6310961558306,0.00204635687073676,2.89676422762618,27.5,0.026,6,227
"Rerewhakaaitu","1","Polymictic",2007-05-23,2007,5,2.4,0.021,NA,6.5,7.5,5.5,368.01,0.9641,0.9079,65.95632,69.27701,53.87281,53.26318,13.3768,13.0847,1.3849,0,10.6648093708383,13.1754207274593,999.383478926352,NA,NA,NA,NA,0.00186384321879439,NA,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2007-05-23,2007,5,2.9,0.009,NA,55,6.9,5.8,226.6799927,0.901899993,0.852500021,60.05057907,72.74980927,1169.699951,1180.099976,16.36700058,16.54229927,1.4869,0,44.1488751413574,16.3674101204472,998.911672398098,NA,NA,NA,NA,0.00186428333257549,NA,125,0.479,89,185
"Rerewhakaaitu","1","Polymictic",2007-05-24,2007,5,1.8,0.011,NA,11,7.5,6.335,368.01,0.9641,0.9079,65.95632,69.27701,53.87281,53.26318,13.3768,13.0847,1.3849,0,10.6648093708383,13.1754207274593,999.383478926352,NA,NA,NA,NA,0.00186384321879439,NA,15.8,0.037,40.6,1107
"Okaro","1","Stratified",2007-06-18,2007,6,11.25,0.347,NA,79,7.3,2.03,305.53,1.1262,1.1369,38.84037,38.93233,77.68072,77.12921,10.5739,10.3908,3.9491,0,3.46136505259349,10.4336103998651,999.688759612498,NA,NA,NA,NA,0.000659716552029733,NA,18,0.003,3.6,1084
