"lake","site","laketype","date","year","month","chla_ugL_INT","NH4_mgL","TN_mgm3","TP_mgm3","pH","secchi_m","PAR_umolm2s_1","turbidity_ntu_1","turbidity_ntu_8","DO_sat_1","DO_sat_8","SpC_uScm_1","SpC_uScm_8","temp_C_1","temp_C_8","chla_ugL_8","thermo_depth","schmidt_stability","epi_temp","epi_dens","hypo_temp","hypo_dens","meta_top","meta_bot","uStar","lake_num","depth_m","volume_km2","catchment_km2","ratio_km2"
"Okareka","1","Stratified",2009-02-17,2009,2,2.1,0.005,NA,6,8.04,8.98,968.8900146,1.2527,1.219,68.84236145,85.21247101,72.87729645,72.9360733,21.78879929,21.94610023,1.7618,9.6246770563176,820.798763834043,21.969819755491,997.807163360269,10.4170861135803,999.690304922578,8.34472779417456,13.2969206177948,0.00147928574822401,11.4987302126857,33.5,0.064,17.5,275
"Rotoehu","3","Polymictic",2009-02-17,2009,2,28.7,0.033,NA,85,8.52,2.355,825.3499756,3.154500008,1.951200008,82.91982269,43.52944946,501.2681885,502.8956604,22.39800072,21.87170029,1.906399965,0,29.0635992799814,22.1650932508307,997.762724659961,NA,NA,NA,NA,0.0017673501431199,NA,13.5,0.061,42.3,693
"Tarawera","5","Stratified",2009-02-17,2009,2,2.2,0.005,NA,7,8.13,7.36,55.73799896,1.355999947,1.360399961,94.24597931,104.9115067,497.5528564,497.7115173,21.88240051,21.93569946,2.5959,16.5659104802654,929.901428046746,21.911544639916,997.820350574349,11.7039723616905,999.559258340524,13.9869542517256,18.4748486124527,0.00147927597305642,19.5431730715608,87.5,2.274,150,66
"Okaro","1","Stratified",2009-02-18,2009,2,5.9,0.011,954.8,22,8.79,2.775,268.44,2.3525,2.3047,96.77682,2.78051,103.6606,81.32273,23.117,11.5064,5.1451,5.43519193966793,611.035296619947,22.955885184071,997.578856256438,10.0879363392317,999.720330717527,3.17456452687314,8.1557785649979,0.00442176811300587,0.501569810005998,18,0.003,3.6,1084
"Rerewhakaaitu","1","Polymictic",2009-02-18,2009,2,4.7,0.067,NA,12,7.22,3.775,288.63,1.6631,2.4505,67.70461,44.50076,66.26614,65.70173,22.0279,21.0726,2.3472,10.5,206.951418604884,21.6465457011759,997.879884073699,19.2901,998.377410159569,9.70650647574362,11,0.00442110111108241,0.310965407548654,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2009-02-18,2009,2,7.9,0.005,NA,28,7.42,NA,574.6099854,1.763399959,1.93780005,85.86759186,111.3357773,1356.599976,1363.099976,22.83849907,22.75729942,5.3178,15.3023414164414,759.673711887448,22.6446833234079,997.651958693951,15.077754720681,999.116800677966,14.0544766949258,16.4262716025469,0.00442160610863856,1.67868356278114,125,0.479,89,185
"Rotoma","1","Stratified",2009-03-16,2009,3,1.1,0.013,NA,2,7.44,17.89,NA,1.253,1.1687,94.85992,97.41236,133.8863,133.9468,19.3987,19.4143,1.0296,19.0683535240052,694.062104157065,19.4034270382439,998.354817416197,11.1469147385477,999.618629041666,17.4878109886359,21.6701721707936,0.00271302983755124,5.23079435923773,83,0.429,33.9,79
"Rotoehu","3","Polymictic",2009-03-16,2009,3,24.55,0.019,NA,69.5,8.375,2.4,135.0599976,3.045000076,2.591099977,72.78119659,91.91433716,452.7763672,451.7419434,18.63960075,18.3173008,6.134399891,0,19.0096230952877,18.5426378980136,998.522970047771,NA,NA,NA,NA,0.00271280138896852,NA,13.5,0.061,42.3,693
"Rotoiti","Okawa","Stratified",2009-03-16,2009,3,11.4,0.005,NA,30,7.43,3.4,276.4100037,2.251199961,NA,77.42555237,NA,146.4611053,NA,18.14570045,NA,NA,0,9.72419727865775,18.1354043408745,998.599726912613,NA,NA,NA,NA,0.00271269712790906,NA,124,1.042,578,555
"Rotoiti","3","Stratified",2009-03-16,2009,3,5.4,0.01,NA,18,7.25,8.5,154.9499969,1.516000032,1.50059998,85.81260681,92.35707855,151.465744,152.0090485,18.95820045,19.00720024,3.6602,21.5,158.496872571265,18.742335807684,998.484671043391,17.4182086239901,998.730477061186,21.5,21.5,0.00271285341610474,1.31304821575674,124,1.042,578,555
"Okataina","1","Stratified",2009-03-16,2009,3,3.7,0.005,NA,10,7.86,9.5,140.39,1.28,1.2376,77.67739,99.65258,91.08323,91.28894,19.2665,19.3566,2.3033,19.071463358974,682.415683006427,19.3370954847584,998.36805783031,11.311233144082,999.60153256751,17.7716102184372,20.4838463837046,0.00271301184731339,5.02463564994142,78.5,0.466,63.6,136
"Rotorua","5","Polymictic",2009-03-17,2009,3,NA,NA,NA,NA,NA,1.89,336.9700012,3.680799961,3.620500088,89.36327362,95.55838776,183.3890533,183.3466644,18.82029915,18.81749916,9.5528,0,16.3473383923252,18.8128021862956,998.471053641488,NA,NA,NA,NA,0.00131873783692033,NA,44.8,0.802,482,601
"Rotorua","2","Polymictic",2009-03-17,2009,3,NA,NA,NA,NA,NA,1.85,281.1300049,3.569099903,3.284800053,86.13033295,93.93466187,185.1617584,185.2015533,18.82909966,18.88800049,8.8214,0,0.489677536951457,18.8825540014798,998.457521527772,NA,NA,NA,NA,0.0013187467733295,NA,44.8,0.802,482,601
"Tikitapu","1","Stratified",2009-03-17,2009,3,1,0.019,NA,12,6.59,7.39,224.81,1.3351,1.2985,86.39132,95.05135,13.64256,13.62583,18.724,18.8191,1.4326,14.1061106777684,569.37062097111,18.797997976722,998.473918958776,11.3397007040397,999.59853513877,12.6934110948447,16.5913525986086,0.00131873594473018,13.5827578895825,27.5,0.026,6,227
"Okareka","1","Stratified",2009-03-17,2009,3,2.7,0.011,NA,7,7.76,9.25,58.83599854,1.3409,1.2708,80.23757172,94.54062653,67.03900909,67.04124451,18.34539986,18.53840065,1.722,12.5293378058358,561.594881217051,18.4735495539462,998.536119386276,10.3059068796207,999.70060803959,11.2712878843578,14.5044622400413,0.00131869487099466,11.7914806744661,33.5,0.064,17.5,275
"Rotoehu","3","Polymictic",2009-03-17,2009,3,20.4,0.005,NA,54,8.23,2.93,135.0599976,3.045000076,2.591099977,72.78119659,91.91433716,452.7763672,451.7419434,18.63960075,18.3173008,6.134399891,0,19.0096230952877,18.5426378980136,998.522970047771,NA,NA,NA,NA,0.00271280138896852,NA,13.5,0.061,42.3,693
"Tarawera","5","Stratified",2009-03-17,2009,3,1.4,0.012,NA,8,8.01,9.56,16.04500008,1.330500007,1.322900057,82.89714813,96.02275848,462.2946777,464.9576416,19.02149963,19.14139938,2.0207,18.451170971377,650.501239144952,19.1138206699768,998.412280132084,11.4751692575628,999.584127925722,17.0098723482176,21.1688590827084,0.00131877665140187,20.2302035227218,87.5,2.274,150,66
"Okaro","1","Stratified",2009-03-18,2009,3,8.25,0.025,909.6,20.5,8.045,2.8,874.81,2.2267,2.7662,98.04657,14.80493,94.35398,84.99055,19.1522,12.9312,18.4965,6.89018086466874,412.954718694265,18.7233315399369,998.488334367515,10.1086327074617,999.718485259335,5.58885619600486,9.30120390432651,0.0037446669784187,0.621136770224087,18,0.003,3.6,1084
"Rerewhakaaitu","1","Polymictic",2009-03-18,2009,3,6.2,0.027,NA,10,7.49,4.115,779.26,1.5258,1.5589,91.92509,79.88173,60.53778,60.32765,17.9104,17.5177,2.3857,0,27.7084299280805,17.7206568287777,998.676031728975,NA,NA,NA,NA,0.00374431506392525,NA,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2009-03-18,2009,3,6.7,0.005,NA,57,7.59,NA,76.59999847,1.775400043,1.436699986,96.34239197,90.19728088,1280,1270,20.19459915,19.85230064,3.564,17.8191914369476,473.391081161955,19.96703940646,998.240429575507,15.3325601058787,999.077804260907,16.8930327496539,19.1367065486288,0.0037451319281607,1.72361441934012,125,0.479,89,185
"Okareka","1","Stratified",2009-04-21,2009,4,4.1,0.005,NA,10,7.6,8.15,1127.900024,1.331,1.3327,79.12895966,90.09300232,62.67113876,62.65899277,15.52000046,15.46780014,2.2278,15.475773821674,338.781407757144,15.4978241460603,999.052105466228,10.1419922459252,999.715498610602,14.0452754556573,17.0518714734851,0.00110905262875068,12.1325435260444,33.5,0.064,17.5,275
"Rotoma","1","Stratified",2009-04-21,2009,4,0.9,0.011,NA,2,7.3,15.9,NA,1.2008,1.1841,97.10293,95.39725,125.6895,126.4708,16.5749,16.711,1.0579,23.0854796282219,455.767186022381,16.6790644284097,998.859232541474,11.0715254699788,999.626355641679,21.8405120840003,24.1572167846411,0.00110915969884238,24.1404889863269,83,0.429,33.9,79
"Rotoehu","3","Polymictic",2009-04-21,2009,4,12.7,0.015,NA,41,8.065,3.46,883.9799805,2.10529995,1.979699969,89.13787842,89.92420197,435.5748596,432.5525818,15.89630032,15.34119987,3.438199997,0,15.6150984351737,15.578570878295,999.039433483339,NA,NA,NA,NA,0.00110905966243268,NA,13.5,0.061,42.3,693
"Rotoiti","Okawa","Stratified",2009-04-21,2009,4,5.1,0.005,NA,31,7.1,5.16,758.2299805,1.530599952,NA,77.19429779,NA,135.306488,NA,15.02910042,NA,NA,0,3.79833970441349,14.9643974478209,999.133904126383,NA,NA,NA,NA,0.00110900722899217,NA,124,1.042,578,555
"Rotoiti","3","Stratified",2009-04-21,2009,4,7.1,0.005,NA,18,7.1,7.8,921.6699829,1.604599953,1.655200005,84.57850647,94.4679184,147.2688904,146.2324524,16.93930054,16.67630005,5.027,21.3623181115612,318.248075779446,16.6918281376126,998.857061374851,12.9618947328957,999.410666014017,20.1892781315168,22.1883173267758,0.00110916090430475,15.5332199229788,124,1.042,578,555
"Okataina","1","Stratified",2009-04-21,2009,4,3.4,0.005,NA,11,7.6,9.275,811.81,1.2867,1.273,86.92606,97.53983,85.14502,86.09218,16.3904,16.7014,2.746,21.8531628602456,438.174381178994,16.6350055984524,998.866712970808,11.0507766523196,999.628469202183,20.9313607776628,23.3253196141889,0.00110915554563246,22.3303109812699,78.5,0.466,63.6,136
"Tarawera","5","Stratified",2009-04-21,2009,4,1.6,0.005,NA,10,6.8,8.73,469.1300049,1.397199988,1.386500001,86.19380951,94.17526245,435.6744385,439.6580505,16.2614994,16.52960014,1.9026,23.2909942739875,422.653647134285,16.3958243512451,998.906937132171,11.4108661750652,999.590996134254,23.0751266573142,23.4081599706628,0.00110913321357171,22.62476994079,87.5,2.274,150,66
"Rotorua","5","Polymictic",2009-04-22,2009,4,NA,NA,NA,NA,NA,1.4,146.4400024,5.224299908,5.109399796,86.84220886,91.89742279,172.8830719,173.7717133,15.61240005,15.70940018,3.7175,0,30.769913097395,15.6429486702452,999.029276052337,NA,NA,NA,NA,0.00292020059778448,NA,44.8,0.802,482,601
"Rotorua","2","Polymictic",2009-04-22,2009,4,NA,NA,NA,NA,NA,1.375,219.1199951,5.264999866,5.003600121,84.58265686,94.49504852,170.7223969,173.0729065,15.04559994,15.72599983,3.4728,0,-13.0356211781615,15.5876518086005,999.038003624583,NA,NA,NA,NA,0.00292018784235513,NA,44.8,0.802,482,601
"Tikitapu","1","Stratified",2009-04-22,2009,4,1.1,0.012,NA,15.5,6.995,5.95,516.56,1.439,1.4367,94.28234,93.93341,13.01898,12.98108,16.0775,16.0059,1.7668,17.2905242834929,325.230126860663,16.0301953761337,998.967164528217,11.8322311034285,999.545024012633,16.0477626014156,18.3119842110414,0.00292029137919205,1.85642953598488,27.5,0.026,6,227
"Rotoehu","3","Polymictic",2009-04-22,2009,4,5,0.025,NA,28,7.9,3.65666666666667,883.9799805,2.10529995,1.979699969,89.13787842,89.92420197,435.5748596,432.5525818,15.89630032,15.34119987,3.438199997,0,15.6150984351737,15.578570878295,999.039433483339,NA,NA,NA,NA,0.00110905966243268,NA,13.5,0.061,42.3,693
"Okaro","1","Stratified",2009-04-23,2009,4,10.6,0.039,864.4,19,7.3,3.72,133.16,1.8119,1.6688,63.12718,76.99588,84.90974,85.85358,14.4866,14.6661,7.9137,8.80163243067503,210.565886064659,14.6710665180382,999.177457563148,10.0132349836614,999.726944074929,7.95887366722417,10.1473400210793,0.00506986408685931,0.210103894723926,18,0.003,3.6,1084
"Tikitapu","1","Stratified",2009-04-23,2009,4,1.2,0.005,NA,19,7.4,5.81,516.56,1.439,1.4367,94.28234,93.93341,13.01898,12.98108,16.0775,16.0059,1.7668,17.2905242834929,325.230126860663,16.0301953761337,998.967164528217,11.8322311034285,999.545024012633,16.0477626014156,18.3119842110414,0.00292029137919205,1.85642953598488,27.5,0.026,6,227
"Rerewhakaaitu","1","Polymictic",2009-04-23,2009,4,7.7,0.005,NA,15,7.6,4.05,256.77,1.5293,1.5048,72.71764,89.9464,56.68157,56.74082,14.4913,14.5339,3.7618,0,1.65094334196183,14.5077417023098,999.201265295833,NA,NA,NA,NA,0.0050698036872721,NA,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2009-04-23,2009,4,6.4,0.029,NA,43,7.3,NA,102.4700012,1.479500055,1.388100028,68.17915344,85.34298706,1163.599976,1204.5,16.19669914,17.23929977,3.9929,25.1673729187403,163.978448419693,17.0666509595047,998.792481926636,15.594303907403,999.036955594932,25.1673729187403,25.1673729187403,0.0050708410596299,0.454993909115574,125,0.479,89,185
"Rotoma","1","Stratified",2009-05-18,2009,5,1.3,0.005,NA,2,7.7,15.51,NA,1.236,1.2412,92.95854,92.81307,118.5402,118.5511,14.1936,14.2,1.4055,27.7540180648041,239.021035989369,14.1959149078626,999.245835407113,11.0706007547039,999.626449956309,27.3727414197211,28.5446085876285,0.00388252466177287,1.25605599610896,83,0.429,33.9,79
"Rotoiti","Okawa","Stratified",2009-05-18,2009,5,4.5,0.016,NA,26,7.1,5.17,642.5999756,2.337300062,NA,92.21286011,NA,123.6198273,NA,12.26690006,NA,NA,0,2.31929193467551,12.2432396010858,999.497999452533,NA,NA,NA,NA,0.00388203486845477,NA,124,1.042,578,555
"Okataina","1","Stratified",2009-05-18,2009,5,3.5,0.005,NA,11,7.4,11.81,196.21,1.2314,1.21,70.45541,92.80587,79.78623,80.56871,13.7361,14.0941,2.2899,27.6283517146178,219.067218346975,14.0293655752021,999.269162487932,11.0699574336222,999.626515564094,27.0848723603456,28.3808766053271,0.00388247934440567,1.14192789095846,78.5,0.466,63.6,136
"Rotorua","5","Polymictic",2009-05-19,2009,5,NA,NA,NA,NA,NA,1.35,293.1099854,5.70870018,5.691699982,95.70735931,94.97792816,162.9512177,162.7400055,12.98729992,12.94540024,3.7308,0,4.11154894981471,12.9502576733509,999.41213148796,NA,NA,NA,NA,0.00352892123408385,NA,44.8,0.802,482,601
"Rotorua","2","Polymictic",2009-05-19,2009,5,NA,NA,NA,NA,NA,1.41,263.9299927,5.680500031,5.321800232,90.09230042,94.12715149,162.7460938,162.5809326,13.05169964,12.99230003,4.3901,0,2.68497353016047,13.0101842299429,999.404566912697,NA,NA,NA,NA,0.00352893458940593,NA,44.8,0.802,482,601
"Tikitapu","1","Stratified",2009-05-19,2009,5,1.7,0.023,NA,6,7.3,5.67,550.98,1.6262,1.5624,66.99883,84.21521,12.37824,12.36702,12.9247,13.083,2.6508,21.5,137.829297917939,13.0233923924932,999.402893655497,10.7964,999.653924491181,20.7838816104712,22,0.00352893754357625,0.67077456828807,27.5,0.026,6,227
"Okareka","1","Stratified",2009-05-19,2009,5,3.9,0.005,NA,6,6.8,9.96,227,1.3355,1.3533,77.11514282,84.85356903,57.80813217,57.99943924,12.45040035,12.55020046,2.5279,18.8986633306818,142.691140825812,12.5340435812222,999.463438450152,10.2728193377962,999.703642624506,18.8298900356064,19.3151115152467,0.00352883065520669,0.619147634040232,33.5,0.064,17.5,275
"Rotoehu","3","Polymictic",2009-05-19,2009,5,5.6,0.005,NA,35,7.6,3.85333333333333,163.3500061,2.193900108,2.313999891,81.53391266,85.16706085,405.3479004,405.1676636,12.68980026,12.65359974,5.572400093,0,2.53936633133485,12.6744226996495,999.446375246952,NA,NA,NA,NA,0.00388213512614905,NA,13.5,0.061,42.3,693
"Rotoiti","3","Stratified",2009-05-19,2009,5,6.8,0.005,NA,14,7.1,8.3,699.9299927,1.643300056,1.506899953,79.65847778,92.67179108,137.5645905,137.6531677,14.05459976,14.0802002,5.4897,22.5832304904426,84.9932608811555,14.0309946350892,999.268935938834,13.1104888461814,999.391805949748,22.5832304904426,22.5832304904426,0.00388247978451349,0.36086008268704,124,1.042,578,555
"Tarawera","5","Stratified",2009-05-19,2009,5,2.3,0.014,NA,14,7.2,8.19,23.97599983,1.535899997,1.39230001,74.94882965,79.44497681,410.7765198,416.7277832,13.67269993,14.06130028,3.0426,27.6796076238107,206.817000472069,14.0133890134363,999.271382609266,11.4124727251577,999.590825187921,27.465545454813,28.031941454649,0.00352916975226751,1.30552344332059,87.5,2.274,150,66
"Okaro","1","Stratified",2009-05-20,2009,5,7.4,0.33,819.2,52,6.9,4.27,301.44,1.7726,1.9063,97.84061,54.11515,79.84541,80.25981,11.4842,11.4701,5.6089,12.0969368420209,67.8170537547934,11.4650709347502,999.585210053314,10.0788547829761,999.721138697324,12.0969368420209,12.0969368420209,0.00339136943188211,0.202072739671649,18,0.003,3.6,1084
"Rerewhakaaitu","1","Polymictic",2009-05-20,2009,5,6.1,0.014,NA,12,6.7,4.32,429.3,1.6464,1.6632,89.86805,89.36178,51.35583,51.26318,10.9318,10.9,4.4872,0,0.926237620598701,10.913450082241,999.642316383917,NA,NA,NA,NA,0.00339127256151818,NA,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2009-05-20,2009,5,1.7,0.005,NA,60,6.6,NA,274.0100098,1.325099945,1.287799954,65.46427917,66.48657227,1150.5,1151.699951,15.31340027,15.42199993,1.7951,0,-7.97910470808,15.4523274177502,999.059212055712,NA,NA,NA,NA,0.00339226208107338,NA,125,0.479,89,185
"Okaro","1","Stratified",2009-06-18,2009,6,6.2,0.59,774,80,7.1,5.385,372.71,1.4832,1.4945,51.24561,59.99811,76.0047,75.85933,8.8126,8.7441,4.0734,0,-0.190866439644836,8.76732925814506,999.826112711398,NA,NA,NA,NA,0.00338411383164361,NA,18,0.003,3.6,1084
"Rerewhakaaitu","1","Polymictic",2009-06-18,2009,6,3.9,0.005,NA,5,7.5,4.675,338.87,1.6889,1.7192,64.11423,87.31755,46.2163,46.1899,7.8488,7.8069,3.9356,0,4.07113761872299,7.82137926471096,999.887080954071,NA,NA,NA,NA,0.00338401065668391,NA,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2009-06-18,2009,6,3,0.005,NA,47,6.8,NA,213.6000061,1.352399945,1.343799949,79.68691254,76.24765778,1100.900024,1119.800049,14.11880016,14.31729984,2.8696,0,-1.62877146158745,14.3026655660479,999.230708394653,NA,NA,NA,NA,0.00338512191511365,NA,125,0.479,89,185
"Rotoma","1","Stratified",2009-06-21,2009,6,1.2,0.005,NA,2,7.1,14.6,NA,1.2406,1.2284,66.95767,69.13826,107.484,108.3737,10.8067,11.0646,1.2702,0,1.55727549245529,11.0509461407785,999.62845196009,NA,NA,NA,NA,0.00290787604074228,NA,83,0.429,33.9,79
"Rotoehu","3","Polymictic",2009-06-21,2009,6,4.8,0.005,NA,27,7.75,4.05,619,1.937999964,1.927700043,97.41819,82.48026276,359.5468445,358.7378235,8.571299553,8.448699951,3.45359993,0,1.97590546956351,8.50791588015294,999.844080172099,NA,NA,NA,NA,0.00290756246488902,NA,13.5,0.061,42.3,693
"Rotoiti","Okawa","Stratified",2009-06-21,2009,6,1.6,0.005,NA,18,7.3,3.47,406.6700134,1.24969995,NA,76.57511902,NA,106.4390717,NA,7.916200161,NA,NA,0,1.13601437426018,7.84864684003653,999.885500111114,NA,NA,NA,NA,0.00290750224183989,NA,124,1.042,578,555
"Rotoiti","3","Stratified",2009-06-21,2009,6,9.5,0.02,NA,24,6.9,8.8,218.2100067,1.541000009,1.405200005,67.78708649,84.66165924,123.8720779,127.2502975,10.49660015,11.24050045,6.4372,10.1236839030753,42.5309587134661,10.999504309939,999.633667968204,10.5231506412577,999.680323219008,10.1236839030753,10.1236839030753,0.00290786845420068,0.144263202479396,124,1.042,578,555
"Okataina","1","Stratified",2009-06-21,2009,6,2.5,0.005,NA,9,7.3,8.65,333.41,2.1709,1.4198,69.29996,76.94053,74.34747,75.33611,10.6955,11.2075,2.5998,0,-1.54405441437613,11.1697453827649,999.616274574283,NA,NA,NA,NA,0.00290789375264908,NA,78.5,0.466,63.6,136
"Rotorua","5","Polymictic",2009-06-22,2009,6,NA,NA,NA,NA,NA,1.47,271.6799927,4.110500097,4.1131999495,90.532718655,94.912239075,152.89507295,152.6175537,10.7398500445,10.6765003215,7.8974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,0.802,482,601
"Rotorua","2","Polymictic",2009-06-22,2009,6,NA,NA,NA,NA,NA,1.35,18.83099937,4.123799801,3.887799978,103.6443481,80.16551208,143.7269287,145.5251617,8.130000114,8.815400124,5.5772,0,-7.85585400774163,8.68286601161394,999.832065489775,NA,NA,NA,NA,0.00217942641382429,NA,44.8,0.802,482,601
"Tikitapu","1","Stratified",2009-06-22,2009,6,2.8,0.005,NA,5,6.4,4.5,569.69,1.76885,1.76795,72.381575,80.69143,12.18559,11.838965,11.1644,10.98825,3.01545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,0.026,6,227
"Okareka","1","Stratified",2009-06-22,2009,6,6.2,0.005,NA,7,7.4,6.58,610.8900146,1.4937,1.5004,80.01730347,79.00515747,55.31438065,55.21426773,10.74180031,10.67459965,2.8568,0,43.0276764338765,10.5968319096233,999.673301627902,NA,NA,NA,NA,0.00187474318430643,NA,33.5,0.064,17.5,275
"Rotoehu","3","Polymictic",2009-06-22,2009,6,4,0.005,NA,19,7.9,3.9,619,1.937999964,1.927700043,97.41819,82.48026276,359.5468445,358.7378235,8.571299553,8.448699951,3.45359993,0,1.97590546956351,8.50791588015294,999.844080172099,NA,NA,NA,NA,0.00290756246488902,NA,13.5,0.061,42.3,693
"Tarawera","5","Stratified",2009-06-22,2009,6,1.9,0.005,NA,10,7.6,9.445,448.9299927,1.809599996,1.529000044,75.57472229,83.51841736,374.3612061,385.5568542,10.7329998,11.38640022,4.3565,0,-0.419659934597495,11.3326116941189,999.599282539862,NA,NA,NA,NA,0.00217968016739613,NA,87.5,2.274,150,66
"Rotoma","1","Stratified",2009-07-20,2009,7,2.7,0.014,NA,4,7.05,13.86,NA,1.2736,1.238,85.07165,85.52395,105.3763,105.3867,10.1295,10.1419,2.1992,0,-0.143249708712837,10.1457838364099,999.715158213131,NA,NA,NA,NA,0.00479440447604737,NA,83,0.429,33.9,79
"Rotoehu","3","Polymictic",2009-07-20,2009,7,7.2,0.005,NA,20.5,7.925,3.75,236.75,2.38319993,2.170799971,99.51635742,83.5269165,366.1655884,357.0710144,9.439800262,8.475700378,8.244299889,2.40611513083528,19.8542604022986,9.3330705652605,999.783703656589,8.49277869797411,999.84509966824,2.40611513083528,2.40611513083528,0.00479424012039087,0.00588735613008231,13.5,0.061,42.3,693
"Rotoiti","Okawa","Stratified",2009-07-20,2009,7,3.5,0.005,NA,18,7.25,5.19,696.2800293,1.478800058,NA,105.1039963,NA,106.4834137,NA,8.888500214,NA,NA,0,2.53351176157692,8.79786461982324,999.823936310271,NA,NA,NA,NA,0.00479414365993625,NA,124,1.042,578,555
"Okataina","1","Stratified",2009-07-20,2009,7,2.6,0.011,NA,10,7.25,10.02,136.06,1.6047,1.2818,69.76047,69.78363,73.59874,73.51962,10.3492,10.3202,2.1146,0,0.607409591489653,10.3228999612203,999.699043886611,NA,NA,NA,NA,0.00479444311682048,NA,78.5,0.466,63.6,136
"Tikitapu","1","Stratified",2009-07-21,2009,7,3.5,0.005,NA,4,6.8,4.2,588.4,1.9115,1.9735,77.76432,77.16765,11.99294,11.31091,9.4041,8.8935,3.3801,0,8.91850329319183,8.94347511960879,999.813380616767,NA,NA,NA,NA,0.00319319481524311,NA,27.5,0.026,6,227
"Okareka","1","Stratified",2009-07-21,2009,7,7.2,0.019,NA,7,7.4,9.4,326,1.3348,1.3436,84.81813049,89.10870361,52.28022385,51.73681641,8.679800034,8.56799984,3.3972,0,2.28043072117913,8.58461558946761,999.838865288109,NA,NA,NA,NA,0.00319315411966617,NA,33.5,0.064,17.5,275
"Rotoehu","3","Polymictic",2009-07-21,2009,7,10.4,0.005,NA,22,7.95,3.54,236.75,2.38319993,2.170799971,99.51635742,83.5269165,366.1655884,357.0710144,9.439800262,8.475700378,8.244299889,2.40611513083528,19.8542604022986,9.3330705652605,999.783703656589,8.49277869797411,999.84509966824,2.40611513083528,2.40611513083528,0.00479424012039087,0.00588735613008231,13.5,0.061,42.3,693
"Rotoiti","3","Stratified",2009-07-21,2009,7,9.2,0.018,NA,32,7.15,8.325,675.6199951,1.459599972,1.443799973,86.41455841,92.90876007,123.7782211,123.5981216,10.20069981,10.16110039,5.5143,0,7.51799011515357,10.1433813216416,999.715373925866,NA,NA,NA,NA,0.00479440395879307,NA,124,1.042,578,555
"Okaro","1","Stratified",2009-07-22,2009,7,25.8,0.39,728.8,66,7.65,2.425,141.06,2.1895,2.194,81.66713,87.79496,71.85104,71.72166,7.7085,7.6257,26.5387,0,1.41242361235951,7.65712424448255,999.896379545823,NA,NA,NA,NA,0.00497969149149246,NA,18,0.003,3.6,1084
"Rerewhakaaitu","1","Polymictic",2009-07-22,2009,7,4.2,0.027,NA,9,7.35,4.7,155.94,1.6756,1.6791,99.79226,80.93771,44.28611,44.16275,7.0879,7.064,3.5412,0,0.539923970096356,7.07381637147756,999.926271149766,NA,NA,NA,NA,0.00497961705996558,NA,15.8,0.037,40.6,1107
"Rotomahana","2","Stratified",2009-07-22,2009,7,2.5,0.005,NA,52,7.2,NA,95.40299988,3.075099945,1.247099996,77.92221069,81.20005035,1088.5,1085.099976,13.01710033,13.12749958,2.2843,0,-2.67631018894601,13.1306699957417,999.389223440985,NA,NA,NA,NA,0.00498095484342943,NA,125,0.479,89,185
"Rotorua","5","Polymictic",2009-07-29,2009,7,NA,NA,NA,NA,NA,2.2,250.25,2.512300014,2.534699917,85.358078,94.84654999,142.8389282,142.4951019,8.492400169,8.407600403,12.064,0,-7.13902449417836,8.42492893166962,999.849630054401,NA,NA,NA,NA,0.00305648840204583,NA,44.8,0.802,482,601
"Rotorua","2","Polymictic",2009-07-29,2009,7,NA,NA,NA,NA,NA,2.25,355.0799866,2.510699987,2.527800083,79.1140213,91.23042297,144.9320068,144.6463928,8.55189991,8.480699539,12.0321,0,-0.11791483983952,8.49714094607288,999.844806196901,NA,NA,NA,NA,0.00305649577521346,NA,44.8,0.802,482,601
"Tarawera","5","Stratified",2009-07-29,2009,7,1.8,0.005,NA,13,7.8,10.7,161.6600037,1.689599991,1.335299969,74.1865387,87.92794037,375.7159424,375.9687805,10.49279976,10.50399971,2.6407,0,0.562689879500518,10.499952144542,999.682519130114,NA,NA,NA,NA,0.00305674385877747,NA,87.5,2.274,150,66
"Rotoma","1","Stratified",2009-08-16,2009,8,1.3,0.005,NA,4,7.8,16.4,NA,10.7657,10.7832,74.86245,88.12315,104.6866,104.5232,10.2646,10.2358,3.13,0,10.6358172939575,10.1354762117493,999.716083152315,NA,NA,NA,NA,0.00382359496223108,NA,83,0.429,33.9,79
"Rotoehu","3","Polymictic",2009-08-16,2009,8,7.7,0.005,NA,19,7.725,3.33,672,11.46020031,11.47130013,93.68026733,99.63744354,366.0524292,362.3485413,10.2954998,9.928099632,7.729999721,0,5.23770008235858,10.0556949364375,999.723194222846,NA,NA,NA,NA,0.00382358136351597,NA,13.5,0.061,42.3,693
"Rotoiti","Okawa","Stratified",2009-08-16,2009,8,2.6,0.014,NA,16,7.3,3.75,286.5899963,11.00160027,NA,90.88082886,NA,108.1077423,NA,11.06210041,NA,NA,0,2.06741985801139,11.022420458167,999.631348615768,NA,NA,NA,NA,0.00382375701381238,NA,124,1.042,578,555
