"lake","site","date","year","month","chla_ugL_INT","top_TN_ugL","top_TP_ugL","secchi_m","top_DRP_ugL","bottom_DRP_ugL","top_NH4_ugL","bottom_NH4_ugL","top_NO3_ugL","bottom_NO3_ugL","top_pH","bottom_pH","bottom_TN_ugL","bottom_TP_ugL","top_turbidity_NTU","bottom_turbidity_NTU","TN_TP","DN_DP","DN_TN","DP_TP","method","chla_ugL_8","DO_sat_1","DO_sat_8","PAR_umolm2s_1","turbidity_ntu_1","temp_C_1","temp_C_8","thermo_depth","schmidt_stability","epi_temp","epi_dens","hypo_temp","hypo_dens","meta_top","meta_bot","uStar","lake_num","air_temp_min","rain_min","air_pressure_min","shortwave_min","longwave_min","windspeed_min","air_temp_mean","rain_mean","air_pressure_mean","shortwave_mean","longwave_mean","windspeed_mean","air_temp_max","rain_max","air_pressure_max","shortwave_max","longwave_max","windspeed_max","avg_level_m","hydroyear","hydroyear_label","monthly_avg_level_m","sum_alum","area_pct_aq_vegetation","area_pct_decid_hardwood","area_pct_exotic_forest","area_pct_forest_harvested","area_pct_gorse","area_pct_hp_exotic_grassland","area_pct_manuka","area_pct_native_forest","area_pct_native_hardwood","area_pct_settlement","area_pct_water","area_ha_aq_vegetation","area_ha_decid_hardwood","area_ha_exotic_forest","area_ha_forest_harvested","area_ha_gorse","area_ha_hp_exotic_grassland","area_ha_manuka","area_ha_native_forest","area_ha_native_hardwood","area_ha_settlement","area_ha_water"
"Rotoehu","3",2001-05-22,2001,5,16.5,474.5,48,2.6,17,17,32,28,14,12,7.65,7.7,497,47,3.75,3.4,9.88541666666667,2.70588235294118,0.0969441517386723,0.354166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34941,0.001072,95756.9,47.9337,272.396,0.16581214346374,11.4618332258065,9.94458948967742,97280.9161290323,89.2357903225806,328.174903225806,3.08162552639841,15.588,42.4844,98808.5,136.287,378.805,5.23678589206204,294.97003125,2001,"2000-2001",294.919967741935,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2001-06-21,2001,6,7.4,408,30.5,3.4,8,8,25.5,26,8.5,10,7.65,7.6,355,28,1.8,1.1,13.3770491803279,4.25,0.0833333333333333,0.262295081967213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40635,0.00119424,96092.3,35.8688,249.372,0.681373265648132,7.968477,2.63881805066667,97981.7766666667,85.7309066666667,302.937033333333,2.03027553528565,13.0409,12.0912,99280.4,118.47,371.879,4.27390458308325,294.933625,2001,"2000-2001",294.931902083333,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2001-07-19,2001,7,12.7,350.5,14,3,2,2,4,3,5,6,6.7,6.7,334,14,1.32,1.8,25.0357142857143,4.5,0.0256776034236805,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1054,0.00119424,94988.1,47.6202,244.129,0.769136511652515,6.53774161290323,3.04620626419355,97756.4967741936,92.4226096774194,290.480838709677,2.53023264781646,11.2842,20.8848,99341.7,125.307,358.595,4.27074795099172,294.891989583333,2002,"2001-2002",294.883024865591,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2001-08-22,2001,8,8.6,409,21,2.4,3,4,2,3,3,4,7.6,7.6,389,18,3.8,3.3,19.4761904761905,1.66666666666667,0.0122249388753056,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7264,0.00983561,96260.9,50.3489,273.007,0.642500376766426,8.39618258064516,5.47738467774194,97398.6903225806,117.638732258065,308.836225806452,2.44435127897067,11.5821,23.0114,98365.4,177.153,356.389,4.57943857731491,294.861447916666,2002,"2001-2002",294.859046370967,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2001-09-18,2001,9,8,449,23,2.3,4,4.18181818181818,26,5.95454545454546,27,6.33333333333333,7.7,7.61428571428571,388.714285714286,17.8571428571429,3.2,3.22857142857143,19.5217391304348,13.25,0.11804008908686,0.173913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.30076,0.00112875,97455.3,99.1158,271.657,0.578404106750635,10.0422066666667,6.24035474666667,98475.2066666667,174.789526666667,310.792266666667,2.37925760727923,12.5251,53.2159,99149.1,256.274,356.928,5.82448346257417,294.92403125,2002,"2001-2002",294.895171875,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2001-10-16,2001,10,17.7,379,24,2.6,3,4.36363636363636,8,8.90909090909091,18,8.66666666666667,7.9,7.62857142857143,388.428571428571,17.7142857142857,1.9,3.15714285714286,15.7916666666667,8.66666666666667,0.0686015831134565,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49034,0.522775,96221.9,117.824,289.606,0.704065379263012,12.7538787096774,10.4036818387097,97395.6612903226,202.917612903226,337.637838709677,2.82853808905145,15.1473,37.4322,99356.2,265.809,381.117,4.79548402865196,294.949354166666,2002,"2001-2002",294.91765625,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2001-11-20,2001,11,23,466.5,32,1.8,3,4.54545454545454,4,11.8636363636364,0.5,11,8.44,7.64285714285714,388.142857142857,17.5714285714286,6,3.08571428571429,14.578125,1.5,0.00964630225080386,0.09375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1002,0.237207,96036,72.5659,286.278,0.403182552679304,13.5458433333333,8.11833253333333,97748.2733333333,217.867463333333,340.739533333333,2.67072170763276,16.4448,25.6203,98829,285.662,393.479,5.24041943512158,294.86996875,2002,"2001-2002",294.91994375,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2001-12-10,2001,12,10.2,479,51,1.8,36,4.72727272727273,117,14.8181818181818,9,13.3333333333333,7.41,7.65714285714286,387.857142857143,17.4285714285714,3,3.01428571428571,9.3921568627451,3.5,0.263048016701461,0.705882352941177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1266,0,96044.7,116.009,304.475,0.406895831948424,16.191764516129,12.2905466967742,97157.764516129,240.960677419355,359.273258064516,3.03884775156662,17.808,54.046,98624.8,381.485,400.484,5.63289637913747,295.097885416666,2002,"2001-2002",295.085148521505,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2002-01-22,2002,1,25,714,63,1.8,23,4.90909090909091,168,17.7727272727273,18,15.6666666666667,8.2,7.67142857142857,387.571428571429,17.2857142857143,2.6,2.94285714285714,11.3333333333333,8.08695652173913,0.260504201680672,0.365079365079365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0403,0,95948.7,180.216,307.69,0.661696982524667,16.8539129032258,6.2065124516129,97460.1548387097,286.010741935484,346.429903225806,1.95681722819803,18.7952,21.4931,98671.5,382.399,377.137,5.1045747390148,295.078416666666,2002,"2001-2002",295.068807123656,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2002-02-12,2002,2,20.9,613,45,1.5,17,5.09090909090909,47,20.7272727272727,3,18,8.2,7.68571428571429,387.285714285714,17.1428571428571,5.5,2.87142857142857,13.6222222222222,2.94117647058824,0.0815660685154976,0.377777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9037,0.0201385,96243.3,103.846,315.734,0.48755152408848,16.1671214285714,3.68488141071429,97711.6464285714,237.983964285714,346.147214285714,2.67396034973633,18.9616,21.5655,98554.7,331.729,409.19,4.95926403328347,295.007395833333,2002,"2001-2002",294.967383184523,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2002-03-19,2002,3,17.2,552,34,1.9,10,5.27272727272727,16,23.6818181818182,2,20.3333333333333,8.11,7.7,387,17,4.85,2.8,16.2352941176471,1.8,0.0326086956521739,0.294117647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5179,0.00446613,96436.4,121.334,297.846,0.138922111260807,16.0878290322581,2.29976735774194,97604.6096774194,206.031258064516,341.382838709677,2.42093593922302,17.9224,23.599,98573.2,261.933,377.816,4.39286264771618,294.873614583333,2002,"2001-2002",294.874661626344,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2002-04-16,2002,4,10.7,401,25,1.9,11,5.45454545454546,23,26.6363636363636,2,22.6666666666667,7.93,7.71428571428571,386.714285714286,16.8571428571429,4.2,2.72857142857143,16.04,2.27272727272727,0.0623441396508728,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35415,0,96306.7,39.8167,267.323,0.278531464223776,12.8189093333333,6.67058349333333,98205.5733333333,145.446403333333,321.406366666667,2.01100916312057,16.6013,60.4204,99315,216.697,394.889,4.30542078989964,294.76434375,2002,"2001-2002",294.803069097222,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2002-05-22,2002,5,8.2,439,40,2.2,20,5.63636363636364,95,29.5909090909091,20,25,7.8,7.72857142857143,386.428571428571,16.7142857142857,3.8,2.65714285714286,10.975,5.75,0.261958997722096,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86216,0.00198873,96045.6,56.211,276.97,0.49854341017111,10.9625993548387,2.36084797193548,97399.7580645161,101.096841935484,312.146129032258,3.28110356198987,15.0167,16.399,98490.6,136.581,362.927,6.25863259295511,294.873114583333,2002,"2001-2002",294.886392809139,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2002-06-10,2002,6,12.2,573,36,2.2,20,5.81818181818182,139,32.5454545454545,38,27.3333333333333,8,7.74285714285714,386.142857142857,16.5714285714286,3.1,2.58571428571429,15.9166666666667,8.85,0.308900523560209,0.555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49985,0.00150161,94885.4,19.1093,276.738,0.779158728718353,10.6948936666667,9.858161808,97205.76,69.20658,326.907966666667,3.3198485627298,13.3695,70.0244,98258.3,99.224,366.515,6.14039197293626,294.848020833333,2002,"2001-2002",294.893594097222,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2002-07-24,2002,7,24.6,401,17,2.3,4,6,50,35.5,68,29.6666666666667,7.99,7.75714285714286,385.857142857143,16.4285714285714,3.6,2.51428571428571,23.5882352941176,29.5,0.29426433915212,0.235294117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5389,0,95360.8,53.6906,250.255,1.25409935669181,8.43322,6.66378853612903,97315.1516129032,90.225435483871,304.964548387097,3.28968423541433,11.4069,53.6657,99144.9,123.65,352.142,5.46995175624977,295.0539375,2003,"2002-2003",295.040237567204,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2002-08-20,2002,8,10.2,326,22,2.7,7,6.18181818181818,3,38.4545454545455,3,32,8.16,7.77142857142857,385.571428571429,16.2857142857143,3.1,2.44285714285714,14.8181818181818,0.857142857142857,0.0184049079754601,0.318181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04174,0.00273294,95729.2,58.4498,247.29,0.555254608432024,8.35548612903226,4.27697673290323,97489.7419354839,128.695248387097,300.198258064516,2.92770688241739,11.662,26.6872,99413.5,186.92,350.504,5.48991491574323,295.033739583333,2003,"2002-2003",295.028132392473,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2002-09-24,2002,9,13.2,461,31,2.7,8,6.36363636363636,36,41.4090909090909,7,34.3333333333333,7.85,7.78571428571429,385.285714285714,16.1428571428571,3.6,2.37142857142857,14.8709677419355,5.375,0.0932754880694143,0.258064516129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39507,0.00239543,95648.9,80.3286,260.777,1.47597886024021,10.282587,4.79416508133333,97666.22,177.888113333333,315.191566666667,3.07849931751775,12.6603,20.2054,98817.1,257.237,359.738,5.91101628575831,294.974552083333,2003,"2002-2003",294.972238541666,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
