"lake","site","date","year","month","chla_ugL_INT","top_TN_ugL","top_TP_ugL","secchi_m","top_DRP_ugL","bottom_DRP_ugL","top_NH4_ugL","bottom_NH4_ugL","top_NO3_ugL","bottom_NO3_ugL","top_pH","bottom_pH","bottom_TN_ugL","bottom_TP_ugL","top_turbidity_NTU","bottom_turbidity_NTU","TN_TP","DN_DP","DN_TN","DP_TP","method","chla_ugL_8","DO_sat_1","DO_sat_8","PAR_umolm2s_1","turbidity_ntu_1","temp_C_1","temp_C_8","thermo_depth","schmidt_stability","epi_temp","epi_dens","hypo_temp","hypo_dens","meta_top","meta_bot","uStar","lake_num","air_temp_min","rain_min","air_pressure_min","shortwave_min","longwave_min","windspeed_min","air_temp_mean","rain_mean","air_pressure_mean","shortwave_mean","longwave_mean","windspeed_mean","air_temp_max","rain_max","air_pressure_max","shortwave_max","longwave_max","windspeed_max","avg_level_m","hydroyear","hydroyear_label","monthly_avg_level_m","sum_alum","area_pct_aq_vegetation","area_pct_decid_hardwood","area_pct_exotic_forest","area_pct_forest_harvested","area_pct_gorse","area_pct_hp_exotic_grassland","area_pct_manuka","area_pct_native_forest","area_pct_native_hardwood","area_pct_settlement","area_pct_water","area_ha_aq_vegetation","area_ha_decid_hardwood","area_ha_exotic_forest","area_ha_forest_harvested","area_ha_gorse","area_ha_hp_exotic_grassland","area_ha_manuka","area_ha_native_forest","area_ha_native_hardwood","area_ha_settlement","area_ha_water"
"Rotoehu","3",2005-06-21,2005,6,6.8,461,35,3.5,12,12,101,88,50,5,7.8,7.8,481,35,1.1,2.3,13.1714285714286,12.5833333333333,0.327548806941432,0.342857142857143,"ctd",2.826699972,102.1040115,101.8673172,96.7539978,1.258100033,10.62030029,10.59440041,0,0.497340781538325,10.61010369709,999.672029260234,NA,NA,NA,NA,0.00367463553391072,NA,4.25753,0,96192.7,46.2118,245.444,0.843802795009592,8.40060066666667,6.29980763366667,97854.87,88.1926833333333,298.725266666667,2.97841798285117,11.7985,38.5276,99172.5,113.591,362.505,5.07335356435957,294.788304993995,2005,"2004-2005",294.787776928854,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2005-07-20,2005,7,8.7,408,26.5,2.7,2,2,10,9,54,55,7.9,7.8,390,24,2.3,2.1,15.3962264150943,32,0.156862745098039,0.0754716981132075,"ctd",10.20149994,109.2885284,107.5563202,441.3200073,1.318400025,10.19489956,9.555600166,0,8.75363432685483,9.81773392685928,999.743897918484,NA,NA,NA,NA,0.00328386583672072,NA,6.03037,0.00439603,95955.7,44.5053,255.824,0.544682045492597,8.65531612903226,5.86892776903226,97811.1967741936,84.9980548387097,315.886935483871,2.4928891944312,11.3278,24.0785,99406.8,131.818,359.746,4.91002166653061,294.931040789486,2006,"2005-2006",294.883745358109,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2005-08-23,2005,8,4.1,355,18,3.8,2,2,4,2,29,25,8,8,335,13,2.4,2.1,19.7222222222222,16.5,0.0929577464788732,0.111111111111111,"ctd",5.876299858,115.3695831,107.0130386,109.7799988,1.238100052,10.87240028,10.28139973,0,22.272123651429,10.7570798246228,999.657783685001,NA,NA,NA,NA,0.00478115625719828,NA,5.99819,0.000917313,96841.1,66.401,261.707,0.268914528342167,8.39209451612903,3.64897378203226,98171.8806451613,130.864406451613,300.113580645161,1.83399716009289,10.5603,24.7904,99588,180.085,353.127,4.36383167614197,294.885866808337,2006,"2005-2006",294.913786127353,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2005-09-23,2005,9,2.8,347,16,4.4,3,7.5,12.5,42,22,42,7.9,7.9,337,21,1.5,1.6,21.6875,11.5,0.0994236311239193,0.1875,"ctd",3.086499929,91.93950653,96.1778717,521.75,1.156399965,12.43869972,12.44139957,0,0.0101312335217818,12.442000078206,999.474492463166,NA,NA,NA,NA,0.00290744907226549,NA,5.90281,0,94594.1,99.7468,262.96,0.62544138286893,10.628642,4.92867973333333,97787.12,160.32406,319.9236,2.36504918935962,13.2809,33.7161,99216.6,233.522,362.485,5.11404095261272,294.918849109839,2006,"2005-2006",294.896361691465,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2005-10-26,2005,10,3.4,339,48,5.1,4,13,21,82,12,8,8,7.8,339,22,1.6,1.8,7.0625,8.25,0.0973451327433628,0.0833333333333333,"ctd",2.124799967,106.1457672,92.56482697,1281.300049,1.06280005,16.52840042,14.07359982,2.45052372736495,69.7888234381922,16.4580604577641,998.896533252409,14.3209469135499,999.228104142464,1.74179411050572,3.08615751535018,0.00143676372333057,0.231316130333759,9.0514,0.467274,95507.2,61.2046,296.651,0.0374910969144198,11.7161819354839,9.16831922580645,97670.1387096774,204.234212903226,329.598806451613,2.00595375163273,13.3977,45.678,99305.6,277.542,364.694,5.54396764658859,294.989265417351,2006,"2005-2006",294.949955938372,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2005-11-15,2005,11,4.4,344,21,3.3,3,7,3,35,1,2,8.1,7.8,315,23,2.7,3.3,16.3809523809524,1.33333333333333,0.0116279069767442,0.142857142857143,"ctd",2.720700026,107.2435608,86.58325195,921,1.244600058,18.34210014,16.66939926,6.80867561941526,100.048554009881,18.0009045726986,998.624679443083,16.6886208453735,998.857607123835,6.80867561941526,6.80867561941526,0.00247560366937137,0.315159294099247,8.39525,0.0263991,96902.2,114.621,288.739,0.698623312153982,13.3524883333333,3.05975148,97653.4233333333,269.692633333333,323.046433333333,2.86451481909642,16.3526,10.461,98390.9,338.11,363.659,6.34507679721057,294.88238672746,2006,"2005-2006",294.882040888685,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2005-12-13,2005,12,5.5,325.5,20,2.3,7,7,8,3,0.5,0.5,8.3,7.8,316.5,22,2.5,2,16.275,1.21428571428571,0.0261136712749616,0.35,"ctd",4.518400192,114.533577,81.59748077,723.1599731,1.238899946,21.05660057,17.20100021,4.67890560696666,217.323445241752,20.7098200436506,998.084575867739,16.8142087095824,998.836150295115,3.75394749158035,8.40769219315689,0.00372740915730347,0.269701154853962,14.5065,0.0198931,95969.1,173.756,308.398,0.927811332485759,16.5366387096774,8.2572596,97371.1129032258,268.362193548387,353.258161290323,2.88373239079463,19.6511,32.9573,98361,345.797,381.063,4.98385967484037,294.785327394945,2006,"2005-2006",294.800872725198,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-01-31,2006,1,13.7,680,33,1.1,8,10,42,106,8,8,8.1,7.9,484,22,6,1.2,20.6060606060606,6.25,0.0735294117647059,0.242424242424242,"ctd",0.942499995,141.5501556,83.57801056,117.4499969,3.347599983,23.14830017,20.27039909,2.60229634825338,125.417321222421,23.1202635159508,997.539855784013,20.38282934208,998.153896594778,1.67304198345513,4.12313055495264,0.001755245639852,0.33474800185082,13.3212,0,96335.4,167.167,289.978,0.638380687140518,17.5178387096774,9.77559303225807,97711.3096774194,269.341193548387,354.648129032258,2.7062555648741,20.3426,104.289,98698.8,381.29,409.512,6.46764501648011,294.852819917211,2006,"2005-2006",294.728472298205,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-02-22,2006,2,13.9,809,59,1.8,5,5,44,108,187,2,8.1,7.5,617,79,5.3,2.4,13.7118644067797,46.2,0.285537700865266,0.0847457627118644,"ctd",1.162799954,111.7958984,38.21725845,290.9100037,1.932800055,22.3465004,20.55730057,6.45143356434255,125.689206176295,22.3258212453676,997.725859654127,20.5712287475477,998.114092446039,5.56574508449316,7.24751110443622,0.00457925102224559,0.108963459572687,14.1151,0,96704.2,213.921,286.89,0.672609216904586,17.38765,7.93295850071429,97744.3642857143,256.015678571429,347.513821428571,2.13828705447445,20.1049,50.6548,98407.2,312.97,389.035,4.17550917533419,295.014802316664,2006,"2005-2006",294.973839228647,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-03-22,2006,3,9,465,44,1.8,14,0,46,110,6,8,8,7.8,406,40,3.8,1.4,10.5681818181818,3.71428571428571,0.111827956989247,0.318181818181818,"ctd",1.200799942,125.5906677,78.54725647,1093.800049,2.02699995,19.65049934,17.82830048,2.60244704223291,67.6930116700328,19.5290100940006,998.329621445335,18.070646970541,998.611765549972,2.31848736413099,2.96638135155385,0.00187665731992632,0.144046890257128,11.9095,0.00104016,96536.1,78.9448,291.345,0.299070659109181,14.9436129032258,6.82339094258065,97686.5774193548,182.396587096774,345.097967741935,2.70583051200838,17.3321,31.236,98850.2,257.217,387.993,5.13370012670598,294.865222150816,2006,"2005-2006",294.897728264504,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-04-18,2006,4,12.3,715,50,2.4,5,3,17,14,7,7,8.1,8.1,555,50,3.9,2.9,14.3,4.8,0.0335664335664336,0.1,"ctd",4.008399963,100.5986862,104.7713165,197.4100037,1.409000039,16.79089928,16.84420013,0,-0.528643517847961,16.8305988007476,998.833336878954,NA,NA,NA,NA,0.00183513062686597,NA,11.4799,0.0206671,96084.5,72.9044,298.177,0.394504514909133,14.1461433333333,8.75741241,97649.26,131.879626666667,340.8548,2.49524341748518,17.2319,55.0965,98977.5,175.257,389.451,5.75337023381948,294.963951023629,2006,"2005-2006",294.99699514806,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-05-23,2006,5,9.7,364,34,2.4,5,6,33,29,2,5,8,7.9,306,24,4,2.4,10.7058823529412,7,0.0961538461538462,0.147058823529412,"ctd",5.504199982,104.2381897,106.0630722,140.6999969,1.307399988,12.91479969,12.79179955,0,2.91927334080185,12.8625613646572,999.423121198523,NA,NA,NA,NA,0.00295516233481805,NA,7.36203,-1.38778e-14,96041.2,32.677,254.616,0.53850523761334,10.6106838709677,7.49301633129032,97650.0806451613,95.9599064516129,317.373677419355,2.53012252056643,14.3831,33.6918,99206.8,140.034,375.04,5.74144127913018,295.073832587152,2006,"2005-2006",295.128050629286,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-06-22,2006,6,8.2,297,29,2.6,3,2,1,0.5,4,5,7.8,7.9,345,38,3.3,3.8,10.2413793103448,1.66666666666667,0.0168350168350168,0.103448275862069,"ctd",4.482900143,103.2962799,101.2740936,81.56700134,1.329200029,9.789400101,9.668399811,0,1.44104909762641,9.71387565058504,999.752695451738,NA,NA,NA,NA,0.00527362340354927,NA,4.5789,-1.38778e-14,95878.8,52.673,246.888,1.35395064364437,7.051766,5.941177253,97777.57,91.3020433333333,288.627933333333,2.94204209282324,11.1317,25.976,98661.5,116.804,334.473,6.13957024298118,295.220873927315,2006,"2005-2006",295.219524692502,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-07-18,2006,7,4.5,200.5,22,4.2,2,2,5,10,0.5,0.5,7.8,7.8,200.5,27,1.7,2.8,9.11363636363636,2.75,0.027431421446384,0.0909090909090909,"ctd",2.016900063,102.9585037,99.09927368,314.980011,1.12559998,9.497799873,9.293999672,0,3.40635070787513,9.38677405953384,999.779450005422,NA,NA,NA,NA,0.000972053796670546,NA,4.91893,6.93889e-15,95818.4,59.3376,245.176,0.637846654162268,8.01297161290323,7.24790026903226,97848.1451612903,95.2469258064516,301.78164516129,2.5127214960082,10.8041,39.0413,99322.8,137.71,354.056,4.72562841740652,295.177203505456,2007,"2006-2007",295.191574606972,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-08-17,2006,8,14.6,356,23.5,3.1,10,8,14,6,40,44,7.8,7.8,290.75,20,2.8,2.9,15.1489361702128,5.4,0.151685393258427,0.425531914893617,"ctd",4.803999901,97.28994751,102.6479416,779.7199707,1.19599998,10.38319969,9.64659977,0,10.5182186474205,9.91409745341729,999.735605395783,NA,NA,NA,NA,0.00196086172879853,NA,3.90442,-6.93889e-15,95569.8,44.1371,240.331,0.527939579075334,8.08204806451613,7.42115928193548,97628.9064516129,129.6893,297.702806451613,2.65116110619078,12.4765,70.7074,98715.8,186.943,365.037,4.4972041795987,295.323911512286,2007,"2006-2007",295.300238360087,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-09-19,2006,9,5.9,323,25,3,5,5,19,40,20,20,7.8,7.8,381,31,2.9,3.2,12.92,7.8,0.120743034055728,0.2,"ctd",10.04111958,95.30413055,93.60350037,545.7800293,2.103100061,12.32670021,12.09449959,0,14.9351672690404,12.2156042726641,999.501228398334,NA,NA,NA,NA,0.00501720592144921,NA,8.2199,0,97142.8,116.406,263.072,0.3328201567769,10.7149586666667,3.59826246433333,98203.1633333333,188.414866666667,311.968733333333,2.44562282268743,13.7566,32.9959,98933.3,251.505,356.897,4.66889968747456,295.224359069798,2007,"2006-2007",295.231181330113,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-10-31,2006,10,6.5,120,44,3.4,10,10,5,4,3,11.5,8.3,8.4,319,49,2,2,2.72727272727273,0.8,0.0666666666666667,0.227272727272727,"ctd",16.17079926,94.31813812,94.74649048,354.5100098,1.770699978,15.12650013,14.83810043,0,10.7485429393152,14.9984590758516,999.128780787895,NA,NA,NA,NA,0.00318550613933163,NA,7.59427,0,96591,118.49,259.994,1.36171610338949,11.4289529032258,4.46674106451613,97702.1709677419,227.787709677419,316.694774193548,3.45236282708936,15.3722,25.7056,98772.2,306.698,362.114,5.44177420506401,295.076879446026,2007,"2006-2007",295.097258641536,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-11-13,2006,11,8.7,368,61,3.7,18,20,4,8,2,3,8,8,423,48,2.8,1.9,6.0327868852459,0.333333333333333,0.016304347826087,0.295081967213115,"ctd",16.58359909,75.67179871,92.72348022,915.9500122,1.577800035,16.70429993,16.06110001,0,37.2979189356159,16.4754571241541,998.893617198335,NA,NA,NA,NA,0.00348468713911117,NA,7.74334,0.00402309,96083.1,141.818,290.446,0.684840814748946,13.5364813333333,4.67678279633333,97703.5966666667,261.5277,331.3367,3.61835734134859,16.3203,18.5223,99324.3,339.156,386.55,5.07401208877157,295.058809860097,2007,"2006-2007",295.042434485666,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2006-12-14,2006,12,10,356,60,2.4,36,66,14,22,3,5,8.1,8,306,62,3.7,3.5,5.93333333333333,0.472222222222222,0.047752808988764,0.6,"ctd",3.255500078,76.78704834,86.13826752,1062.199951,1.266899943,19.12140083,18.03019905,4.60332319618655,46.7213280691773,18.9345140645399,998.44740698829,18.1912390689232,998.589310128025,4.60332319618655,4.60332319618655,0.0017603882088901,0.196836352193241,10.1592,0.00435139,96734.7,126.425,284.653,0.143673613995194,14.1054935483871,4.63856143774194,97591.5580645161,303.943967741935,322.417709677419,2.75020427971513,17.2735,36.3863,98264.2,375.169,382.029,4.674770927714,294.877333828265,2007,"2006-2007",294.913607215996,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2007-01-17,2007,1,19.1,414,74,0.6,49,56,22,88,3,4,8.3,7.8,310,81,10,1.8,5.59459459459459,0.510204081632653,0.0603864734299517,0.662162162162162,"ctd",0.976000011,95.49523163,82.29109955,102.8799973,2.96420002,21.45849991,19.54389954,2.60738265681435,103.022606399494,21.4185337349215,997.930536946979,19.8224183914161,998.27010176764,2.20883606960483,3.12550370301525,0.00336475612562703,0.0688573712879312,11.2667,0.00133743,96833.1,106.077,296.322,0.49935108778694,17.0000322580645,6.06748678870968,97764.6096774194,262.078935483871,355.881741935484,2.49969564370039,19.8218,37.7288,98738.7,384.302,404.138,4.46197494297088,295.027368180449,2007,"2006-2007",294.94606095567,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2007-02-26,2007,2,18.9,603.5,100,1.4,52,61.5,27,102,0.5,2.25,8.7,7.9,445.25,89.5,6.6,4.4,6.035,0.528846153846154,0.0455675227837614,0.52,"ctd",1.657099962,95.49092102,89.20519257,180.2400055,2.334199905,22.21920013,20.75499916,4.50621831807418,93.1208733695958,22.1434118781045,997.767677683666,21.1856658374108,997.981720410927,4.50621831807418,4.50621831807418,0.00344516639866044,0.100331834450984,15.0922,0.0278193,97532.6,131.351,317.509,0.551419515297754,17.1981678571429,2.38734458214286,98171.2464285714,250.022714285714,350.634785714286,1.93054380943869,19.5771,11.7369,99054.6,317.51,383.999,3.39725044035614,294.794079550667,2007,"2006-2007",294.867761099437,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2007-03-20,2007,3,18.4,769.5,118,2.2,66,67,107,116,0.5,0.5,8,8,580.5,98,7.8,7,6.52118644067797,1.62878787878788,0.139701104613385,0.559322033898305,"ctd",1.313899994,68.70497894,63.98088837,366.1499939,1.682199955,19.09379959,18.85689926,0,14.7708897882575,18.9321467142156,998.447868448762,NA,NA,NA,NA,0.00207491333268834,NA,12.0312,0.0242541,95961.4,56.2647,303.624,0.348047491473506,16.3477903225806,8.51133891290323,98067.2483870968,184.894629032258,350.67564516129,2.65843405234342,18.4272,44.5062,99144.2,278.254,396.359,5.7725627025265,294.776614033453,2007,"2006-2007",294.774079018743,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2007-04-23,2007,4,12.85,630,66,2.45,34,39,108,133,32,29,7.9,8,549,64,2.4,4.85,9.54545454545454,4.11764705882353,0.222222222222222,0.515151515151515,"ctd",3.158499956,82.62837982,84.4422226,389.8399963,1.110999942,16.68260002,16.0177002,0,19.8148972283228,16.3271719219912,998.918362380817,NA,NA,NA,NA,0.00010975066137102,NA,9.62216,0.0032726,95692.7,71.6294,290.017,0.100133989906974,12.7776453333333,4.74751788,97905.9233333333,142.605066666667,325.360733333333,1.79723517189776,15.6859,36.5308,98961.8,184.61,380.296,4.20801770862481,294.761367135637,2007,"2006-2007",294.806473467263,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2007-05-22,2007,5,7.3,489,44,2.7,14,13,53,50,33,32,7.9,7.9,439,35,2.6,2.7,11.1136363636364,6.14285714285714,0.175869120654397,0.318181818181818,"ctd",2.191800117,72.77642059,78.04595184,333.9299927,1.267500043,15.2883997,14.41390038,0,21.8703818457691,14.7872818512709,999.160323904148,NA,NA,NA,NA,0.00243318626972076,NA,8.02614,0,96983.4,62.0194,261.366,0.365224180914955,11.7947096774194,1.88569265129032,98293.435483871,108.081264516129,315.577419354839,2.12038683115028,14.37,15.8688,99332.6,149.755,363.447,3.99224342546656,294.763415431128,2007,"2006-2007",294.792220267934,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2007-06-20,2007,6,7.7,518,36,4,11,10,79,79,52,51,7.8,7.8,544,38,2.1,2.2,14.3888888888889,11.9090909090909,0.252895752895753,0.305555555555556,"ctd",2.334599972,69.82357025,71.76944733,39.32600021,1.072100043,9.824399948,9.996899605,0,-1.25390187442181,9.95797330607029,999.731788359281,NA,NA,NA,NA,0.00265181734460116,NA,4.51115,-1.38778e-14,95271.4,21.772,246.655,0.60214233445756,8.72345433333333,7.747111985,97354.4133333333,77.4905733333333,306.9938,3.24279230968255,11.6598,47.7022,98880.7,111.331,362.604,6.48139554675214,294.687849143285,2007,"2006-2007",294.715183914483,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
"Rotoehu","3",2007-07-24,2007,7,12.1,337,24,2.8,3,2,15,9,46,6,7.8,7.9,130,26,2.3,1.7,14.0416666666667,20.3333333333333,0.181008902077151,0.125,"ctd",2.680299997,79.4188385,84.70063019,110.2300034,1.07980001,8.556300163,8.482199669,0,1.50793056378439,8.52857303682337,999.842683743845,NA,NA,NA,NA,0.00281372590273456,NA,4.37566,0.00429354,96151.7,41.3924,256.916,0.791712338306029,8.35239387096774,10.2831268625806,97440.2580645161,78.7352709677419,317.192258064516,2.93808420691811,12.0003,54.2145,98533.9,114.519,364.779,6.31781780605456,294.888487662137,2008,"2007-2008",294.873764070889,0,1.28725611262549,0.039910384120053,26.5157203749095,0,0.324127232135389,28.4117515472981,0.0278573074488772,25.2560792121917,0.569984024442082,0.236639529112393,17.3306742757161,58.7118752803958,1.82031646372999,1209.38456019161,0,14.7834742763808,1295.86272458267,1.27057447585177,1151.93220543627,25.9970262534677,10.7931517150236,790.453722939158
